gene_id,B10_S1,B11_S2,B12_S3,D10_S4,D11_S5,D12_S6,H13_S7,H14_S8,H15_S9,L13_S10,L14_S11,L15_S12
FGRAM000v1_000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000002,7.204068,5.892321,3.411495,7.822755,7.90412,5.497432,4.289604,6.712365,4.502237,10.454362,10.26806,7.3027
FGRAM000v1_000003,0.0,0.741462,4.200928,0.898685,0.708463,0.0,1.043704,1.260177,0.712339,0.509439,0.0,0.0
FGRAM000v1_000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000005,0.586412,0.656118,0.729163,0.828728,0.961252,1.120138,0.850138,0.977189,0.592317,0.604152,0.629337,0.620939
FGRAM000v1_000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000007,77.860825,77.411812,64.893534,23.878333,18.713269,18.369212,53.684172,65.402853,56.876826,8.415069,6.680094,10.34897
FGRAM000v1_000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000009,0.28308,0.66981,0.259844,0.472532,0.572191,0.550061,0.168368,0.452941,0.839923,1.810861,2.366726,1.46992
FGRAM000v1_000010,0.231642,0.25091,0.689135,1.506483,1.289459,1.901584,0.557797,0.772079,0.849886,1.270047,2.451051,1.726245
FGRAM000v1_000011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298619,0.222753,0.0,0.0
FGRAM000v1_000012,0.744702,0.269674,0.186665,0.678393,1.277605,1.19076,0.599324,1.648175,2.120222,1.018438,0.66533,0.706122
FGRAM000v1_000013,8.032166,12.325588,13.206372,15.040151,10.553704,16.306682,16.562473,19.348372,15.951843,16.267517,16.262395,18.788037
FGRAM000v1_000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000015,2.728221,3.756969,4.400532,6.388901,8.20666,6.157996,3.736078,5.166618,6.404769,9.050531,9.743162,6.073956
FGRAM000v1_000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000017,0.172694,0.557894,1.14328,2.202589,0.321386,0.935608,0.412776,0.910624,0.635646,1.110369,1.055391,0.500177
FGRAM000v1_000018,0.0,0.0,0.0,0.115847,0.0,0.0,0.096301,0.0,0.0,0.0,0.065687,0.139862
FGRAM000v1_000019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229975,0.24763
FGRAM000v1_000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.080554,0.0
FGRAM000v1_000022,0.0,0.0,0.0,0.0,0.475262,1.067634,1.512733,0.490891,1.679225,3.334445,1.761414,1.092393
FGRAM000v1_000023,122.095958,141.294434,112.863169,577.190737,621.853978,552.831761,272.486499,350.671859,287.345003,618.078129,636.330653,572.049609
FGRAM000v1_000024,0.063388,0.0,0.0,0.0,0.0,0.267004,0.065008,0.0,0.0,0.0,0.086511,0.459767
FGRAM000v1_000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35994,0.0,0.0,0.0,0.0
FGRAM000v1_000028,5.948774,8.621633,6.023457,16.716609,16.888163,13.859639,10.166895,14.292306,12.557829,22.775733,23.676185,22.832756
FGRAM000v1_000029,0.089633,0.192955,0.27922,1.318441,0.795758,0.644858,0.28069,0.239551,0.458199,1.774734,1.096897,2.117937
FGRAM000v1_000030,0.093973,0.0,0.0,0.0,0.0,0.135111,0.0,0.0,0.0,0.0,0.128871,0.0
FGRAM000v1_000031,0.0,0.47325,0.0,0.519679,0.0,0.0,0.148283,0.0,0.0,0.276335,0.0,0.0
FGRAM000v1_000032,0.0,0.233099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194382,0.289973,0.0
FGRAM000v1_000033,0.0,0.0,0.0,0.0,0.0,0.0,0.414593,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000034,0.093058,0.402385,0.0,0.327037,0.118942,0.130214,2.531168,3.711836,3.745606,0.436895,0.509136,0.0
FGRAM000v1_000035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000036,0.510607,0.370253,0.764788,0.255735,0.273977,0.399346,0.420696,0.482342,0.582209,0.202557,0.488348,0.52431
FGRAM000v1_000037,42.942437,36.995433,42.370741,32.638672,35.102106,31.10973,45.737166,47.461356,45.702608,38.280688,34.081635,33.357321
FGRAM000v1_000038,0.087313,0.186408,0.0,0.0,0.105905,0.348764,0.0,0.343954,0.104731,0.236163,0.230326,0.243936
FGRAM000v1_000039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000040,3.254132,5.425322,2.969357,24.557178,21.116544,28.946438,7.907717,5.530429,1.836932,32.214133,27.740641,34.233003
FGRAM000v1_000041,0.0,0.0,0.0,0.0,0.0,0.0,0.718495,0.0,0.0,0.218707,0.313205,0.346996
FGRAM000v1_000042,0.0,0.0,0.0,0.243408,0.250364,0.0,0.0,0.0,0.0,0.371242,0.533129,0.0
FGRAM000v1_000043,7.849578,9.055497,9.34979,17.053216,18.325458,19.707592,13.893976,17.896099,11.355224,25.283534,24.332614,25.069401
FGRAM000v1_000044,3.190545,2.390088,2.152582,4.212789,4.780888,3.628382,1.267581,2.991397,2.955952,3.243,2.411622,2.206351
FGRAM000v1_000045,1.588965,1.289508,1.753016,1.376152,1.392928,0.0,0.63218,0.174923,0.500409,1.385521,1.460786,1.011271
FGRAM000v1_000046,0.091047,0.0,0.138965,0.0,0.0,0.0,0.090322,0.121671,0.0,0.0,0.0,0.0
FGRAM000v1_000047,0.0,0.0,0.0,0.0,0.50799,0.0,0.225512,0.267946,0.0,0.192986,0.544769,0.0
FGRAM000v1_000048,0.310108,0.256753,0.0,0.728275,0.391705,0.438681,0.0,0.405499,1.156691,1.167226,0.432644,0.940888
FGRAM000v1_000049,0.96098,0.776185,0.715082,0.422693,1.766785,0.557433,1.051479,0.969028,1.216242,1.420143,2.118272,2.55521
FGRAM000v1_000050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000051,0.587125,0.640625,0.957448,2.179296,2.032499,0.293407,1.495929,0.264543,0.525639,2.262436,3.251085,2.044396
FGRAM000v1_000052,4.366527,4.204572,3.58167,13.081314,11.2988,13.094784,5.058317,8.05477,6.164531,7.414814,9.806669,9.179797
FGRAM000v1_000053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000054,2.2365,2.795945,4.012194,1.613837,1.010956,1.129134,3.615789,3.268747,2.897394,1.427389,1.081536,1.40472
FGRAM000v1_000055,0.256026,0.342907,0.100276,0.233869,0.410934,0.277529,0.47116,0.431239,0.332037,0.606885,0.5225,0.563212
FGRAM000v1_000056,716.183533,825.772693,582.549932,374.952154,484.174083,355.81341,881.988116,1445.286178,969.783014,856.691248,852.419103,767.266096
FGRAM000v1_000057,1969.50255,1916.98366,2034.03156,989.370825,1028.205123,951.517028,2834.27522,2955.395784,2900.93377,1463.238192,1530.613123,1394.309596
FGRAM000v1_000058,133.789587,169.887286,107.593834,77.584484,113.35404,76.510453,120.998567,290.336105,143.769317,215.501743,224.423274,188.84914
FGRAM000v1_000059,9.868127,7.032995,8.067755,3.499894,4.223317,7.794193,9.645549,13.245831,9.801159,7.358448,6.125372,5.664723
FGRAM000v1_000060,5.021483,3.113522,4.422847,4.728262,7.617775,6.154913,4.09143,7.843239,7.49399,6.90381,7.562542,6.760075
FGRAM000v1_000061,0.062453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08469,0.0
FGRAM000v1_000062,1.232978,1.192173,0.787624,0.30444,0.156592,0.0,1.502304,1.800088,1.87198,1.053312,0.742281,0.26451
FGRAM000v1_000063,560.143758,592.501943,470.225237,416.467588,406.118389,417.363011,590.358425,717.473567,644.181416,530.293236,556.988749,563.208648
FGRAM000v1_000064,78.449347,116.711843,71.535398,28.51196,57.33856,27.959918,45.40346,180.722414,59.640533,123.178146,142.97414,116.038397
FGRAM000v1_000065,14.788327,19.102205,45.870807,8.548967,14.269001,9.685627,13.792485,32.583613,15.194963,35.903527,53.509616,32.514737
FGRAM000v1_000066,5748.500963,5745.95914,5233.220953,2893.57625,2959.835844,2747.287701,7307.734502,8610.799932,7890.47348,3893.530546,4130.33943,3963.108021
FGRAM000v1_000067,3550.422281,3581.532214,3177.351892,1563.864935,1636.792741,1577.671784,4991.578168,5693.75966,5281.248627,2359.766079,2514.042622,2375.422132
FGRAM000v1_000068,1045.314246,1083.400294,1027.172525,1284.291976,1255.263822,1212.559889,1363.513496,1533.841301,1438.579321,1419.288974,1520.809035,1423.482998
FGRAM000v1_000069,618.751531,681.20357,542.343512,575.005031,735.383129,575.371131,846.998834,1216.285988,965.51017,1106.063268,1114.769154,1039.22113
FGRAM000v1_000070,1167.893598,1221.494695,1019.486181,614.829248,707.619948,682.911818,1694.685322,1850.573103,1880.339467,962.955494,1012.311445,982.758778
FGRAM000v1_000071,4605.633872,4905.792011,4411.921495,1968.797116,2332.014363,2069.797756,6976.626205,7607.826071,7370.36357,3560.132125,3573.323044,3359.289714
FGRAM000v1_000072,3517.899703,4028.747411,2728.960507,1952.495907,2556.826307,1950.078799,4121.704836,6660.441328,4923.661921,3931.467545,4156.964701,3919.131823
FGRAM000v1_000073,444.956286,484.305028,417.078965,412.991985,438.27143,399.789075,417.711942,515.02088,466.618162,380.73231,356.699206,366.562416
FGRAM000v1_000074,30.625483,39.570862,37.396426,35.757351,41.945282,42.370431,35.807695,38.335656,43.296237,53.411389,61.422206,52.194026
FGRAM000v1_000075,8.246113,7.634197,4.640561,1.091642,0.787433,0.86417,5.719109,8.558147,7.51969,2.018581,0.844178,1.667078
FGRAM000v1_000076,215.255589,239.993657,175.342688,634.222734,790.654276,618.382314,229.187613,376.976809,294.052499,985.900391,1067.354619,1020.840569
FGRAM000v1_000077,17.448436,18.495025,18.04499,81.923274,73.37407,79.51835,31.477514,32.99305,30.657916,101.637456,98.964306,95.065135
FGRAM000v1_000078,0.0,0.014706,0.0,0.016644,0.052168,0.0,0.041968,0.0185,0.01716,0.038306,0.018549,0.019673
FGRAM000v1_000079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000080,0.360102,0.129395,0.175513,0.0,0.0,0.0,0.337287,0.473963,0.731701,0.110821,0.0,0.348322
FGRAM000v1_000081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431648,0.621117,0.704129
FGRAM000v1_000082,1.506029,1.358671,0.93562,1.016549,1.531011,1.894511,1.231929,1.930907,0.382391,1.708751,2.264336,2.694335
FGRAM000v1_000083,0.088096,0.0,0.0,0.0,0.112133,0.0,0.0,0.11674,0.0,0.0,0.0,0.0
FGRAM000v1_000084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12241,0.0
FGRAM000v1_000085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000087,1.2592,0.944008,0.583646,2.622451,2.48955,1.767173,1.428036,1.813558,2.325253,3.289351,3.048532,2.001003
FGRAM000v1_000088,318.430188,331.000804,407.046664,908.951185,944.817578,932.110535,320.47059,295.238414,363.706095,419.402035,402.82579,406.623516
FGRAM000v1_000089,0.0,0.0,0.0,3.567327,2.286227,3.1228,0.0,0.668463,0.0,0.0,0.0,0.799948
FGRAM000v1_000090,0.0,0.0,0.0,0.677062,4.521733,1.767017,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000091,6.574897,5.535183,6.626985,24.814683,16.395193,15.917556,5.220467,4.580209,5.499745,5.686363,2.471405,4.128665
FGRAM000v1_000092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000093,5.875998,7.410221,4.719804,10.99043,9.41542,10.423434,6.850616,4.77154,4.926567,11.061801,8.552694,10.104046
FGRAM000v1_000094,0.0,0.0,0.0,0.433713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000095,0.660835,0.287142,0.409701,0.800444,1.680621,0.936756,2.003304,1.587693,1.83528,0.700275,0.896745,1.142036
FGRAM000v1_000096,18.315854,22.818782,23.937737,25.682933,25.413919,22.859422,19.767423,17.277987,16.466899,9.013737,7.222707,10.944366
FGRAM000v1_000097,1.797128,1.266027,1.176753,0.689731,1.121388,0.869665,1.276604,1.906415,2.728872,1.738041,1.04936,1.850685
FGRAM000v1_000098,0.172157,0.368224,0.178501,2.34988,4.800622,2.589751,1.344974,0.771676,1.28479,4.689871,5.420146,3.22976
FGRAM000v1_000099,6.736174,6.584811,7.070963,7.556336,8.386214,6.41312,7.208503,8.130591,6.797825,9.091697,12.801547,11.128355
FGRAM000v1_000100,0.681009,0.16205,0.242137,0.562643,1.357799,0.558741,0.580525,0.409787,0.300568,2.088576,1.44801,1.455096
FGRAM000v1_000101,1441.066335,1422.460941,1285.473373,4005.80778,4414.360736,3969.846933,3280.59797,3572.708241,3135.617375,4173.190511,3904.895878,3583.660593
FGRAM000v1_000102,1.061578,0.996521,0.417998,3.092776,1.67541,1.91861,2.647255,2.667432,1.909883,4.663376,3.912226,2.934558
FGRAM000v1_000103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000105,0.0,0.0,0.0,0.096945,0.0,0.112444,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000106,0.853996,0.807594,1.016854,8.902993,7.669148,7.954088,1.701658,1.870521,0.994416,3.405466,3.936125,5.383888
FGRAM000v1_000107,1.106128,1.037881,1.195929,2.048882,3.555225,3.594425,0.931423,2.513359,2.564858,1.84412,1.724495,3.66766
FGRAM000v1_000108,7.403351,9.241532,7.324699,12.095665,15.59015,20.524647,6.285945,6.915625,8.416745,5.661395,6.54908,6.302381
FGRAM000v1_000109,0.0,0.0,0.0,0.0,0.0,0.174102,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000110,8.471688,5.324546,10.203573,21.952178,15.825514,15.15327,13.031607,14.954365,16.575066,20.739195,18.042316,18.794151
FGRAM000v1_000111,7.196876,9.281177,7.689445,9.326603,8.655721,10.508242,11.869794,13.112453,11.964613,14.218982,14.495712,15.530637
FGRAM000v1_000112,2.739539,2.127874,2.913447,2.369181,2.616652,2.649042,2.513727,2.460218,2.15324,3.277038,2.319527,3.107169
FGRAM000v1_000113,0.282668,0.609262,0.14111,0.222038,0.604528,0.0,0.278423,0.377157,0.357185,0.178974,0.0,0.0
FGRAM000v1_000114,1.92804,0.859296,0.609706,0.626567,0.167488,0.375364,1.466612,3.115028,3.353595,0.855795,1.939771,0.190501
FGRAM000v1_000115,0.0,0.328378,0.149894,0.0,0.0,0.281905,0.203883,0.80287,0.631187,0.0,0.0,0.0
FGRAM000v1_000116,0.063569,0.068704,0.0,0.0,0.0,0.0,0.187247,0.169888,0.156783,0.0,0.0,0.0
FGRAM000v1_000117,10.124287,12.508845,11.688011,4.218476,1.291134,2.21679,18.122403,17.67534,21.889975,2.832697,2.114172,0.768878
FGRAM000v1_000118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000122,0.848589,0.547463,0.671152,0.0,0.221332,0.375793,0.457981,0.116005,0.562488,0.246635,0.117315,0.0
FGRAM000v1_000123,2.160814,3.576161,2.733171,2.328435,3.414892,4.703307,3.081713,6.095556,4.609923,2.797918,3.912726,1.496845
FGRAM000v1_000124,1.880558,3.373002,1.570117,5.910523,7.534135,6.216533,3.5826,4.490912,4.85619,4.894698,5.659401,4.524058
FGRAM000v1_000125,0.56542,0.205794,0.0,1.134733,0.933368,1.056851,0.0,0.495251,0.235084,0.519212,0.252353,0.536348
FGRAM000v1_000126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000127,1.386074,1.502599,0.706823,2.731023,3.995624,3.433696,0.621101,1.687693,1.182964,4.811707,6.84031,6.516633
FGRAM000v1_000128,0.0,0.0,0.068039,0.0,0.0,0.062046,0.045189,0.0,0.0,0.04076,0.0,0.0
FGRAM000v1_000129,0.278289,0.890464,0.449176,0.607958,0.52916,0.610417,0.606304,0.283581,1.006797,0.065889,0.188159,0.099971
FGRAM000v1_000130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000131,0.124733,0.403601,0.0,0.590023,0.318901,0.351929,0.490477,0.0,0.475382,0.0,0.0,0.186063
FGRAM000v1_000132,0.0,0.0,0.0,0.0,0.228106,0.256257,0.0,0.0,0.0,0.0,0.741928,0.0
FGRAM000v1_000133,5.077689,4.365598,6.105579,4.430572,4.617318,5.46173,5.842302,6.719677,6.775507,6.079933,6.306982,7.419608
FGRAM000v1_000134,0.472878,0.340988,0.236274,0.736538,0.0,0.0,0.152723,1.652364,0.788868,0.731061,1.064641,0.692288
FGRAM000v1_000135,0.141756,0.304696,0.219041,0.170342,0.090892,0.301821,0.504962,0.190069,0.089949,0.132781,0.192098,0.0
FGRAM000v1_000136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000139,0.488925,0.886552,1.222084,2.879232,1.417889,0.670112,1.103933,0.428181,1.595671,2.012172,2.531339,2.099557
FGRAM000v1_000140,0.0,0.0,0.0,0.0,0.076896,0.0,0.058884,0.0,0.074778,0.0,0.0,0.0
FGRAM000v1_000141,0.166885,0.089508,0.0,1.026791,0.650131,0.737356,0.447683,0.45171,0.329696,1.278678,1.260475,0.620594
FGRAM000v1_000142,1.628387,2.625388,1.985273,0.483571,0.646622,0.0,3.186004,2.716737,3.15124,0.668386,0.531873,0.753218
FGRAM000v1_000143,2.670476,3.263873,4.052227,2.311665,3.284254,3.293619,4.291239,5.250312,5.155093,3.15107,2.188914,1.76266
FGRAM000v1_000144,0.0,0.152062,0.0,0.0,0.0,0.189872,0.0,0.0,0.0,0.512351,0.565846,0.401025
FGRAM000v1_000145,0.0,0.178793,0.238352,0.0,0.0,0.0,0.0,0.215234,0.0,0.15166,0.897036,0.486286
FGRAM000v1_000146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000148,7.091487,9.942941,10.575977,36.454336,29.436807,37.461404,17.758284,16.685627,19.537289,66.610824,71.232588,72.613263
FGRAM000v1_000149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000150,0.0,0.0,0.457408,0.0,0.186679,0.423634,0.452738,0.193213,0.570462,0.274757,0.0,0.430967
FGRAM000v1_000151,1.944226,2.104216,2.294973,3.4395,3.314437,3.576429,3.008878,2.404961,2.037432,6.555813,5.166019,6.585334
FGRAM000v1_000152,0.169404,0.558265,0.788565,0.406852,0.0,0.0,0.676892,0.226307,1.717162,0.458537,0.0,0.0
FGRAM000v1_000153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000163,3.572254,6.549624,3.944567,5.977544,6.741785,4.245689,6.782613,7.16779,6.019663,9.864612,8.160379,7.801324
FGRAM000v1_000164,0.0,0.0,0.0,0.127494,0.134247,0.222089,0.0,0.143502,0.066183,0.347784,0.0,0.465196
FGRAM000v1_000165,0.057971,0.187415,0.091569,0.0,0.149542,0.083392,0.0,0.156845,0.297344,0.0,0.0,0.0
FGRAM000v1_000166,0.175575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000167,0.206627,0.227493,0.0,0.506827,0.0,0.0,0.431677,1.106354,0.0,0.198954,0.0,0.0
FGRAM000v1_000168,0.236623,0.338501,0.120678,0.189064,0.593445,0.664694,0.632762,0.313239,0.097908,0.435193,0.421395,0.113089
FGRAM000v1_000169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000170,0.0,0.0,0.309009,1.18542,0.2493,0.285392,0.0,0.528878,0.0,0.742573,1.075005,0.289136
FGRAM000v1_000171,0.0,0.065312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055963,0.0,0.0
FGRAM000v1_000172,0.0,0.0,0.0,0.0,0.0,0.0,0.196682,0.0,0.0,0.0,0.274085,0.0
FGRAM000v1_000173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000175,1563.001003,1568.895408,1630.384815,94.194507,88.251533,114.098492,340.749912,293.199757,321.761092,83.256047,77.55125,76.566895
FGRAM000v1_000176,0.68636,0.378938,1.12315,1.056848,2.041739,1.035737,0.562489,0.945356,0.929529,1.503684,1.218913,2.318492
FGRAM000v1_000177,4.356522,4.98383,4.944594,14.646335,14.060326,17.998832,12.820426,12.231387,13.118262,25.099496,20.823765,19.340409
FGRAM000v1_000178,10.213958,10.49152,9.661999,20.359999,23.696757,21.077971,16.637761,19.86125,19.404145,25.824444,27.386972,23.368654
FGRAM000v1_000179,3.002459,3.351092,3.021966,9.303193,9.229695,10.012627,8.954942,8.226742,9.496817,71.661084,75.50283,71.423977
FGRAM000v1_000180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000181,0.133938,0.214352,0.204117,0.0,0.0,0.0,0.0,0.0,0.083859,0.125256,0.363253,0.097109
FGRAM000v1_000182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000183,0.61114,0.590543,0.827468,0.970097,0.837524,0.420943,0.301336,0.894079,0.904037,1.516511,1.150715,0.870946
FGRAM000v1_000184,3.497655,2.554676,3.020387,2.636604,1.26948,1.392034,1.095063,1.638861,0.625151,0.23161,0.672298,0.727454
FGRAM000v1_000185,0.0,0.0,0.0,0.314961,0.165364,0.093202,0.068236,0.08703,0.0,0.0,0.0,0.0
FGRAM000v1_000186,3.734171,4.605645,5.288012,10.346596,8.841129,7.825117,7.056016,6.86106,7.53193,11.971197,11.859023,10.203085
FGRAM000v1_000187,0.332456,1.592536,0.618384,3.040109,3.503899,3.609783,1.290944,1.604555,1.288995,4.633278,5.062633,3.536624
FGRAM000v1_000188,0.102289,0.0,0.0,0.251552,0.135386,0.613817,0.110805,0.0,0.137934,0.245776,0.284853,0.469558
FGRAM000v1_000189,0.0,0.248057,0.0,0.0,0.0,0.0,0.0,0.295151,0.290187,0.0,0.0,0.0
FGRAM000v1_000190,5.872306,6.129936,4.488533,11.456438,10.493931,9.85324,4.538824,5.886772,5.708146,14.135152,11.529444,13.43952
FGRAM000v1_000191,13.207549,8.834458,13.502445,1.49217,1.273889,0.550674,1.821544,2.753903,1.549171,0.965895,2.061938,1.848964
FGRAM000v1_000192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000193,22.161505,23.358166,24.660447,20.756427,20.877561,24.834155,21.894978,17.567233,17.135285,13.899348,17.040983,13.94396
FGRAM000v1_000194,22.550913,20.385545,22.697135,52.901878,47.151726,57.050178,31.396397,27.098036,28.654154,31.705768,29.304773,26.510285
FGRAM000v1_000195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000201,0.634504,0.640001,0.602496,2.014626,2.826533,2.175217,1.607148,1.545971,1.020713,2.964104,3.402733,3.500195
FGRAM000v1_000202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_000203,0.224037,0.990201,1.077449,4.435208,3.415298,2.255918,0.704026,0.0,0.291959,0.210821,0.0,0.0
FGRAM000v1_000204,0.086875,0.187318,0.0,0.0,0.0,0.129366,0.278227,0.117166,0.0,0.0,0.0,0.132356
FGRAM000v1_000205,0.895925,0.242563,0.912391,0.420369,0.0,0.49994,1.103783,1.062577,1.496949,0.106949,0.0,0.0
FGRAM000v1_000206,4.861024,7.665329,4.239514,14.534005,13.063706,12.294252,5.650255,10.945472,6.567498,17.104031,24.97278,25.820428
FGRAM000v1_000207,0.349795,0.0,1.569839,1.213663,1.352402,0.986164,1.296651,1.368281,3.507613,2.302136,0.974941,0.536425
