"","B10_S1","B11_S2","B12_S3","D10_S4","D11_S5","D12_S6","H13_S7","H14_S8","H15_S9","L13_S10","L14_S11","L15_S12"
"FGRAM000v1_002617",6.68734783661852,6.7299335824931,6.73385407268901,6.72322255610679,6.79073985453957,6.80858581757755,6.63701280211395,6.55758514603379,6.55758514603379,6.66164882985019,6.6898717834112,6.77267613319735
"FGRAM000v1_002620",6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.64591854441656,6.64972547248788,6.55758514603379,6.55758514603379,6.77341521564467
"FGRAM000v1_002623",6.64097025448201,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.63701152205493,6.64702656897419,6.55758514603379,6.62317461462275,6.55758514603379,6.64728060336906
"FGRAM000v1_002625",6.63896619006257,6.69023038985196,6.67191409483787,6.55758514603379,6.64189583785103,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379
"FGRAM000v1_002626",6.75848394398482,6.6917059425561,6.78686789760914,6.68698533691818,6.83970399048806,6.74249561799192,6.68470702185635,6.69721251614036,6.64967862724178,6.7418695820716,6.81458196104826,6.82720217880338
"FGRAM000v1_002627",6.64174604734946,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.63826189169382,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379
"FGRAM000v1_002628",7.18998172554482,7.29251731254163,7.31159872495046,7.71244379179665,7.61845900682489,7.51109946969781,7.1826008038296,7.0581221741782,6.8659779890843,7.31321553033214,7.29408586090658,7.2772872665982
"FGRAM000v1_002629",7.60318142174117,7.56625480253034,7.6750668226181,7.98516623291613,8.07812418073393,8.00472449822678,7.59902766099714,7.77358106810631,7.61843066710106,7.84171811096677,8.01281136522554,7.98236607397392
"FGRAM000v1_002630",6.68369151998714,6.69256083390147,6.78365110552528,6.82930400525703,6.68998865771399,6.74734651062952,6.74956541171199,6.64320968874972,6.70554168592083,6.74417645052715,6.79057949226321,6.74319661045178
"FGRAM000v1_002631",6.55758514603379,6.64179104775102,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.62224485528963,6.55758514603379,6.55758514603379
"FGRAM000v1_002632",6.55758514603379,6.55758514603379,6.55758514603379,6.68630904095692,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.6613224115301,6.68909733601119,6.55758514603379
"FGRAM000v1_002633",6.63956887889269,6.64190944873489,6.73472049583772,6.7557557760521,6.6898449883433,6.74329713891554,6.63861444208588,6.64583652473906,6.65042523328209,6.76524185876083,6.68931830244159,6.772830393057
"FGRAM000v1_002634",6.87419696131627,6.86671840162384,6.73396254093806,6.9332102134451,6.90210079445351,6.89371631460038,6.92951222992214,6.82202409570502,6.93922066254393,7.06851251136746,7.08018945841201,7.07328389914923
"FGRAM000v1_002635",6.89966094978844,6.81762359797797,6.78339726627355,7.96136839329928,8.17397642187402,8.02709842299461,7.05273872490098,7.22250863174486,7.16303607026669,8.66065582871655,8.61327536127876,8.62413517919512
"FGRAM000v1_002636",10.4835907593028,10.4735442333081,10.4835869177266,10.4295271902729,10.8073499401274,10.503872049051,11.7916860782931,12.0505129841161,11.8711009845247,11.3956732332362,11.3561002088412,11.3434688739704
"FGRAM000v1_002638",8.9858625340833,8.79562366433766,9.08274378217194,9.03587019241932,9.21519089714872,9.06903673993761,10.1009937195826,9.98858871569484,10.0057123779983,9.22210521592219,9.23064333520342,9.24558724290434
"FGRAM000v1_002639",12.6340597999473,12.5896106177015,12.4264290910189,11.8960550376619,11.8080934792382,11.953112744489,12.2251588122082,12.1669915091211,12.3432417708213,11.7839447945791,11.6889184527998,11.7049189145593
"FGRAM000v1_002640",6.85673490737216,6.81541072666129,6.67470055983923,7.0495853589126,7.02132737006998,6.88943432297856,6.90074224319407,6.85400656660321,7.04720751864649,7.25731084931822,7.25801280938362,7.17592467348202
"FGRAM000v1_002641",6.63784829694654,6.73088530867849,6.67195970837044,7.05993705152126,7.01357230883579,7.09937789572707,6.86853713063038,6.79619566305186,6.74693451584334,7.08132674806503,7.08201611520858,7.1195989364063
"FGRAM000v1_002642",8.55006967833809,8.51809156222911,8.32434380287469,9.12595514549512,9.17592659876133,9.14385907307588,8.71551323692144,8.73235987558313,8.57813176356291,9.38688141876483,9.26589297825333,9.39019569647881
"FGRAM000v1_002643",7.9884527853284,7.94061605318643,8.00183663721096,8.93485220075939,8.74181481092139,8.77935971987974,8.29092194537541,8.25822467108989,8.2235579451255,8.98650713649156,8.88525767354077,8.93538342015462
