"","B10_S1","B11_S2","B12_S3","D10_S4","D11_S5","D12_S6","H13_S7","H14_S8","H15_S9","L13_S10","L14_S11","L15_S12"
"FGRAM000v1_005781",7.45119850346855,7.4629480897236,7.55358017232697,7.45205935825502,7.44698858958442,7.35430235936493,7.46395615857466,7.31713399202782,7.35829544199283,7.62148702855354,7.46306879351013,7.41256443523764
"FGRAM000v1_005782",9.0509156211799,9.0052671137624,9.07873440265682,9.42504573915849,9.23161063383832,9.24122945302129,9.11375288802129,8.85459032420611,9.08558880524674,9.0310396275233,8.9710739707272,9.13677007735609
"FGRAM000v1_005783",6.75551659408799,6.72834469924921,6.67283076271353,6.55758514603379,6.64175194950511,6.55758514603379,6.7237069732249,6.73548656667317,6.70339830000277,6.62290883396336,6.55758514603379,6.69806139616499
"FGRAM000v1_005784",7.90999159598659,7.9575817869918,7.9710875447755,8.08451466678624,7.91879431632011,7.95199260569389,8.01443278731838,8.09022092140972,8.18095049179105,8.01322916290687,8.00911965138311,7.94856727542209
"FGRAM000v1_005785",10.1856859890933,10.2854306140235,10.1004707259332,8.84654453538895,8.91350986396963,8.79198315961194,9.64994974197205,9.66787396344955,9.6847442782843,9.14354340877132,9.05155476690834,9.05497089673293
"FGRAM000v1_005786",7.74719762222784,7.70650739289776,7.92811819592319,6.87660434724925,6.97775258404136,6.81006817173947,7.11752765812947,7.11780231754978,7.24460396583831,6.76539635900525,6.76003690237709,6.80189470717394
"FGRAM000v1_005787",10.0249860581944,10.0654465340244,9.79265582175238,9.63839733995277,9.60902012505408,9.59308206025605,9.86099113627468,10.0109288627651,9.91747981609081,9.7040720778389,9.76104712202625,9.76734781107996
"FGRAM000v1_005788",7.93207695570656,7.98462983023388,8.12807012121694,7.71811252658037,7.82619090360598,7.7385647371153,8.05006052499537,7.77403424358377,8.17857498484879,7.93106017333443,7.74141040777579,7.79452867104574
"FGRAM000v1_005789",7.41782990923724,7.36244364307395,7.56173950441452,7.33091214948204,7.30061955668844,7.24911745666724,7.48429078805334,7.51662665949235,7.33210606662819,7.42699583174924,7.37540614201913,7.48843267763228
"FGRAM000v1_005790",6.55758514603379,6.55758514603379,6.55758514603379,6.63981481654873,6.64115073503121,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.62237020214277,6.64074669360478,6.55758514603379
"FGRAM000v1_005793",6.55758514603379,6.69159746862822,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.64374513617988,6.65196184871051,6.55758514603379,6.55758514603379,6.55758514603379
"FGRAM000v1_005794",6.75202390780846,6.55758514603379,6.73782443433268,6.55758514603379,6.64059411930752,6.6515242529576,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379
"FGRAM000v1_005795",8.50737058127983,8.44763940105437,8.3358313614759,8.83592409891866,8.89135663906462,8.75807920382427,8.39638179669623,8.51512199861384,8.37169275147787,8.78568515218124,8.95019123737691,8.95934147059043
"FGRAM000v1_005796",6.71986453624635,6.97528740357233,6.86618100146576,6.77940891747815,6.6889399539581,6.98178572030055,6.71826496812371,6.91085487823136,6.7850984083688,6.8027315466231,6.68983268874282,6.77584296106308
"FGRAM000v1_005797",7.41548418773282,7.31014509704118,7.32525177100099,7.352165920422,7.35367943378792,7.37028239231637,7.32664211212616,7.31005457674102,7.4432860110824,7.27261232151366,7.2870951481012,7.21259935882721
"FGRAM000v1_005798",7.10520680329748,7.33201123827947,6.98800750591462,7.15872812629825,7.4605309788105,7.27044029709243,7.13650262038627,7.29246570113921,7.14356342553892,7.58358386194526,7.54128740550451,7.45803567413553
"FGRAM000v1_005799",6.78952264325872,6.6433048043996,6.78389572794385,6.63989220041478,6.55758514603379,6.55758514603379,6.77916477890929,6.83154132711792,6.64849495196594,6.6611943565439,6.64176881522427,6.69626212527476
"FGRAM000v1_005800",10.3010966294057,10.3228510096495,10.0895230254813,9.09768397984404,9.12426845293599,9.12759725079754,10.3062929480497,10.3941724940986,10.236391875686,8.67196497985484,8.7063110940019,8.59660999243571
"FGRAM000v1_005801",9.90448410861116,9.96548146655872,10.0967988271806,9.81943474204114,9.66363451526082,9.82903166245344,9.91489227364408,9.77031477403525,10.0221156933022,9.49564919795646,9.52534202716008,9.53442256814569
"FGRAM000v1_005802",9.01022450573939,9.04382902816708,8.85472229731138,8.94167698418596,8.94867838931271,8.86842595615639,8.70280246302739,8.97297142068944,8.77781219394211,9.0007656354375,9.05866578344876,8.86751452840068
"FGRAM000v1_005803",8.29021322051974,8.29048274703071,8.24396482885171,8.26337920000543,8.27710674008514,8.20602530046939,8.12731889659577,8.29294001457333,8.1165525633091,8.48915695112286,8.36476234155679,8.3649167274627
"FGRAM000v1_005804",7.81330880678451,7.77889254942661,7.66578847227995,7.76979484262285,7.95995529239535,7.83151305837868,7.62876043020133,7.92722501277118,7.72838470329435,8.00876539616625,7.89924989398937,7.96886208015707
"FGRAM000v1_005805",7.75786502828442,7.69481697398093,7.89818059614773,8.12243827692085,7.8689696945731,8.14445889715263,8.01974605338147,7.7441829086904,7.9344820520234,7.62880422309894,7.70661281719383,7.81423749308382
"FGRAM000v1_005806",7.20799542695529,7.33087307643222,7.21579157990344,7.77113794659912,7.95316859315476,7.78430790395495,7.49304690437598,7.42752915221043,7.65169359024523,8.04457246541494,7.92924791642884,8.08467586710649
"FGRAM000v1_005807",7.96539483243337,7.99934517248236,8.01978949774204,8.4049833871667,8.32046580645319,8.32826780185785,8.25570651999288,8.0858144840732,8.15191780947185,8.22478756857962,8.33792111282692,8.24184752542943
"FGRAM000v1_005808",7.77665295461128,7.73275551833764,7.73637832045088,8.30160304615117,8.37020181412038,8.28639224278241,8.12588270887085,8.0310414406656,8.07359429052661,7.79180214870243,7.75566238426378,7.83341884086104
"FGRAM000v1_005809",7.24407850300457,7.25568576230089,7.1980816098748,7.009038407416,7.18512432321046,7.09691816388972,6.9817166012054,6.95789715975184,7.05202474728639,7.098729015273,7.26447613471142,7.26309192543069
"FGRAM000v1_005810",11.459637506834,11.3368204663694,11.3775354778692,10.2355541682656,10.232234660941,10.3831912018116,11.0699322643118,10.6425370649117,11.0553071380504,10.4811241003315,10.3716354675962,10.4193383715793
"FGRAM000v1_005811",7.41945387403576,7.3581413056265,7.57462567366775,7.48492799143404,7.61907770542509,7.5573676967088,7.49537198175425,7.41493964772474,7.4730690659496,7.36908132166304,7.37595464745371,7.43229702175758
"FGRAM000v1_005812",7.56509686513846,7.54229962205251,7.18467951200427,7.5615559502577,7.59164984554436,7.55399174243104,7.28436426205282,7.58687675829386,7.25617625866486,7.71346226230735,7.63290244897078,7.60603658355391
"FGRAM000v1_005813",7.08485341133164,7.07611617848274,6.9542211217266,6.97195732092968,6.99568961530129,6.87089259227913,6.97390807312594,7.03025900454801,6.89890830706412,6.87083953098626,6.99329864534598,6.97732619914333
"FGRAM000v1_005814",7.43585294934116,7.39758704436333,7.54289094445979,7.34050012316018,7.3659673596175,7.34142148144035,7.63056313929465,7.47235430948981,7.59674779376174,7.34182969257685,7.17995684284822,7.22238925021046
"FGRAM000v1_005815",8.62954327266135,8.65120146007647,8.73530236974992,8.52744948869938,8.67819347188335,8.54701684017334,8.53720009741549,8.55598212645778,8.59170133706986,8.5187520763245,8.53459265380841,8.5394357305477
"FGRAM000v1_005816",8.27832603789342,8.1310333577107,8.29166467878189,8.664581417554,8.72423316732401,8.71483158479695,8.36809788158595,8.07984803879337,8.2554172612203,8.28109517220694,8.3631934688818,8.45027860456458
"FGRAM000v1_005817",6.9702919978647,6.84536333664462,6.93032160827572,6.93441035077402,6.86124325965792,6.86480649697073,7.11321618165323,7.05936688351594,6.86493864503996,6.85293832807181,7.06695185279403,6.87805047476435
"FGRAM000v1_005818",6.64089571087756,6.55758514603379,6.55758514603379,6.63816369752289,6.72913107777489,6.64938736578434,6.55758514603379,6.64614169937715,6.64977451738685,6.66208491995192,6.55758514603379,6.55758514603379
"FGRAM000v1_005819",8.98829968621974,9.03099250472481,9.10398253345241,8.91149007080744,8.940913610328,8.62469965687038,8.8776320195342,9.17403727332441,9.10898772455975,8.9158469981175,8.96981446257302,9.09347312130258
"FGRAM000v1_005820",9.82919116195787,9.6889626174731,9.87657877980098,9.50496925599284,9.70346689764338,9.58961451550347,10.7548847390574,10.5438439329516,10.7189829004675,9.45117139464459,9.57196052640848,9.39536835331198
"FGRAM000v1_005821",12.2779076277166,12.2746207879757,12.3960559665848,13.2092483410692,13.3267479096527,13.2455095973568,12.9506605688393,13.0058261019106,12.9841726112226,13.1984409740918,13.3272995884577,13.1907339656395
"FGRAM000v1_005823",9.86754443675978,9.76261833481117,9.94264341875835,9.21795514255284,9.27331455714397,9.25902932567826,9.84282206413908,9.79971981206683,9.97066086638018,9.19002183254187,9.2059846932547,9.16922585134046
"FGRAM000v1_005824",9.99465154768298,10.0583841859188,9.9449967979432,10.0526728580376,10.0364488264477,10.0298525270267,10.2716860785816,10.2277105678639,10.1369768418597,10.0052392298354,9.93452621735943,10.0127197892907
"FGRAM000v1_005825",9.11591304001971,9.10767210893973,9.01068053605868,8.76706558682543,8.79878871281802,8.7482739040521,8.85997973450829,9.04598209280831,8.86558672476865,8.83188505737012,8.81543042214055,8.69812375281579
"FGRAM000v1_005826",6.6396481495911,6.7301848748157,6.55758514603379,6.55758514603379,6.64083609604339,6.55758514603379,6.55758514603379,6.64570727224305,6.70241646171851,6.55758514603379,6.64081311180204,6.55758514603379
"FGRAM000v1_005827",8.9085277847188,8.91909518298108,8.9668793628113,8.81961831246105,8.64001184721722,8.91642256303589,8.77873381032717,8.8282400166782,8.67133348071478,8.82473780577828,8.99069787515648,8.84960763585567
"FGRAM000v1_005828",7.24762965034095,7.25308205064675,7.37849699051614,7.30964077859537,7.29892061171714,7.22800789526573,7.18889106831644,7.42390935953271,7.28514739195265,7.3432159868737,7.20562183144978,7.33811424116026
"FGRAM000v1_005829",7.30464354746662,7.45231803641132,7.41105262983924,7.37430149479383,7.29087805352588,7.35273575515884,7.33056066704731,7.34704025389114,7.4050045767439,7.32201511608216,7.23578391683005,7.29103944264901
"FGRAM000v1_005830",11.3008902220554,11.3737369969591,11.1627258063552,9.69459290096977,9.64221699548023,9.61736626407215,10.5891520795425,10.6494445663701,10.5686606954896,8.45842804829788,8.44256774902077,8.59729094640009
"FGRAM000v1_005831",11.1382285386271,11.0694325240669,11.172955223069,11.3410793050055,11.2829727154104,11.2265650477759,11.5955361481378,11.4772834009487,11.4964402384395,10.0730068298704,9.9840454349399,9.98483679248814
"FGRAM000v1_005832",8.98211383244914,8.93467609168398,8.92092153853503,8.47427035508111,8.24473228724163,8.27475789579374,8.5800470376476,8.53648741107402,8.46481679920069,8.10082656634304,8.15562711812047,8.09470042309633
"FGRAM000v1_005833",8.04237944508454,8.08220371392364,7.94095362724598,7.80108885919557,7.86549584873628,7.84829388913832,8.06333961097003,7.97254500433278,7.92249594378756,8.07174856362382,8.21932659882232,8.0329371214517
"FGRAM000v1_005834",8.29023286504716,8.46260927188092,8.16238099442863,7.62632526817316,7.60135857205228,7.47518699719765,7.87684278138486,7.99826603034807,7.84280910321501,7.5026322918811,7.44621195904605,7.52475076993549
"FGRAM000v1_005835",7.95962685189067,7.99538445811002,7.85617908426392,8.02917660794188,8.0921339768182,8.16423220228109,7.91933555341302,8.03915880880943,8.07387291271065,7.92665487857141,8.03329703095497,8.10477624142475
"FGRAM000v1_005836",8.9324211341807,9.08312958049989,8.83437104335338,8.74268418313432,8.63775975515885,8.72798375940808,8.83797736077583,8.73342866263598,8.78788680666843,8.37855554790793,8.34982266864401,8.40448927965993
"FGRAM000v1_005837",6.78156878102533,6.8367688069755,6.86314731139887,7.84166084028944,7.91289195507675,7.70780723430546,7.18590857882707,6.9162097131551,7.07048817068749,7.70571450717234,7.63196981154995,7.84168516712669
"FGRAM000v1_005838",7.78388441442928,7.81336151331373,7.60967057751298,7.89961391298567,8.09356358816556,7.96200718570373,7.88631800215788,7.98929842300448,7.90039835556123,7.97004524036427,7.87966418567609,7.8845562180238
"FGRAM000v1_005839",8.58210014516663,8.62276814821778,8.5769142268221,8.74595621753668,8.7997036769353,8.76117147543544,8.50587463540729,8.64493267070856,8.5767066480278,8.7701458726135,8.82180693836559,8.76145497724946
"FGRAM000v1_005840",7.15018245563131,7.18563031845631,6.95904475154799,7.27833442691728,7.28562724720895,7.29006646512672,7.00225397148265,7.20392200448931,7.15389693613136,7.34320132357497,7.36855562662692,7.31345111813745
"FGRAM000v1_005841",9.40334326286309,9.36512297274605,9.47055561255816,9.10848982269475,9.15063992177458,9.16698363882533,9.31210060868401,9.30583968775172,9.19701998608514,9.03805391634076,9.01880298529874,8.88467782241555
"FGRAM000v1_005842",8.2825822127927,8.27693852056342,8.39703032851898,7.62814626432524,7.59779367846353,7.63402098968476,8.16192087017451,8.21478336025936,8.25609157675904,7.44929908350372,7.48447219371153,7.48570756081568
"FGRAM000v1_005843",6.8314813612889,6.95184989623899,6.8230072593774,6.75298117896642,6.86132194503928,6.93842930483372,6.84726627162706,6.73139910813427,6.81473584541472,7.00898012805455,6.88565399063862,6.9349308353969
"FGRAM000v1_005844",10.227549420815,10.1841882441208,10.3857573295242,9.4054143413946,9.30773950919144,9.26633198999903,10.1641093318165,10.0938665246336,10.2108562477075,9.1543786719153,9.14982501241275,9.20556410059256
"FGRAM000v1_005846",12.2922637592319,12.408031759207,12.4340118306233,12.2258826995303,12.2239135077173,12.2206929075346,12.3232738292578,12.3578567309094,12.2797911166726,12.0087608838258,11.9845580644235,11.9899681751735
"FGRAM000v1_005847",6.68879049116182,6.69147061215024,6.67172182491263,6.78544241660035,6.81520755391006,6.74145418855481,6.63789861435855,6.73848708672654,6.70062225820527,6.76503119591746,6.8640153750933,6.73676076073026
"FGRAM000v1_005848",8.56741508571814,8.50817812859744,8.54411449846384,8.53583256925692,8.53329310343617,8.53187441305169,8.66242330742305,8.70492113599861,8.71592626079235,8.55360008849162,8.66327630046833,8.5935577201491
"FGRAM000v1_005849",8.49170671397986,8.54484876588607,8.51620718600704,8.17794514181354,8.25333426642105,8.14650580401384,8.09236451378327,8.01827130880234,8.13640533075806,8.29842870742822,8.17798810695757,8.14464245230171
"FGRAM000v1_005850",6.97536057844721,7.07467058038876,7.06022372661347,7.26998846492432,7.40057822607883,7.14633229665971,7.18443423666537,7.33567741777492,7.15859253462844,7.6065798213876,7.504966256113,7.48353202931858
"FGRAM000v1_005851",10.3161004987121,10.19269624842,10.4851848986526,11.402533240914,11.3617106615249,11.4907185685497,11.147073024289,10.9046721760583,11.1232423833163,12.0651865717246,12.1497374311765,12.1719362255729
"FGRAM000v1_005852",7.31299329178232,7.3258551316912,7.20136263201405,7.20419868850183,7.33261706505793,7.20309526615449,7.33664631927355,7.1980189180728,7.4516495517297,7.47855793939882,7.47215211894517,7.39253955968879
"FGRAM000v1_005853",7.00620229958535,7.04573428977952,7.03343686103896,7.08639792247643,7.18684740533401,7.0896648030081,7.00915041585223,7.1483706674886,7.02678576757127,7.19512845734775,7.1336315863318,7.15979191936578
"FGRAM000v1_005854",6.83747758991031,6.77048590922126,6.92454880265198,6.91116152253708,6.68901003412813,6.7791452561798,6.88013378817748,6.95430699641359,6.77844244252311,6.9230799114717,6.96456740648625,6.97301363179893
"FGRAM000v1_005855",6.83525916829615,6.9341327913394,6.82450129107673,6.83163875053322,6.92465738094742,6.86533324652226,6.90278534114115,6.82522009555907,6.86515854253843,6.91132710827657,7.04173225609134,6.92998943556773
"FGRAM000v1_005856",8.18741960291738,8.15597791104434,8.18910626468484,8.00119253786939,7.85970149965522,7.88441332251777,7.93144448743633,7.94879079970745,8.05366394970814,7.70064926223084,7.57006631043716,7.55622954976555
"FGRAM000v1_005857",11.1258883685896,11.0349833834948,10.9268565999294,10.921894698628,10.7369607921849,10.8769333710399,11.0744956043589,10.9269748076304,10.9325708252762,10.7295778070497,10.6688719365118,10.8304393129878
"FGRAM000v1_005858",7.7545621229163,7.72664199975462,7.75526250241753,8.14888316645521,8.1609563037646,8.05308784316729,8.10340865031914,8.12437494137826,7.92819937756163,8.20205142090147,8.19236334276773,8.2265995266985
"FGRAM000v1_005859",7.2043941666899,7.26342847531091,7.14332432272652,7.27240425495559,7.37868047128975,7.29702185947073,7.18182997234327,7.50071187510172,7.27736820875284,7.40826452377246,7.37811833256438,7.38890687550992
"FGRAM000v1_005860",9.70640794050305,9.88101232731194,9.84960897346228,9.60278357211278,9.51517160372172,9.4015082667741,9.79006325791766,9.59492113062075,9.72842081628783,9.50159243998909,9.42890387417147,9.54187562483404
"FGRAM000v1_005861",8.05364976675298,8.06172971820498,7.9925094282799,8.09694961887264,8.32107481675385,8.21669810437593,8.11761190761402,8.06607203704822,8.31554007130091,8.16342898604228,8.15372881612788,8.17618372913195
"FGRAM000v1_005862",8.51976618312063,8.33993670178723,8.63005928836296,8.52124956999334,8.3336376722688,8.60682559609449,8.32114524562005,8.33181378355324,8.42654120739337,8.45508512140527,8.46287734526823,8.45857004927723
"FGRAM000v1_005863",8.89440591976501,8.87886628781595,8.90168068418244,8.78529708949857,9.00674450190704,8.87829725944046,8.89999639334657,8.91952390175003,8.75799755397563,9.06953115132776,9.09643625205113,8.99088123793421
"FGRAM000v1_005864",9.21331361251685,9.18962998291341,9.21890011902085,9.20582093913994,9.11924327819518,9.21132983312306,9.11715226220417,9.11617340066671,9.02661791577385,9.12826512403748,9.31812579640373,9.16284688533507
"FGRAM000v1_005865",6.55758514603379,6.55758514603379,6.73347613756722,6.55758514603379,6.68978674814568,6.65018890533571,6.55758514603379,6.55758514603379,6.55758514603379,6.66223487952417,6.55758514603379,6.55758514603379
"FGRAM000v1_005866",6.96616726278226,6.81932974535353,6.98412982423249,6.55758514603379,6.64185250296857,6.55758514603379,6.7206030007983,6.73488661879127,6.65031701150007,6.69327898244618,6.64168623005779,6.64803567720151
"FGRAM000v1_005867",8.83299179006449,8.68846740304265,9.01302140605205,9.30725841951875,9.22137627468195,9.26190694785408,8.77726521816663,8.71503317596917,8.70472115505318,9.186627219467,9.05084874475165,9.12298737657281
"FGRAM000v1_005868",7.69659446897216,7.78433366800256,7.76242706836247,7.34736926814067,7.32524585839763,7.34005980216801,7.31358277040769,7.27758957693628,7.32082845356454,7.23156400134346,7.23361994282787,7.32586235364738
"FGRAM000v1_005869",7.4757173593324,7.50129928034432,7.56397005860011,7.0166892056392,6.97337059273742,7.16705981253664,7.53272059438983,7.48705496074291,7.55065075748514,7.06727466745285,7.10421451055041,7.16069948252015
"FGRAM000v1_005870",6.64162888920557,6.65006253866707,6.67268266574098,6.55758514603379,6.55758514603379,6.55758514603379,6.74142801776674,6.69402991768228,6.70334651156935,6.55758514603379,6.55758514603379,6.55758514603379
"FGRAM000v1_005871",8.74786713342186,8.68057330697934,8.47492095977248,9.18536642271541,9.18883380333127,9.14385504863579,9.28843941958806,9.45204375761456,9.3299179050327,9.3795839411192,9.35295519103294,9.42660025422912
"FGRAM000v1_005872",6.91951597416636,6.94467333075642,7.00820082278551,7.05848698327636,7.02434537648139,6.9900547185537,7.00899025877283,7.09324944792724,7.04414485946592,6.93811859115845,6.92371439540147,6.92250568043256
"FGRAM000v1_005873",8.32852489235317,8.28624842500543,8.51067242519825,8.43968713717663,8.29240477369217,8.5127467218938,8.65133172579417,8.72243615523764,8.5724010249976,8.40856398542522,8.50757657667547,8.47470460066972
"FGRAM000v1_005874",11.0087999454197,11.0038899202742,11.2437624483289,11.5109858710211,11.501632132283,11.606987798599,12.0879456396349,11.8618313388632,12.055459663654,11.5187372236203,11.5248075740029,11.6176752555216
"FGRAM000v1_005875",7.60394120910446,7.61250984538542,7.61662356688046,7.66883326461741,7.55633106931956,7.56623109419233,7.61810180433972,7.50902011295126,7.7144260577864,7.66614512290573,7.58539851100965,7.67937860283246
"FGRAM000v1_005876",6.96961022549022,7.1753849937469,6.86183849202688,7.08490607324768,7.17139302871372,6.97419111235032,7.00685527342543,7.2846453937433,6.99164595895935,7.35477128036263,7.37831314140895,7.16656872617713
"FGRAM000v1_005877",9.10349209652117,9.23696298854679,8.98331229279044,9.08567193838194,9.08538126611491,9.05877636205289,8.80405511966114,8.88243286508221,8.73644264257985,9.67932333963299,9.73710590120431,9.68520539538298
"FGRAM000v1_005878",10.046475914691,9.90707890532639,10.1675738594337,10.0200274839742,9.95613139821126,10.1731254981077,10.1877353503765,10.0242798043556,10.1192103807873,9.80417366692275,9.73344875840739,9.68862754439343
"FGRAM000v1_005879",7.91355520233737,7.96996706506726,7.95483740304065,7.84205401623198,7.8763720646803,7.94012791387215,7.9838320080193,7.96258362771601,7.96946969316367,8.15982165776579,8.10208841070484,8.17165403954036
"FGRAM000v1_005880",7.77326943037404,7.7424229498377,7.92485160035977,7.75385150475121,7.71043319405942,7.68310103028841,7.73555487325989,7.59133602208193,7.65936736315306,7.69603569053524,7.60535608053658,7.59465162123768
"FGRAM000v1_005881",10.7084993736768,10.5821808998148,10.8666388288316,11.1188528499518,11.1798577809409,11.0498609178787,10.8812057809807,10.4938908410621,10.7088083873422,11.0244528777953,10.9482619224427,11.0039933196142
"FGRAM000v1_005882",8.21318599196354,8.37732266831659,8.23178981196434,8.29425824931009,8.40751117535574,8.36611112815907,8.37859457707938,8.25790639058092,8.50708786310357,8.73787916752394,8.72334791610352,8.71288667671442
"FGRAM000v1_005883",7.8205131824097,7.88646619190345,7.62064400429388,7.8696468203655,7.80497392822684,7.77526262866701,7.66871911668911,7.75582003443391,7.50467107714876,7.94868539467229,7.89048668518814,7.92782796595575
"FGRAM000v1_005884",7.5487112852723,7.53662228562963,7.61557135928407,7.5061291472605,7.61226565876232,7.62344273200243,7.25999489102953,7.44489801693176,7.56686572678902,7.53910784110228,7.38135892493091,7.48300108554987
"FGRAM000v1_005885",6.81279469346728,6.90774227562956,6.82731731388228,6.55758514603379,6.55758514603379,6.64955208363929,6.63896912936846,6.64649887653762,6.6496906975089,6.55758514603379,6.55758514603379,6.69687750177901
"FGRAM000v1_005888",6.55758514603379,6.69012314374321,6.55758514603379,6.63861755040168,6.6410904912539,6.55758514603379,6.63797818951199,6.55758514603379,6.55758514603379,6.62257445753455,6.55758514603379,6.6483683443894
"FGRAM000v1_005889",6.63798650093043,6.55758514603379,6.55758514603379,6.63636642760767,6.55758514603379,6.65036032101162,6.55758514603379,6.55758514603379,6.55758514603379,6.66172936693114,6.64137513154247,6.64902839472487
"FGRAM000v1_005890",8.0549627550937,8.03188969510062,7.96354553510689,8.8562958869659,8.928799717097,8.76911918606469,8.41728237338622,8.55614314335772,8.43576594944207,9.67433496033166,9.77704026684974,9.75149314162588
"FGRAM000v1_005891",6.55758514603379,6.72797199176742,6.55758514603379,6.55758514603379,6.55758514603379,6.7031897411816,6.68836333731862,6.69484283899289,6.65120423880376,6.66090972021673,6.55758514603379,6.55758514603379
"FGRAM000v1_005892",7.42103774142807,7.54863672985406,7.63277217001727,7.47948962345435,7.56732218581282,7.57205629710119,7.47233260087746,7.59819445894066,7.45521009193197,7.72358693235211,7.54109652258013,7.50388623465789
"FGRAM000v1_005893",7.10970067406436,7.20043214751319,7.29949860565368,7.23912545351654,7.55982261812256,7.25364629817042,7.29953051669239,7.3658510969943,7.26860685084361,7.43653533146357,7.43549453688457,7.55245919128754
"FGRAM000v1_005894",9.17735201198236,9.17719662700221,9.17112735878489,9.34060123362827,9.44252540777678,9.44933641264525,9.15497292915789,9.13939773733398,9.0691196230711,9.41487485118691,9.46567492728073,9.5224444157432
"FGRAM000v1_005895",6.63978645306532,6.84225700769164,6.7372567841041,6.91896272598495,6.81477512614083,6.91189323329044,6.80963902406629,6.82837196453054,6.70211888470046,6.83650451564489,6.64071510823786,6.7356390508213
"FGRAM000v1_005896",10.8396635201174,10.9292868711696,10.7255515226925,11.277815445396,11.3081239379177,11.3159048126273,10.636237653515,10.6975082172298,10.8653115233128,11.2612047054207,11.2774742502334,11.4260984103364
"FGRAM000v1_005897",10.8705820832057,10.6491176367727,11.0800967788076,11.3421644492457,10.8758337384357,11.0548470920134,11.2271602403432,10.6262274379652,10.733653067953,10.7062762285408,10.7164868126685,10.6855881124766
"FGRAM000v1_005898",8.45944267986454,8.42673381040688,8.33514091538963,8.22731952379979,8.29511687081341,8.15345783370756,8.34544108143266,8.35806508749042,8.37344667537319,8.23392833284697,8.18245135784927,8.18979235275889
"FGRAM000v1_005899",10.6829242775584,10.6729980196666,10.8493565395674,10.4056369317948,10.3055078101612,10.3933772920115,10.2524316834609,10.2984165395774,10.2691434423344,10.3255412712162,10.262092186805,10.196627131969
"FGRAM000v1_005900",6.68527683226828,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.55758514603379,6.62378761350775,6.55758514603379,6.55758514603379
"FGRAM000v1_005901",10.4672663698439,10.5640581638397,10.7133604570493,10.2666524102294,10.1137140455075,10.2664576669283,10.2857732874735,10.265726407993,10.3786155818808,10.2052822283406,10.1488924276825,10.2616453912819
"FGRAM000v1_005902",9.00858474134519,8.93657458063849,9.19826995246568,9.30019535451428,9.22209330910179,9.20451918594906,9.44419266983899,9.347228521303,9.40251203606475,9.14698403042427,9.19229064295063,9.17067028430122
"FGRAM000v1_005903",10.0380842139133,10.063338930738,10.0215423533894,9.61563496890446,9.36352860455958,9.4985187646802,9.61566626490285,9.55017098950213,9.51743531184216,9.1208707905833,9.06436980919859,8.9529219699818
"FGRAM000v1_005904",10.4722867711414,10.3361792811505,10.1631891743914,8.74755239680389,8.78935503758762,8.6384907603243,9.6615255968954,9.71821277067924,9.64748760251999,9.10660852594342,9.03047148936539,9.118408817132
"FGRAM000v1_005905",8.27694424219356,8.26838475453836,8.05592488787335,8.20558868868738,8.27099305133794,8.04644702968793,8.27809479038497,8.36764172810001,8.33989056331028,8.15616676979207,8.19699621560523,8.18176856926414
"FGRAM000v1_005906",9.08395864975974,8.94267521128023,9.05406665325436,8.81865490331915,8.81378066978106,8.91612671992379,9.03098732190944,9.01944864858327,9.00660491618426,8.68439850234426,8.71599095445504,8.71041568181907
"FGRAM000v1_005907",12.4155545765478,12.5466342097409,12.1084480401233,10.1805630733092,10.3206180933975,10.1096478608724,13.2495235374071,13.5665021541074,13.4587553651809,10.4555700156225,10.4216052375672,10.4776903037117
"FGRAM000v1_005908",10.1166649571263,10.090443711924,10.2770731906469,9.35893350183806,9.19053647096579,9.34176590042542,9.7725970201403,9.57037391950365,9.68352386824914,9.02692993313321,9.0899788125817,9.03489168352082
"FGRAM000v1_005909",9.80323250890695,9.81984971020634,9.98270545619264,9.54283552741604,9.72336427752852,9.69160755063734,9.92795470996288,9.81447826359032,9.97324489506753,9.53157791987617,9.43717364761299,9.72740991523471
"FGRAM000v1_005910",9.6651816290833,9.58743532108278,9.59287598430284,9.5548115846152,9.55675246464279,9.63648722508312,9.73216451317057,9.58625944968348,9.80972928391515,10.1115577107039,10.234405032104,10.1227205632206
"FGRAM000v1_005911",8.00534309158071,7.94676590095027,7.91061643939488,7.68722418210128,7.80508900652863,7.62487131584579,7.92154270920019,8.06256019162112,7.92548241643339,7.92800325942901,7.87348055348527,7.8091946851286
"FGRAM000v1_005912",9.73471605393997,9.75271230404798,9.80660788649012,9.78698000629654,9.82470806169568,9.71709888832395,9.68738561054242,9.83495983927761,9.71686754978531,9.56699507839574,9.66381158753294,9.50723173555387
"FGRAM000v1_005913",8.57861959160486,8.49137196945593,8.24275152858424,8.34128000391273,8.44943587601936,8.41643793641846,8.55193472516062,8.38126879016627,8.33665022304986,8.5804551771725,8.53570288121947,8.51648373960243
"FGRAM000v1_005914",10.9277200814608,10.8112994384631,11.1234341255517,10.9014560889266,10.9255889115533,11.054526840362,11.0576693995424,10.8512592760194,11.0406450143885,11.1573277862547,11.1442681062962,11.1942831558647
