gene_id,product,lists,subcategory,biotype,contrast,method,log2FC,padj,significant,GO_IDs
FGSG_09070,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-FPKM,0.168,0.651149768606306,False,C:GO:0016021
FGSG_09070,uncharacterized protein,effector,,protein_coding,Low v Half,DESeq2,0.021,0.964351262371077,False,C:GO:0016021
FGSG_09070,uncharacterized protein,effector,,protein_coding,Low v Half,limma-TPM,-0.173,0.608702019654828,False,C:GO:0016021
FGSG_09070,uncharacterized protein,effector,,protein_coding,Low v Half,limma-FPKM,-0.127,0.670044892167804,False,C:GO:0016021
FGSG_09090,uncharacterized protein,effector,,protein_coding,Dark v Black,DESeq2,,,False,
FGSG_09090,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-TPM,,,False,
FGSG_09090,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-FPKM,,,False,
FGSG_09090,uncharacterized protein,effector,,protein_coding,Half v Black,DESeq2,,,False,
FGSG_09090,uncharacterized protein,effector,,protein_coding,Half v Black,limma-TPM,,,False,
FGSG_09090,uncharacterized protein,effector,,protein_coding,Half v Black,limma-FPKM,,,False,
FGSG_09090,uncharacterized protein,effector,,protein_coding,Low v Black,DESeq2,,,False,
FGSG_09090,uncharacterized protein,effector,,protein_coding,Low v Black,limma-TPM,,,False,
FGSG_09090,uncharacterized protein,effector,,protein_coding,Low v Black,limma-FPKM,,,False,
FGSG_09090,uncharacterized protein,effector,,protein_coding,Half v Dark,DESeq2,,,False,
FGSG_09090,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-TPM,,,False,
FGSG_09090,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-FPKM,,,False,
FGSG_09090,uncharacterized protein,effector,,protein_coding,Low v Dark,DESeq2,,,False,
FGSG_09090,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-TPM,,,False,
FGSG_09090,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-FPKM,,,False,
FGSG_09090,uncharacterized protein,effector,,protein_coding,Low v Half,DESeq2,,,False,
FGSG_09090,uncharacterized protein,effector,,protein_coding,Low v Half,limma-TPM,,,False,
FGSG_09090,uncharacterized protein,effector,,protein_coding,Low v Half,limma-FPKM,,,False,
FGSG_09127,uncharacterized protein,effector,,protein_coding,Dark v Black,DESeq2,-0.006,,False,
FGSG_09127,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-TPM,,,False,
FGSG_09127,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-FPKM,,,False,
FGSG_09127,uncharacterized protein,effector,,protein_coding,Half v Black,DESeq2,0.018,,False,
FGSG_09127,uncharacterized protein,effector,,protein_coding,Half v Black,limma-TPM,,,False,
FGSG_09127,uncharacterized protein,effector,,protein_coding,Half v Black,limma-FPKM,,,False,
FGSG_09127,uncharacterized protein,effector,,protein_coding,Low v Black,DESeq2,-0.01,,False,
FGSG_09127,uncharacterized protein,effector,,protein_coding,Low v Black,limma-TPM,,,False,
FGSG_09127,uncharacterized protein,effector,,protein_coding,Low v Black,limma-FPKM,,,False,
FGSG_09127,uncharacterized protein,effector,,protein_coding,Half v Dark,DESeq2,0.033,,False,
FGSG_09127,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-TPM,,,False,
FGSG_09127,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-FPKM,,,False,
FGSG_09127,uncharacterized protein,effector,,protein_coding,Low v Dark,DESeq2,-0.002,,False,
FGSG_09127,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-TPM,,,False,
FGSG_09127,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-FPKM,,,False,
FGSG_09127,uncharacterized protein,effector,,protein_coding,Low v Half,DESeq2,-0.045,,False,
FGSG_09127,uncharacterized protein,effector,,protein_coding,Low v Half,limma-TPM,,,False,
FGSG_09127,uncharacterized protein,effector,,protein_coding,Low v Half,limma-FPKM,,,False,
FGSG_09132,uncharacterized protein,effector,,protein_coding,Dark v Black,DESeq2,,,False,
FGSG_09132,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-TPM,,,False,
FGSG_09132,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-FPKM,,,False,
FGSG_09132,uncharacterized protein,effector,,protein_coding,Half v Black,DESeq2,,,False,
FGSG_09132,uncharacterized protein,effector,,protein_coding,Half v Black,limma-TPM,,,False,
FGSG_09132,uncharacterized protein,effector,,protein_coding,Half v Black,limma-FPKM,,,False,
FGSG_09132,uncharacterized protein,effector,,protein_coding,Low v Black,DESeq2,,,False,
FGSG_09132,uncharacterized protein,effector,,protein_coding,Low v Black,limma-TPM,,,False,
FGSG_09132,uncharacterized protein,effector,,protein_coding,Low v Black,limma-FPKM,,,False,
FGSG_09132,uncharacterized protein,effector,,protein_coding,Half v Dark,DESeq2,,,False,
FGSG_09132,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-TPM,,,False,
FGSG_09132,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-FPKM,,,False,
FGSG_09132,uncharacterized protein,effector,,protein_coding,Low v Dark,DESeq2,,,False,
FGSG_09132,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-TPM,,,False,
FGSG_09132,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-FPKM,,,False,
FGSG_09132,uncharacterized protein,effector,,protein_coding,Low v Half,DESeq2,,,False,
FGSG_09132,uncharacterized protein,effector,,protein_coding,Low v Half,limma-TPM,,,False,
FGSG_09132,uncharacterized protein,effector,,protein_coding,Low v Half,limma-FPKM,,,False,
FGSG_09182,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Dark v Black,DESeq2,-0.259,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_09182,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Dark v Black,limma-TPM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_09182,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Dark v Black,limma-FPKM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_09182,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Black,DESeq2,0.003,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_09182,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Black,limma-TPM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_09182,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Black,limma-FPKM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_09182,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Black,DESeq2,-0.104,0.78565172579068,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_09182,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Black,limma-TPM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_09182,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Black,limma-FPKM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_09182,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Dark,DESeq2,0.144,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_09182,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Dark,limma-TPM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_09182,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Dark,limma-FPKM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_09182,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Dark,DESeq2,0.058,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_09182,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Dark,limma-TPM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_09182,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Dark,limma-FPKM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_09182,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Half,DESeq2,-0.064,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_09182,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Half,limma-TPM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_09182,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Half,limma-FPKM,,,False,F:GO:0016740; F:GO:0031177; P:GO:0008152
FGSG_09183,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Dark v Black,DESeq2,0.194,,False,F:GO:0008171; P:GO:0032259
FGSG_09183,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Dark v Black,limma-TPM,,,False,F:GO:0008171; P:GO:0032259
FGSG_09183,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Dark v Black,limma-FPKM,,,False,F:GO:0008171; P:GO:0032259
FGSG_09183,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Black,DESeq2,-0.003,,False,F:GO:0008171; P:GO:0032259
FGSG_09183,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Black,limma-TPM,,,False,F:GO:0008171; P:GO:0032259
FGSG_09183,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Black,limma-FPKM,,,False,F:GO:0008171; P:GO:0032259
FGSG_09183,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Black,DESeq2,0.202,,False,F:GO:0008171; P:GO:0032259
FGSG_09183,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Black,limma-TPM,,,False,F:GO:0008171; P:GO:0032259
FGSG_09183,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Black,limma-FPKM,,,False,F:GO:0008171; P:GO:0032259
FGSG_09183,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Dark,DESeq2,-0.103,,False,F:GO:0008171; P:GO:0032259
FGSG_09183,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Dark,limma-TPM,,,False,F:GO:0008171; P:GO:0032259
FGSG_09183,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Dark,limma-FPKM,,,False,F:GO:0008171; P:GO:0032259
FGSG_09183,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Dark,DESeq2,-0.024,,False,F:GO:0008171; P:GO:0032259
FGSG_09183,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Dark,limma-TPM,,,False,F:GO:0008171; P:GO:0032259
FGSG_09183,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Dark,limma-FPKM,,,False,F:GO:0008171; P:GO:0032259
FGSG_09183,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Half,DESeq2,0.11,,False,F:GO:0008171; P:GO:0032259
FGSG_09183,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Half,limma-TPM,,,False,F:GO:0008171; P:GO:0032259
FGSG_09183,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Half,limma-FPKM,,,False,F:GO:0008171; P:GO:0032259
FGSG_09184,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Dark v Black,DESeq2,-0.006,,False,F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_09184,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Dark v Black,limma-TPM,,,False,F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_09184,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Dark v Black,limma-FPKM,,,False,F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_09184,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Black,DESeq2,-0.002,,False,F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_09184,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Black,limma-TPM,,,False,F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_09184,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Black,limma-FPKM,,,False,F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_09184,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Black,DESeq2,0.082,,False,F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_09184,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Black,limma-TPM,,,False,F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_09184,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Black,limma-FPKM,,,False,F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_09184,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Dark,DESeq2,-0.003,,False,F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_09184,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Dark,limma-TPM,,,False,F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_09184,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Dark,limma-FPKM,,,False,F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_09184,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Dark,DESeq2,0.016,,False,F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_09184,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Dark,limma-TPM,,,False,F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_09184,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Dark,limma-FPKM,,,False,F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_09184,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Half,DESeq2,0.044,,False,F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_09184,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Half,limma-TPM,,,False,F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_09184,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Half,limma-FPKM,,,False,F:GO:0004497; F:GO:0071949; P:GO:0055114
FGSG_09186,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Dark v Black,DESeq2,0.442,0.205948700402503,False,F:GO:0008270; F:GO:0016491; P:GO:0055114
FGSG_09186,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Dark v Black,limma-TPM,,,False,F:GO:0008270; F:GO:0016491; P:GO:0055114
FGSG_09186,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Dark v Black,limma-FPKM,,,False,F:GO:0008270; F:GO:0016491; P:GO:0055114
FGSG_09186,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Black,DESeq2,0.1,0.397215558811707,False,F:GO:0008270; F:GO:0016491; P:GO:0055114
FGSG_09186,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Black,limma-TPM,,,False,F:GO:0008270; F:GO:0016491; P:GO:0055114
FGSG_09186,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Black,limma-FPKM,,,False,F:GO:0008270; F:GO:0016491; P:GO:0055114
FGSG_09186,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Black,DESeq2,0.313,0.453761748563857,False,F:GO:0008270; F:GO:0016491; P:GO:0055114
FGSG_09186,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Black,limma-TPM,,,False,F:GO:0008270; F:GO:0016491; P:GO:0055114
FGSG_09186,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Black,limma-FPKM,,,False,F:GO:0008270; F:GO:0016491; P:GO:0055114
FGSG_09186,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Dark,DESeq2,-0.065,0.807234444170892,False,F:GO:0008270; F:GO:0016491; P:GO:0055114
FGSG_09186,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Dark,limma-TPM,,,False,F:GO:0008270; F:GO:0016491; P:GO:0055114
FGSG_09186,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Dark,limma-FPKM,,,False,F:GO:0008270; F:GO:0016491; P:GO:0055114
FGSG_09186,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Dark,DESeq2,-0.066,0.667594600980876,False,F:GO:0008270; F:GO:0016491; P:GO:0055114
FGSG_09186,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Dark,limma-TPM,,,False,F:GO:0008270; F:GO:0016491; P:GO:0055114
FGSG_09186,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Dark,limma-FPKM,,,False,F:GO:0008270; F:GO:0016491; P:GO:0055114
FGSG_09186,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Half,DESeq2,-0.074,0.821182952133623,False,F:GO:0008270; F:GO:0016491; P:GO:0055114
FGSG_09186,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Half,limma-TPM,,,False,F:GO:0008270; F:GO:0016491; P:GO:0055114
FGSG_09186,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Half,limma-FPKM,,,False,F:GO:0008270; F:GO:0016491; P:GO:0055114
FGSG_09187,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Dark v Black,DESeq2,2.19,3.42066951393607e-17,True,
FGSG_09187,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Dark v Black,limma-TPM,2.379,3.22045027037363e-07,True,
FGSG_09187,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Dark v Black,limma-FPKM,2.247,2.23272385073598e-08,True,
FGSG_09187,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Black,DESeq2,0.866,0.0017219036913658,False,
FGSG_09187,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Black,limma-TPM,1.075,0.0016753950324446,True,
FGSG_09187,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Black,limma-FPKM,0.981,0.0023520252323469,False,
FGSG_09187,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Black,DESeq2,2.033,4.68365149837682e-15,True,
FGSG_09187,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Black,limma-TPM,2.338,2.80290649061699e-07,True,
FGSG_09187,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Black,limma-FPKM,2.226,1.69086284774244e-08,True,
FGSG_09187,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Dark,DESeq2,-1.192,9.35682912745721e-08,True,
FGSG_09187,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Dark,limma-TPM,-1.304,0.0002901056626682,True,
FGSG_09187,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Dark,limma-FPKM,-1.266,0.0001321260241275,True,
FGSG_09187,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Dark,DESeq2,-0.127,0.608885296448954,False,
FGSG_09187,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Dark,limma-TPM,-0.041,0.911518018990168,False,
FGSG_09187,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Dark,limma-FPKM,-0.021,0.965969579235419,False,
FGSG_09187,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Half,DESeq2,1.038,3.3838092623944e-06,True,
FGSG_09187,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Half,limma-TPM,1.263,0.0002936835405198,True,
FGSG_09187,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Half,limma-FPKM,1.245,0.0001184313220759,True,
FGSG_09189,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Dark v Black,DESeq2,0.667,0.104131030816168,False,
FGSG_09189,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Dark v Black,limma-TPM,0.9,0.0025466071202417,False,
FGSG_09189,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Dark v Black,limma-FPKM,0.767,0.0038467592087779,False,
FGSG_09189,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Black,DESeq2,0.242,0.424157743901008,False,
FGSG_09189,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Black,limma-TPM,0.561,0.0587649462196481,False,
FGSG_09189,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Black,limma-FPKM,0.466,0.103813103410507,False,
FGSG_09189,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Black,DESeq2,1.294,0.001893070309833,True,
FGSG_09189,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Black,limma-TPM,1.389,4.88571469028471e-05,True,
FGSG_09189,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Black,limma-FPKM,1.218,2.72701133167142e-05,True,
FGSG_09189,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Dark,DESeq2,-0.203,0.578257256672346,False,
FGSG_09189,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Dark,limma-TPM,-0.339,0.256068531659749,False,
FGSG_09189,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Half v Dark,limma-FPKM,-0.3,0.316767035688895,False,
FGSG_09189,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Dark,DESeq2,0.341,0.259864800590056,False,
FGSG_09189,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Dark,limma-TPM,0.489,0.124108505097418,False,
FGSG_09189,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Dark,limma-FPKM,0.451,0.15059598882677,False,
FGSG_09189,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Half,DESeq2,0.741,0.044222039423224,False,
FGSG_09189,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Half,limma-TPM,0.828,0.0054479063453598,False,
FGSG_09189,uncharacterized protein,v2:Pigment,Fusarubin,protein_coding,Low v Half,limma-FPKM,0.752,0.005475838430242,False,
FGSG_09280,"fructose-1,6-bisphosphatase",v2:Metabolism,Glycolysis,protein_coding,Dark v Black,DESeq2,-0.969,9.46598425870607e-29,False,C:GO:0005829; C:GO:0042597; F:GO:0042132; P:GO:0006094; P:GO:0016311; P:GO:0072593
FGSG_09280,"fructose-1,6-bisphosphatase",v2:Metabolism,Glycolysis,protein_coding,Dark v Black,limma-TPM,-0.646,0.0006866073370398,False,C:GO:0005829; C:GO:0042597; F:GO:0042132; P:GO:0006094; P:GO:0016311; P:GO:0072593
FGSG_09280,"fructose-1,6-bisphosphatase",v2:Metabolism,Glycolysis,protein_coding,Dark v Black,limma-FPKM,-0.611,0.0068667807278855,False,C:GO:0005829; C:GO:0042597; F:GO:0042132; P:GO:0006094; P:GO:0016311; P:GO:0072593
FGSG_09280,"fructose-1,6-bisphosphatase",v2:Metabolism,Glycolysis,protein_coding,Half v Black,DESeq2,0.139,0.180826285216479,False,C:GO:0005829; C:GO:0042597; F:GO:0042132; P:GO:0006094; P:GO:0016311; P:GO:0072593
FGSG_09280,"fructose-1,6-bisphosphatase",v2:Metabolism,Glycolysis,protein_coding,Half v Black,limma-TPM,0.381,0.0359253257772984,False,C:GO:0005829; C:GO:0042597; F:GO:0042132; P:GO:0006094; P:GO:0016311; P:GO:0072593
FGSG_09280,"fructose-1,6-bisphosphatase",v2:Metabolism,Glycolysis,protein_coding,Half v Black,limma-FPKM,0.398,0.107232959218193,False,C:GO:0005829; C:GO:0042597; F:GO:0042132; P:GO:0006094; P:GO:0016311; P:GO:0072593
FGSG_09280,"fructose-1,6-bisphosphatase",v2:Metabolism,Glycolysis,protein_coding,Low v Black,DESeq2,-1.096,1.2894477777788399e-36,True,C:GO:0005829; C:GO:0042597; F:GO:0042132; P:GO:0006094; P:GO:0016311; P:GO:0072593
FGSG_09280,"fructose-1,6-bisphosphatase",v2:Metabolism,Glycolysis,protein_coding,Low v Black,limma-TPM,-0.607,0.0008542044838344,False,C:GO:0005829; C:GO:0042597; F:GO:0042132; P:GO:0006094; P:GO:0016311; P:GO:0072593
FGSG_09280,"fructose-1,6-bisphosphatase",v2:Metabolism,Glycolysis,protein_coding,Low v Black,limma-FPKM,-0.552,0.0099248614103609,False,C:GO:0005829; C:GO:0042597; F:GO:0042132; P:GO:0006094; P:GO:0016311; P:GO:0072593
FGSG_09280,"fructose-1,6-bisphosphatase",v2:Metabolism,Glycolysis,protein_coding,Half v Dark,DESeq2,1.113,5.79629970555041e-38,True,C:GO:0005829; C:GO:0042597; F:GO:0042132; P:GO:0006094; P:GO:0016311; P:GO:0072593
FGSG_09280,"fructose-1,6-bisphosphatase",v2:Metabolism,Glycolysis,protein_coding,Half v Dark,limma-TPM,1.027,1.76627643532308e-05,True,C:GO:0005829; C:GO:0042597; F:GO:0042132; P:GO:0006094; P:GO:0016311; P:GO:0072593
FGSG_09280,"fructose-1,6-bisphosphatase",v2:Metabolism,Glycolysis,protein_coding,Half v Dark,limma-FPKM,1.009,0.0001152297806589,True,C:GO:0005829; C:GO:0042597; F:GO:0042132; P:GO:0006094; P:GO:0016311; P:GO:0072593
FGSG_09280,"fructose-1,6-bisphosphatase",v2:Metabolism,Glycolysis,protein_coding,Low v Dark,DESeq2,-0.119,0.310310799136245,False,C:GO:0005829; C:GO:0042597; F:GO:0042132; P:GO:0006094; P:GO:0016311; P:GO:0072593
FGSG_09280,"fructose-1,6-bisphosphatase",v2:Metabolism,Glycolysis,protein_coding,Low v Dark,limma-TPM,0.039,0.856629486034903,False,C:GO:0005829; C:GO:0042597; F:GO:0042132; P:GO:0006094; P:GO:0016311; P:GO:0072593
FGSG_09280,"fructose-1,6-bisphosphatase",v2:Metabolism,Glycolysis,protein_coding,Low v Dark,limma-FPKM,0.059,0.852496415759383,False,C:GO:0005829; C:GO:0042597; F:GO:0042132; P:GO:0006094; P:GO:0016311; P:GO:0072593
FGSG_09280,"fructose-1,6-bisphosphatase",v2:Metabolism,Glycolysis,protein_coding,Low v Half,DESeq2,-1.24,4.41502433197e-47,True,C:GO:0005829; C:GO:0042597; F:GO:0042132; P:GO:0006094; P:GO:0016311; P:GO:0072593
FGSG_09280,"fructose-1,6-bisphosphatase",v2:Metabolism,Glycolysis,protein_coding,Low v Half,limma-TPM,-0.988,1.99965570821547e-05,False,C:GO:0005829; C:GO:0042597; F:GO:0042132; P:GO:0006094; P:GO:0016311; P:GO:0072593
FGSG_09280,"fructose-1,6-bisphosphatase",v2:Metabolism,Glycolysis,protein_coding,Low v Half,limma-FPKM,-0.95,0.0001699983278192,False,C:GO:0005829; C:GO:0042597; F:GO:0042132; P:GO:0006094; P:GO:0016311; P:GO:0072593
FGSG_09372,uncharacterized protein,cellulase/amylase/nitrogen/pigment; v2:Metabolism,Nitrogen Metabolism,protein_coding,Dark v Black,DESeq2,1.618,0.046833544165924,True,
FGSG_09372,uncharacterized protein,cellulase/amylase/nitrogen/pigment; v2:Metabolism,Nitrogen Metabolism,protein_coding,Dark v Black,limma-TPM,,,False,
FGSG_09372,uncharacterized protein,cellulase/amylase/nitrogen/pigment; v2:Metabolism,Nitrogen Metabolism,protein_coding,Dark v Black,limma-FPKM,,,False,
FGSG_09372,uncharacterized protein,cellulase/amylase/nitrogen/pigment; v2:Metabolism,Nitrogen Metabolism,protein_coding,Half v Black,DESeq2,0.368,0.0694254143776915,False,
FGSG_09372,uncharacterized protein,cellulase/amylase/nitrogen/pigment; v2:Metabolism,Nitrogen Metabolism,protein_coding,Half v Black,limma-TPM,,,False,
FGSG_09372,uncharacterized protein,cellulase/amylase/nitrogen/pigment; v2:Metabolism,Nitrogen Metabolism,protein_coding,Half v Black,limma-FPKM,,,False,
