gene_id,product,lists,subcategory,biotype,contrast,method,log2FC,padj,significant,GO_IDs
FGSG_03066,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Dark v Black,DESeq2,1.408,8.32513045811363e-29,True,C:GO:0016021; F:GO:0016765; F:GO:0016872; P:GO:0009058
FGSG_03066,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Dark v Black,limma-TPM,1.747,5.16762864548542e-07,True,C:GO:0016021; F:GO:0016765; F:GO:0016872; P:GO:0009058
FGSG_03066,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Dark v Black,limma-FPKM,1.765,1.15117665963368e-07,True,C:GO:0016021; F:GO:0016765; F:GO:0016872; P:GO:0009058
FGSG_03066,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Half v Black,DESeq2,-1.871,1.2429708619141e-38,True,C:GO:0016021; F:GO:0016765; F:GO:0016872; P:GO:0009058
FGSG_03066,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Half v Black,limma-TPM,-1.599,4.15707323315756e-06,True,C:GO:0016021; F:GO:0016765; F:GO:0016872; P:GO:0009058
FGSG_03066,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Half v Black,limma-FPKM,-1.544,3.16680233494449e-06,True,C:GO:0016021; F:GO:0016765; F:GO:0016872; P:GO:0009058
FGSG_03066,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Low v Black,DESeq2,-4.014,9.261485825995621e-105,True,C:GO:0016021; F:GO:0016765; F:GO:0016872; P:GO:0009058
FGSG_03066,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Low v Black,limma-TPM,-3.261,2.43376497923028e-10,True,C:GO:0016021; F:GO:0016765; F:GO:0016872; P:GO:0009058
FGSG_03066,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Low v Black,limma-FPKM,-3.064,6.91432559520472e-12,True,C:GO:0016021; F:GO:0016765; F:GO:0016872; P:GO:0009058
FGSG_03066,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Half v Dark,DESeq2,-3.303,8.431542864312119e-125,True,C:GO:0016021; F:GO:0016765; F:GO:0016872; P:GO:0009058
FGSG_03066,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Half v Dark,limma-TPM,-3.345,7.63037748088538e-10,True,C:GO:0016021; F:GO:0016765; F:GO:0016872; P:GO:0009058
FGSG_03066,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Half v Dark,limma-FPKM,-3.308,9.04217870492686e-12,True,C:GO:0016021; F:GO:0016765; F:GO:0016872; P:GO:0009058
FGSG_03066,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Low v Dark,DESeq2,-5.441,6.324095470140681e-196,True,C:GO:0016021; F:GO:0016765; F:GO:0016872; P:GO:0009058
FGSG_03066,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Low v Dark,limma-TPM,-5.007,4.28045875315606e-11,True,C:GO:0016021; F:GO:0016765; F:GO:0016872; P:GO:0009058
FGSG_03066,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Low v Dark,limma-FPKM,-4.828,2.84812268265785e-14,True,C:GO:0016021; F:GO:0016765; F:GO:0016872; P:GO:0009058
FGSG_03066,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Low v Half,DESeq2,-2.108,3.79416192311464e-27,True,C:GO:0016021; F:GO:0016765; F:GO:0016872; P:GO:0009058
FGSG_03066,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Low v Half,limma-TPM,-1.662,1.31366889110082e-06,True,C:GO:0016021; F:GO:0016765; F:GO:0016872; P:GO:0009058
FGSG_03066,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Low v Half,limma-FPKM,-1.52,1.53430529495173e-06,True,C:GO:0016021; F:GO:0016765; F:GO:0016872; P:GO:0009058
FGSG_03067,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Dark v Black,DESeq2,0.76,0.001170418209971,False,F:GO:0016702; P:GO:0055114
FGSG_03067,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Dark v Black,limma-TPM,1.136,0.0013319681085724,True,F:GO:0016702; P:GO:0055114
FGSG_03067,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Dark v Black,limma-FPKM,1.091,0.0005648211378738,True,F:GO:0016702; P:GO:0055114
FGSG_03067,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Half v Black,DESeq2,-3.179,1.58788109605449e-21,True,F:GO:0016702; P:GO:0055114
FGSG_03067,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Half v Black,limma-TPM,-1.901,3.34411436385907e-05,True,F:GO:0016702; P:GO:0055114
FGSG_03067,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Half v Black,limma-FPKM,-1.614,1.84176096019062e-05,True,F:GO:0016702; P:GO:0055114
FGSG_03067,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Low v Black,DESeq2,-5.534,4.9368935593112804e-23,True,F:GO:0016702; P:GO:0055114
FGSG_03067,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Low v Black,limma-TPM,-2.748,1.70445417409471e-07,True,F:GO:0016702; P:GO:0055114
FGSG_03067,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Low v Black,limma-FPKM,-2.216,3.73145272842023e-08,True,F:GO:0016702; P:GO:0055114
FGSG_03067,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Half v Dark,DESeq2,-4.002,9.90587274220017e-35,True,F:GO:0016702; P:GO:0055114
FGSG_03067,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Half v Dark,limma-TPM,-3.037,1.60463450821985e-07,True,F:GO:0016702; P:GO:0055114
FGSG_03067,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Half v Dark,limma-FPKM,-2.705,4.7123803760135e-09,True,F:GO:0016702; P:GO:0055114
FGSG_03067,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Low v Dark,DESeq2,-6.352,1.77094108600311e-29,True,F:GO:0016702; P:GO:0055114
FGSG_03067,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Low v Dark,limma-TPM,-3.885,2.57267608610546e-08,True,F:GO:0016702; P:GO:0055114
FGSG_03067,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Low v Dark,limma-FPKM,-3.307,3.8717037768650503e-10,True,F:GO:0016702; P:GO:0055114
FGSG_03067,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Low v Half,DESeq2,-2.115,0.0002807680730343,True,F:GO:0016702; P:GO:0055114
FGSG_03067,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Low v Half,limma-TPM,-0.847,0.0114201839499444,False,F:GO:0016702; P:GO:0055114
FGSG_03067,uncharacterized protein,v2:Pigment,Carotenoids,protein_coding,Low v Half,limma-FPKM,-0.602,0.0425324422379662,False,F:GO:0016702; P:GO:0055114
FGSG_03096,uncharacterized protein,effector,,protein_coding,Dark v Black,DESeq2,0.351,0.258611273173561,False,
FGSG_03096,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-TPM,,,False,
FGSG_03096,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-FPKM,,,False,
FGSG_03096,uncharacterized protein,effector,,protein_coding,Half v Black,DESeq2,0.089,,False,
FGSG_03096,uncharacterized protein,effector,,protein_coding,Half v Black,limma-TPM,,,False,
FGSG_03096,uncharacterized protein,effector,,protein_coding,Half v Black,limma-FPKM,,,False,
FGSG_03096,uncharacterized protein,effector,,protein_coding,Low v Black,DESeq2,0.592,0.19839946556775,False,
FGSG_03096,uncharacterized protein,effector,,protein_coding,Low v Black,limma-TPM,,,False,
FGSG_03096,uncharacterized protein,effector,,protein_coding,Low v Black,limma-FPKM,,,False,
FGSG_03096,uncharacterized protein,effector,,protein_coding,Half v Dark,DESeq2,-0.03,,False,
FGSG_03096,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-TPM,,,False,
FGSG_03096,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-FPKM,,,False,
FGSG_03096,uncharacterized protein,effector,,protein_coding,Low v Dark,DESeq2,0.01,,False,
FGSG_03096,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-TPM,,,False,
FGSG_03096,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-FPKM,,,False,
FGSG_03096,uncharacterized protein,effector,,protein_coding,Low v Half,DESeq2,0.071,0.814822799299829,False,
FGSG_03096,uncharacterized protein,effector,,protein_coding,Low v Half,limma-TPM,,,False,
FGSG_03096,uncharacterized protein,effector,,protein_coding,Low v Half,limma-FPKM,,,False,
FGSG_03122,uncharacterized protein,effector,,protein_coding,Dark v Black,DESeq2,0.062,,False,
FGSG_03122,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-TPM,,,False,
FGSG_03122,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-FPKM,,,False,
FGSG_03122,uncharacterized protein,effector,,protein_coding,Half v Black,DESeq2,-0.002,,False,
FGSG_03122,uncharacterized protein,effector,,protein_coding,Half v Black,limma-TPM,,,False,
FGSG_03122,uncharacterized protein,effector,,protein_coding,Half v Black,limma-FPKM,,,False,
FGSG_03122,uncharacterized protein,effector,,protein_coding,Low v Black,DESeq2,-0.01,,False,
FGSG_03122,uncharacterized protein,effector,,protein_coding,Low v Black,limma-TPM,,,False,
FGSG_03122,uncharacterized protein,effector,,protein_coding,Low v Black,limma-FPKM,,,False,
FGSG_03122,uncharacterized protein,effector,,protein_coding,Half v Dark,DESeq2,-0.03,,False,
FGSG_03122,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-TPM,,,False,
FGSG_03122,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-FPKM,,,False,
FGSG_03122,uncharacterized protein,effector,,protein_coding,Low v Dark,DESeq2,-0.016,,False,
FGSG_03122,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-TPM,,,False,
FGSG_03122,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-FPKM,,,False,
FGSG_03122,uncharacterized protein,effector,,protein_coding,Low v Half,DESeq2,-0.005,,False,
FGSG_03122,uncharacterized protein,effector,,protein_coding,Low v Half,limma-TPM,,,False,
FGSG_03122,uncharacterized protein,effector,,protein_coding,Low v Half,limma-FPKM,,,False,
FGSG_03295,uncharacterized protein,effector,,protein_coding,Dark v Black,DESeq2,-0.417,2.83307182160288e-21,False,C:GO:0016020
FGSG_03295,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-TPM,-0.093,0.49206738691591,False,C:GO:0016020
FGSG_03295,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-FPKM,-0.061,0.770816778616792,False,C:GO:0016020
FGSG_03295,uncharacterized protein,effector,,protein_coding,Half v Black,DESeq2,0.12,0.0172651818103694,False,C:GO:0016020
FGSG_03295,uncharacterized protein,effector,,protein_coding,Half v Black,limma-TPM,0.355,0.0206764679423511,False,C:GO:0016020
FGSG_03295,uncharacterized protein,effector,,protein_coding,Half v Black,limma-FPKM,0.374,0.0839099212271615,False,C:GO:0016020
FGSG_03295,uncharacterized protein,effector,,protein_coding,Low v Black,DESeq2,-0.722,1.24235811676709e-61,False,C:GO:0016020
FGSG_03295,uncharacterized protein,effector,,protein_coding,Low v Black,limma-TPM,-0.276,0.0360793322237455,False,C:GO:0016020
FGSG_03295,uncharacterized protein,effector,,protein_coding,Low v Black,limma-FPKM,-0.223,0.213416534869556,False,C:GO:0016020
FGSG_03295,uncharacterized protein,effector,,protein_coding,Half v Dark,DESeq2,0.537,8.932478698572311e-35,False,C:GO:0016020
FGSG_03295,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-TPM,0.448,0.0046735699522078,False,C:GO:0016020
FGSG_03295,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-FPKM,0.435,0.0405916707834138,False,C:GO:0016020
FGSG_03295,uncharacterized protein,effector,,protein_coding,Low v Dark,DESeq2,-0.3,4.12104938593288e-11,False,C:GO:0016020
FGSG_03295,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-TPM,-0.183,0.249220860114289,False,C:GO:0016020
FGSG_03295,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-FPKM,-0.162,0.518523914371027,False,C:GO:0016020
FGSG_03295,uncharacterized protein,effector,,protein_coding,Low v Half,DESeq2,-0.843,6.04455807330367e-84,False,C:GO:0016020
FGSG_03295,uncharacterized protein,effector,,protein_coding,Low v Half,limma-TPM,-0.631,0.0002482930804422,False,C:GO:0016020
FGSG_03295,uncharacterized protein,effector,,protein_coding,Low v Half,limma-FPKM,-0.597,0.0038036456787843,False,C:GO:0016020
FGSG_03334,uncharacterized protein,effector,,protein_coding,Dark v Black,DESeq2,,,False,
FGSG_03334,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-TPM,,,False,
FGSG_03334,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-FPKM,,,False,
FGSG_03334,uncharacterized protein,effector,,protein_coding,Half v Black,DESeq2,,,False,
FGSG_03334,uncharacterized protein,effector,,protein_coding,Half v Black,limma-TPM,,,False,
FGSG_03334,uncharacterized protein,effector,,protein_coding,Half v Black,limma-FPKM,,,False,
FGSG_03334,uncharacterized protein,effector,,protein_coding,Low v Black,DESeq2,,,False,
FGSG_03334,uncharacterized protein,effector,,protein_coding,Low v Black,limma-TPM,,,False,
FGSG_03334,uncharacterized protein,effector,,protein_coding,Low v Black,limma-FPKM,,,False,
FGSG_03334,uncharacterized protein,effector,,protein_coding,Half v Dark,DESeq2,,,False,
FGSG_03334,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-TPM,,,False,
FGSG_03334,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-FPKM,,,False,
FGSG_03334,uncharacterized protein,effector,,protein_coding,Low v Dark,DESeq2,,,False,
FGSG_03334,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-TPM,,,False,
FGSG_03334,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-FPKM,,,False,
FGSG_03334,uncharacterized protein,effector,,protein_coding,Low v Half,DESeq2,,,False,
FGSG_03334,uncharacterized protein,effector,,protein_coding,Low v Half,limma-TPM,,,False,
FGSG_03334,uncharacterized protein,effector,,protein_coding,Low v Half,limma-FPKM,,,False,
FGSG_03340,uncharacterized protein,v2:Toxins,Gybepyrone,protein_coding,Dark v Black,DESeq2,-3.507,1.91203286584461e-46,True,F:GO:0016491; F:GO:0016740; F:GO:0031177; P:GO:0055114
FGSG_03340,uncharacterized protein,v2:Toxins,Gybepyrone,protein_coding,Dark v Black,limma-TPM,-1.784,1.21040786346791e-06,True,F:GO:0016491; F:GO:0016740; F:GO:0031177; P:GO:0055114
FGSG_03340,uncharacterized protein,v2:Toxins,Gybepyrone,protein_coding,Dark v Black,limma-FPKM,-1.459,1.15926742604119e-06,True,F:GO:0016491; F:GO:0016740; F:GO:0031177; P:GO:0055114
FGSG_03340,uncharacterized protein,v2:Toxins,Gybepyrone,protein_coding,Half v Black,DESeq2,-0.384,0.0359600968709588,False,F:GO:0016491; F:GO:0016740; F:GO:0031177; P:GO:0055114
FGSG_03340,uncharacterized protein,v2:Toxins,Gybepyrone,protein_coding,Half v Black,limma-TPM,-0.156,0.566407731587573,False,F:GO:0016491; F:GO:0016740; F:GO:0031177; P:GO:0055114
FGSG_03340,uncharacterized protein,v2:Toxins,Gybepyrone,protein_coding,Half v Black,limma-FPKM,-0.128,0.665005808983523,False,F:GO:0016491; F:GO:0016740; F:GO:0031177; P:GO:0055114
FGSG_03340,uncharacterized protein,v2:Toxins,Gybepyrone,protein_coding,Low v Black,DESeq2,-2.403,1.94782625162043e-33,True,F:GO:0016491; F:GO:0016740; F:GO:0031177; P:GO:0055114
FGSG_03340,uncharacterized protein,v2:Toxins,Gybepyrone,protein_coding,Low v Black,limma-TPM,-1.242,3.81245802885041e-05,True,F:GO:0016491; F:GO:0016740; F:GO:0031177; P:GO:0055114
FGSG_03340,uncharacterized protein,v2:Toxins,Gybepyrone,protein_coding,Low v Black,limma-FPKM,-1.034,7.09409336236862e-05,True,F:GO:0016491; F:GO:0016740; F:GO:0031177; P:GO:0055114
FGSG_03340,uncharacterized protein,v2:Toxins,Gybepyrone,protein_coding,Half v Dark,DESeq2,3.067,3.0946120309801997e-35,True,F:GO:0016491; F:GO:0016740; F:GO:0031177; P:GO:0055114
FGSG_03340,uncharacterized protein,v2:Toxins,Gybepyrone,protein_coding,Half v Dark,limma-TPM,1.628,6.43719393625242e-06,True,F:GO:0016491; F:GO:0016740; F:GO:0031177; P:GO:0055114
FGSG_03340,uncharacterized protein,v2:Toxins,Gybepyrone,protein_coding,Half v Dark,limma-FPKM,1.33,8.32092056305904e-06,True,F:GO:0016491; F:GO:0016740; F:GO:0031177; P:GO:0055114
FGSG_03340,uncharacterized protein,v2:Toxins,Gybepyrone,protein_coding,Low v Dark,DESeq2,0.999,0.0002339790715627,False,F:GO:0016491; F:GO:0016740; F:GO:0031177; P:GO:0055114
FGSG_03340,uncharacterized protein,v2:Toxins,Gybepyrone,protein_coding,Low v Dark,limma-TPM,0.542,0.0548344243745521,False,F:GO:0016491; F:GO:0016740; F:GO:0031177; P:GO:0055114
FGSG_03340,uncharacterized protein,v2:Toxins,Gybepyrone,protein_coding,Low v Dark,limma-FPKM,0.425,0.141154093081696,False,F:GO:0016491; F:GO:0016740; F:GO:0031177; P:GO:0055114
FGSG_03340,uncharacterized protein,v2:Toxins,Gybepyrone,protein_coding,Low v Half,DESeq2,-1.961,3.3160438755742898e-22,True,F:GO:0016491; F:GO:0016740; F:GO:0031177; P:GO:0055114
FGSG_03340,uncharacterized protein,v2:Toxins,Gybepyrone,protein_coding,Low v Half,limma-TPM,-1.086,0.0002542403853034,True,F:GO:0016491; F:GO:0016740; F:GO:0031177; P:GO:0055114
FGSG_03340,uncharacterized protein,v2:Toxins,Gybepyrone,protein_coding,Low v Half,limma-FPKM,-0.906,0.0005683777771173,False,F:GO:0016491; F:GO:0016740; F:GO:0031177; P:GO:0055114
FGSG_03381,uncharacterized protein,effector,,protein_coding,Dark v Black,DESeq2,,,False,
FGSG_03381,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-TPM,,,False,
FGSG_03381,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-FPKM,,,False,
FGSG_03381,uncharacterized protein,effector,,protein_coding,Half v Black,DESeq2,,,False,
FGSG_03381,uncharacterized protein,effector,,protein_coding,Half v Black,limma-TPM,,,False,
FGSG_03381,uncharacterized protein,effector,,protein_coding,Half v Black,limma-FPKM,,,False,
FGSG_03381,uncharacterized protein,effector,,protein_coding,Low v Black,DESeq2,,,False,
FGSG_03381,uncharacterized protein,effector,,protein_coding,Low v Black,limma-TPM,,,False,
FGSG_03381,uncharacterized protein,effector,,protein_coding,Low v Black,limma-FPKM,,,False,
FGSG_03381,uncharacterized protein,effector,,protein_coding,Half v Dark,DESeq2,,,False,
FGSG_03381,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-TPM,,,False,
FGSG_03381,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-FPKM,,,False,
FGSG_03381,uncharacterized protein,effector,,protein_coding,Low v Dark,DESeq2,,,False,
FGSG_03381,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-TPM,,,False,
FGSG_03381,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-FPKM,,,False,
FGSG_03381,uncharacterized protein,effector,,protein_coding,Low v Half,DESeq2,,,False,
FGSG_03381,uncharacterized protein,effector,,protein_coding,Low v Half,limma-TPM,,,False,
FGSG_03381,uncharacterized protein,effector,,protein_coding,Low v Half,limma-FPKM,,,False,
FGSG_03526,uncharacterized protein,effector,,protein_coding,Dark v Black,DESeq2,-0.069,,False,
FGSG_03526,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-TPM,,,False,
FGSG_03526,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-FPKM,,,False,
FGSG_03526,uncharacterized protein,effector,,protein_coding,Half v Black,DESeq2,-0.021,,False,
FGSG_03526,uncharacterized protein,effector,,protein_coding,Half v Black,limma-TPM,,,False,
FGSG_03526,uncharacterized protein,effector,,protein_coding,Half v Black,limma-FPKM,,,False,
FGSG_03526,uncharacterized protein,effector,,protein_coding,Low v Black,DESeq2,-0.107,,False,
FGSG_03526,uncharacterized protein,effector,,protein_coding,Low v Black,limma-TPM,,,False,
FGSG_03526,uncharacterized protein,effector,,protein_coding,Low v Black,limma-FPKM,,,False,
FGSG_03526,uncharacterized protein,effector,,protein_coding,Half v Dark,DESeq2,-0.003,,False,
FGSG_03526,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-TPM,,,False,
FGSG_03526,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-FPKM,,,False,
FGSG_03526,uncharacterized protein,effector,,protein_coding,Low v Dark,DESeq2,-0.002,,False,
FGSG_03526,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-TPM,,,False,
FGSG_03526,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-FPKM,,,False,
FGSG_03526,uncharacterized protein,effector,,protein_coding,Low v Half,DESeq2,-0.005,,False,
FGSG_03526,uncharacterized protein,effector,,protein_coding,Low v Half,limma-TPM,,,False,
FGSG_03526,uncharacterized protein,effector,,protein_coding,Low v Half,limma-FPKM,,,False,
FGSG_03530,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Dark v Black,DESeq2,-0.006,,False,F:GO:0016740
FGSG_03530,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Dark v Black,limma-TPM,,,False,F:GO:0016740
FGSG_03530,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Dark v Black,limma-FPKM,,,False,F:GO:0016740
FGSG_03530,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Half v Black,DESeq2,0.048,,False,F:GO:0016740
FGSG_03530,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Half v Black,limma-TPM,,,False,F:GO:0016740
FGSG_03530,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Half v Black,limma-FPKM,,,False,F:GO:0016740
FGSG_03530,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Low v Black,DESeq2,0.101,0.807647411201255,False,F:GO:0016740
FGSG_03530,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Low v Black,limma-TPM,,,False,F:GO:0016740
FGSG_03530,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Low v Black,limma-FPKM,,,False,F:GO:0016740
FGSG_03530,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Half v Dark,DESeq2,0.088,,False,F:GO:0016740
FGSG_03530,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Half v Dark,limma-TPM,,,False,F:GO:0016740
FGSG_03530,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Half v Dark,limma-FPKM,,,False,F:GO:0016740
FGSG_03530,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Low v Dark,DESeq2,0.021,,False,F:GO:0016740
FGSG_03530,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Low v Dark,limma-TPM,,,False,F:GO:0016740
FGSG_03530,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Low v Dark,limma-FPKM,,,False,F:GO:0016740
FGSG_03530,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Low v Half,DESeq2,-0.079,,False,F:GO:0016740
FGSG_03530,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Low v Half,limma-TPM,,,False,F:GO:0016740
FGSG_03530,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Low v Half,limma-FPKM,,,False,F:GO:0016740
FGSG_03531,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Dark v Black,DESeq2,-2.173,0.0014971305153256,True,F:GO:0004497; F:GO:0046872; P:GO:0055114
FGSG_03531,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Dark v Black,limma-TPM,-1.21,0.006728205237925,True,F:GO:0004497; F:GO:0046872; P:GO:0055114
FGSG_03531,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Dark v Black,limma-FPKM,-0.913,0.0041448689755564,False,F:GO:0004497; F:GO:0046872; P:GO:0055114
FGSG_03531,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Half v Black,DESeq2,-0.09,0.769322663321202,False,F:GO:0004497; F:GO:0046872; P:GO:0055114
FGSG_03531,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Half v Black,limma-TPM,-0.044,0.940099707871697,False,F:GO:0004497; F:GO:0046872; P:GO:0055114
FGSG_03531,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Half v Black,limma-FPKM,-0.024,0.959856984620179,False,F:GO:0004497; F:GO:0046872; P:GO:0055114
FGSG_03531,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Low v Black,DESeq2,-0.803,0.112651092565854,False,F:GO:0004497; F:GO:0046872; P:GO:0055114
FGSG_03531,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Low v Black,limma-TPM,-0.579,0.136713161883692,False,F:GO:0004497; F:GO:0046872; P:GO:0055114
FGSG_03531,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Low v Black,limma-FPKM,-0.419,0.14251286367356,False,F:GO:0004497; F:GO:0046872; P:GO:0055114
FGSG_03531,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Half v Dark,DESeq2,1.795,0.0069878179465759,True,F:GO:0004497; F:GO:0046872; P:GO:0055114
FGSG_03531,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Half v Dark,limma-TPM,1.166,0.0133209235235167,True,F:GO:0004497; F:GO:0046872; P:GO:0055114
FGSG_03531,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Half v Dark,limma-FPKM,0.889,0.0086179105323391,False,F:GO:0004497; F:GO:0046872; P:GO:0055114
FGSG_03531,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Low v Dark,DESeq2,0.488,0.128642005153558,False,F:GO:0004497; F:GO:0046872; P:GO:0055114
FGSG_03531,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Low v Dark,limma-TPM,0.631,0.195801716091765,False,F:GO:0004497; F:GO:0046872; P:GO:0055114
FGSG_03531,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Low v Dark,limma-FPKM,0.495,0.190646739039535,False,F:GO:0004497; F:GO:0046872; P:GO:0055114
FGSG_03531,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Low v Half,DESeq2,-0.462,0.279661195660196,False,F:GO:0004497; F:GO:0046872; P:GO:0055114
FGSG_03531,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Low v Half,limma-TPM,-0.535,0.195128495406583,False,F:GO:0004497; F:GO:0046872; P:GO:0055114
FGSG_03531,uncharacterized protein,toxin/pyrone; v2:Toxins,Trichothecenes,protein_coding,Low v Half,limma-FPKM,-0.395,0.20040219973005,False,F:GO:0004497; F:GO:0046872; P:GO:0055114
