"gene_id","FGSG_id","product","AveExpr","log2FoldChange","t","pvalue","padj","significant","direction"
"FGSG_04745","FGSG_04745","uncharacterized protein",5.07394744920587,9.44997756857706,49.2577520510184,3.47260804012084e-24,3.40037779288633e-20,TRUE,"up_in_low_light"
"FGSG_06480","FGSG_06480","uncharacterized protein",8.35660452239818,-6.79593657031885,-46.6705150223993,1.13876007679725e-23,5.57536933599932e-20,TRUE,"up_in_control"
"FGSG_06482","FGSG_06482","uncharacterized protein",3.97198994419846,-7.56878159290512,-41.4287565828436,1.56075628714488e-22,5.09430852124088e-19,TRUE,"up_in_control"
"FGSG_07530","FGSG_07530","alcohol oxidase",4.29202388341101,6.60018438914694,37.382521733063,1.48396434547881e-21,3.63274471773212e-18,TRUE,"up_in_low_light"
"FGSG_03546","FGSG_03546","uncharacterized protein",4.24703596467939,-6.84740230632012,-36.4444903898378,2.58724995586278e-21,5.06687031356167e-18,TRUE,"up_in_control"
"FGSG_06564","FGSG_06564","uncharacterized protein",4.12899633331174,-5.62839669634133,-29.8385759991897,2.01872564186167e-19,3.29456024751824e-16,TRUE,"up_in_control"
"FGSG_07558","FGSG_07558","uncharacterized protein",1.95062801222289,5.00634245867674,28.7408386873822,4.54946126380017e-19,6.36404638501875e-16,TRUE,"up_in_low_light"
"FGSG_01379","FGSG_01379","uncharacterized protein",8.01944143492018,4.17926951478337,27.553640956853,1.13320392486275e-18,1.36015633381125e-15,TRUE,"up_in_low_light"
"FGSG_09697","FGSG_09697","uncharacterized protein",4.82388646375489,-5.47302795219312,-27.4286885200008,1.25014368916475e-18,1.36015633381125e-15,TRUE,"up_in_control"
"FGSG_06048","FGSG_06048","uncharacterized protein",6.48619317221259,-4.82134961673413,-27.1087334140063,1.61071060658251e-18,1.57720782596559e-15,TRUE,"up_in_control"
"FGSG_12607","FGSG_12607","uncharacterized protein",8.55023673641506,-4.11712070793826,-26.3353315249107,3.00743054502304e-18,2.67715999062414e-15,TRUE,"up_in_control"
"FGSG_02329","FGSG_02329","uncharacterized protein",3.27936457394938,4.66679721433226,26.1462297223154,3.51269547774338e-18,2.8663595098386e-15,TRUE,"up_in_low_light"
"FGSG_03547","FGSG_03547","uncharacterized protein",2.62234218542968,-5.30839904821492,-25.9923352854876,3.98903238581715e-18,3.0046619324555e-15,TRUE,"up_in_control"
"FGSG_02966","FGSG_02966","uncharacterized protein",6.3737265074728,-4.14929914484711,-25.6134802668078,5.47196936779299e-18,3.82725171781635e-15,TRUE,"up_in_control"
"FGSG_02281","FGSG_02281","uncharacterized protein",4.39683227572774,-4.66887464328012,-25.4277729552125,6.3992703181751e-18,3.97254329740117e-15,TRUE,"up_in_control"
"FGSG_03970","FGSG_03970","uncharacterized protein",10.9661143874612,-4.24410115915065,-25.5205522977372,6.72167746056829e-18,3.97254329740117e-15,TRUE,"up_in_control"
