"gene_id","FGSG_id","product","AveExpr","log2FoldChange","t","pvalue","padj","significant","direction"
"FGSG_01379","FGSG_01379","uncharacterized protein",8.01944143492018,8.4245386990192,55.542413265951,2.46080477590566e-25,2.40962003656683e-21,TRUE,"up_in_dark_light"
"FGSG_04745","FGSG_04745","uncharacterized protein",5.07394744920587,7.88865474771419,41.1193991476855,1.83974396084047e-22,9.00738643227494e-19,TRUE,"up_in_dark_light"
"FGSG_04972","FGSG_04972","uncharacterized protein",5.12948592472273,6.39048541703078,39.170834801683,5.33380769374925e-22,1.20180841988351e-18,TRUE,"up_in_dark_light"
"FGSG_06480","FGSG_06480","uncharacterized protein",8.35660452239818,-5.68308428202677,-39.0280968065962,5.77797209408373e-22,1.20180841988351e-18,TRUE,"up_in_black_light"
"FGSG_07530","FGSG_07530","alcohol oxidase",4.29202388341101,6.87180563809705,38.9209465168821,6.13668515054896e-22,1.20180841988351e-18,TRUE,"up_in_dark_light"
"FGSG_06482","FGSG_06482","uncharacterized protein",3.97198994419846,-6.65686653375658,-36.4372653440016,2.59849040779316e-21,4.24073634551844e-18,TRUE,"up_in_black_light"
"FGSG_01580","FGSG_01580","uncharacterized protein",5.05829007650516,6.32576222047586,34.2593004517135,9.98612846376014e-21,1.39691671310199e-17,TRUE,"up_in_dark_light"
"FGSG_00260","FGSG_00260","uncharacterized protein",11.7035181788867,-4.6473356735505,-33.0154577085546,2.23673390355075e-20,2.73776229794612e-17,TRUE,"up_in_black_light"
"FGSG_03546","FGSG_03546","uncharacterized protein",4.24703596467939,-6.06553424743097,-32.2830899516007,3.64591424647891e-20,3.96675470016905e-17,TRUE,"up_in_black_light"
"FGSG_01823","FGSG_01823","uncharacterized protein",3.6365527305104,5.92758859051094,31.9280899309433,4.63800405887232e-20,4.54153357444778e-17,TRUE,"up_in_dark_light"
"FGSG_09210","FGSG_09210","uncharacterized protein",4.11090850859195,5.14629358484002,30.8225988849134,9.97962003461958e-20,8.88367630718135e-17,TRUE,"up_in_dark_light"
"FGSG_08049","FGSG_08049","uncharacterized protein",5.56137058788308,5.84259800155726,30.6878462938382,1.09763191258945e-19,8.95667640672991e-17,TRUE,"up_in_dark_light"
"FGSG_11900","FGSG_11900","uncharacterized protein",7.04546429918589,4.74239340147207,30.4898243353642,1.26335879614977e-19,9.51600717838353e-17,TRUE,"up_in_dark_light"
"FGSG_05348","FGSG_05348","uncharacterized protein",5.86503672712547,4.54839593551936,30.2394684552427,1.51105781594802e-19,1.0568770095545e-16,TRUE,"up_in_dark_light"
"FGSG_02325","FGSG_02325","uncharacterized protein",3.1745763319445,5.37236045756065,29.869624627488,1.97368172427207e-19,1.23569453733394e-16,TRUE,"up_in_dark_light"
"FGSG_12214","FGSG_12214","uncharacterized protein",7.0838815409115,4.49824587758984,29.8383150561618,2.01910872113388e-19,1.23569453733394e-16,TRUE,"up_in_dark_light"
"FGSG_02327","FGSG_02327","uncharacterized protein",3.49078423020879,5.42982423850008,29.4877486063999,2.60911222980612e-19,1.50284864436832e-16,TRUE,"up_in_dark_light"
"FGSG_13952","FGSG_13952","uncharacterized protein",5.41730897964791,4.68813304910452,28.9251044140058,3.96131479486352e-19,2.15422078939944e-16,TRUE,"up_in_dark_light"
