gene_id,FGSG_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FGRAM000v1_000175,,5076.55962570446,-4.30740464587206,0.102223400897076,-42.1371682811551,0.0,0.0
FGRAM000v1_000324,,58161.3703072293,-5.09827468998306,0.110816306871949,-46.006538513093,0.0,0.0
FGRAM000v1_001253,,1080.20077551393,4.40043693956669,0.114332739101304,38.4879866795435,0.0,0.0
FGRAM000v1_001557,,6863.28913963825,8.35042083114784,0.163838912484761,50.9672623219136,0.0,0.0
FGRAM000v1_002528,,2652.01715477612,-3.70918493805009,0.0951219178534818,-38.994009180549,0.0,0.0
FGRAM000v1_003211,,1330.28213140266,-4.40593681027226,0.0910702912122384,-48.3795181900129,0.0,0.0
FGRAM000v1_003481,,3726.80234941412,2.9861069447399,0.075938319635743,39.3227945925522,0.0,0.0
FGRAM000v1_004425,,1396.61661807464,-4.48246711787389,0.104081625438425,-43.0668439217037,0.0,0.0
FGRAM000v1_004532,,4731.96191166481,-5.03900705348505,0.0788366956614031,-63.9170250758245,0.0,0.0
FGRAM000v1_005347,,1138.88698036949,4.25412992905996,0.109287375124996,38.9260875210366,0.0,0.0
FGRAM000v1_009111,,1397.71980078035,-5.46724482265306,0.118495610168396,-46.1387963223571,0.0,0.0
FGRAM000v1_009960,,1207.28447496809,-4.81219567082019,0.106017649369567,-45.3905146872795,0.0,0.0
FGRAM000v1_010552,,14994.091913299,-6.09541577953878,0.110925262451304,-54.9506545654074,0.0,0.0
FGRAM000v1_012454,,2242.57360002972,-6.22192069238225,0.10917719871051,-56.9891952337052,0.0,0.0
FGRAM000v1_013224,,1987.89860523977,3.16994902394975,0.0780977708121395,40.5894943093179,0.0,0.0
FGRAM000v1_006277,,1447.69460258662,2.92565169078519,0.0765756660928301,38.2060234022453,2.23683e-319,1.35510127e-316
FGRAM000v1_010949,FGSG_06830,2781.50347341069,-2.71419398705914,0.0717532575054667,-37.8267702599057,4.12618761685e-313,2.35265509236275e-310
FGRAM000v1_000758,,2065.84826982144,-2.79381170660349,0.0748079661219698,-37.3464465274774,2.89554815437512e-305,1.5592526811309999e-302
FGRAM000v1_006544,,1184.44655198178,3.13653885524541,0.0841298283370424,37.2821259384929,3.19755833728987e-304,1.63125962965004e-301
FGRAM000v1_003328,,1787.77689123559,-2.19161546227952,0.0588733672185628,-37.2259234662647,2.59887109611097e-303,1.2595428767301798e-300
FGRAM000v1_012826,,6221.40949054276,-3.05102133333874,0.0821051351478109,-37.1599331496878,3.0302250550961096e-302,1.3986653075736498e-299
FGRAM000v1_002809,,556.439875042259,-5.93248156118038,0.159854348066324,-37.1117935354439,1.81312590116455e-301,7.98846789090363e-299
FGRAM000v1_007272,,5742.0180532082,-2.33374250100874,0.0637347266233897,-36.6164981737333,1.56272060032522e-293,6.585848164761901e-291
FGRAM000v1_011291,FGSG_07130,6672.54862969916,-2.9452063437112,0.0808154288096719,-36.4436146301648,8.68353990627241e-291,3.5070646796457696e-288
FGRAM000v1_007527,,4453.30270415065,2.07611093817069,0.0579642947616197,35.8170654315518,5.99142483684446e-281,2.32299523774134e-278
FGRAM000v1_006082,,856.650640963315,-3.02912153583258,0.0853906395694652,-35.4736953734652,1.25106220141516e-275,4.66405612242969e-273
