"gene_id","FGSG_id","product","AveExpr","log2FoldChange","t","pvalue","padj","significant","direction"
"FGSG_03065","FGSG_03065","phytoene dehydrogenase",5.79357604682663,-7.75536070035122,-45.152303787671,2.74227662779394e-17,2.79492833904758e-13,TRUE,"up_in_dark_light"
"FGSG_00578","FGSG_00578","general stress protein 39",6.49278035867205,-4.08212214053729,-38.4641087560059,2.89678460712665e-16,1.47620143579174e-12,TRUE,"up_in_dark_light"
"FGSG_03066","FGSG_03066","uncharacterized protein",4.65477650310698,-5.00712844936093,-29.6126019820488,1.33338113829604e-14,4.28045875315606e-11,TRUE,"up_in_dark_light"
"FGSG_02955","FGSG_02955","uncharacterized protein",4.16763474916011,-5.75813854510326,-29.1473074887734,1.67992886701572e-14,4.28045875315606e-11,TRUE,"up_in_dark_light"
"FGSG_11232","FGSG_11232","uncharacterized protein",6.81792336327771,-3.33704854751229,-28.178910134711,2.74904855982028e-14,5.38554136089172e-11,TRUE,"up_in_dark_light"
"FGSG_02125","FGSG_02125","uncharacterized protein",6.47871677785144,-3.02767628110615,-27.9043348889608,3.1704521355328e-14,5.38554136089172e-11,TRUE,"up_in_dark_light"
"FGSG_02432","FGSG_02432","uncharacterized protein",2.46228182732965,-4.88321188025314,-27.1950861284017,4.61185453054524e-14,6.71486019647387e-11,TRUE,"up_in_dark_light"
"FGSG_08456","FGSG_08456","uncharacterized protein",8.90132939340157,-3.20591377872818,-26.9380637394492,5.2950117293693e-14,6.74584494321648e-11,TRUE,"up_in_dark_light"
"FGSG_08562","FGSG_08562","uncharacterized protein",4.79057542840012,-3.48987443450185,-25.2110311212696,1.3862432509928e-13,1.46569485998588e-10,TRUE,"up_in_dark_light"
"FGSG_09595","FGSG_09595","uncharacterized protein",5.2710047128518,-2.62552627135639,-24.9880593959584,1.57685511180237e-13,1.46569485998588e-10,TRUE,"up_in_dark_light"
"FGSG_10608","FGSG_10608","uncharacterized protein",5.44217701950389,3.23040629759814,24.9825639529575,1.58189201921552e-13,1.46569485998588e-10,TRUE,"up_in_low_light"
"FGSG_12555","FGSG_12555","uncharacterized protein",10.5369266410827,-2.48495494615209,-23.7708532776153,3.25018328529379e-13,2.70789794093494e-10,TRUE,"up_in_dark_light"
