"gene_id","FGSG_id","product","AveExpr","log2FoldChange","t","pvalue","padj","significant","direction"
"FGSG_06480","FGSG_06480","uncharacterized protein",8.98627518840454,6.68062104496006,67.6770013819649,6.99708394634176e-20,7.13142795811152e-16,TRUE,"up_in_control"
"FGSG_06482","FGSG_06482","uncharacterized protein",4.37985268685404,8.65948507472098,52.8490962573273,2.6961206178776e-18,1.37394306687043e-14,TRUE,"up_in_control"
"FGSG_12214","FGSG_12214","uncharacterized protein",7.71198747765107,-4.01276687359762,-39.1821122876105,2.20772254336917e-16,5.98282097306223e-13,TRUE,"up_in_dark_light"
"FGSG_03546","FGSG_03546","uncharacterized protein",4.74116914795942,6.63536904302044,39.0180867948484,2.34804590779522e-16,5.98282097306223e-13,TRUE,"up_in_control"
"FGSG_07530","FGSG_07530","alcohol oxidase",4.74057937521939,-5.5303567161167,-34.8448996514011,1.23458171389312e-15,2.51657136559973e-12,TRUE,"up_in_dark_light"
"FGSG_06048","FGSG_06048","uncharacterized protein",7.10653346430878,4.73757130968835,34.324599697754,1.53905982379208e-15,2.61434962068148e-12,TRUE,"up_in_control"
"FGSG_08601","FGSG_08601","phosphoenolpyruvate carboxykinase",7.18685009130221,4.66861663921869,33.9577792995509,1.80138488580363e-15,2.62281639373009e-12,TRUE,"up_in_control"
"FGSG_01379","FGSG_01379","uncharacterized protein",8.63044934445386,-3.71474999139844,-33.4510903304199,2.24499093818337e-15,2.86011845524561e-12,TRUE,"up_in_dark_light"
"FGSG_02903","FGSG_02903","uncharacterized protein",11.4366962367228,-2.5615164436844,-30.8922276109794,7.18949893469459e-15,7.99719940791536e-12,TRUE,"up_in_dark_light"
"FGSG_02379","FGSG_02379","uncharacterized protein",5.55003516391765,4.59363287990363,30.7078499522857,7.84654572990126e-15,7.99719940791536e-12,TRUE,"up_in_control"
"FGSG_01596","FGSG_01596","uncharacterized protein",3.99017858235795,4.67448241556098,29.7410168164025,1.25179041861768e-14,1.15984072241376e-11,TRUE,"up_in_control"
"FGSG_09210","FGSG_09210","uncharacterized protein",4.66948333850225,-3.82465238962704,-29.5117958085785,1.40139983680421e-14,1.19025559472571e-11,TRUE,"up_in_dark_light"
"FGSG_09697","FGSG_09697","uncharacterized protein",5.39436143568786,5.0307232937331,28.4250076076099,2.42192599147513e-14,1.8987899773165e-11,TRUE,"up_in_control"
"FGSG_13979","FGSG_13979","uncharacterized protein",7.47661940916581,-2.43672294528309,-27.985083892856,3.03979970061954e-14,2.21297418205102e-11,TRUE,"up_in_dark_light"
"FGSG_03547","FGSG_03547","uncharacterized protein",2.9725648515052,5.88456603850812,27.7428443413617,3.45005130714707e-14,2.21690335564797e-11,TRUE,"up_in_control"
"FGSG_04745","FGSG_04745","uncharacterized protein",5.51302576638462,-7.06960422875887,-30.9678063029935,3.48022504811298e-14,2.21690335564797e-11,TRUE,"up_in_dark_light"
"FGSG_07815","FGSG_07815","uncharacterized protein",6.51618909134823,-3.29520565567505,-27.551617592522,3.81553907028065e-14,2.28752789437061e-11,TRUE,"up_in_dark_light"
"FGSG_08196","FGSG_08196","aspergillopepsin-2 precursor",9.39169148152115,2.76952752246582,26.2646237511785,7.6507574833989e-14,4.30160744090152e-11,TRUE,"up_in_control"
"FGSG_02325","FGSG_02325","uncharacterized protein",3.59453316701974,-3.90702693136572,-26.1797610241446,8.01908765474185e-14,4.30160744090152e-11,TRUE,"up_in_dark_light"
"FGSG_11757","FGSG_11757","uncharacterized protein",9.82429366382308,2.45424332022099,25.1595485875506,1.42796073569196e-13,7.27688790908621e-11,TRUE,"up_in_control"
"FGSG_02329","FGSG_02329","uncharacterized protein",3.70759854703581,-3.82137351624876,-24.9915556140579,1.57365951556964e-13,7.30787541669931e-11,TRUE,"up_in_dark_light"
"FGSG_07721","FGSG_07721","uncharacterized protein",2.5948536399703,4.55220138656959,24.9874141463279,1.57744563547277e-13,7.30787541669931e-11,TRUE,"up_in_control"
"FGSG_05348","FGSG_05348","uncharacterized protein",6.48057385210804,-2.54147428799393,-24.7083806203215,1.85632129275659e-13,8.2259246155544e-11,TRUE,"up_in_dark_light"
"FGSG_11888","FGSG_11888","uncharacterized protein",9.12165566079718,-2.49229636225342,-24.3410424540769,2.30620422243466e-13,9.79368059793919e-11,TRUE,"up_in_dark_light"
"FGSG_03430","FGSG_03430","uncharacterized protein",5.71984919875748,2.76218921113041,23.9843324322886,2.85577134681399e-13,1.16424086266913e-10,TRUE,"up_in_control"
"FGSG_09896","FGSG_09896","isocitrate lyase",5.78728149240642,3.39690025186737,23.8478196411147,3.10167509058269e-13,1.20516653346141e-10,TRUE,"up_in_control"
"FGSG_03818","FGSG_03818","uncharacterized protein",7.58490196764708,-2.88596778355339,-23.8002167274632,3.19265074602219e-13,1.20516653346141e-10,TRUE,"up_in_dark_light"
"FGSG_05486","FGSG_05486","uncharacterized protein",4.90379373551735,2.90915753714576,23.7366381130819,3.31861904888911e-13,1.20797733379563e-10,TRUE,"up_in_control"
"FGSG_03721","FGSG_03721","uncharacterized protein",5.85127342317588,-2.8227706880259,-23.4644372726435,3.92100158612298e-13,1.37802924709536e-10,TRUE,"up_in_dark_light"
"FGSG_02328","FGSG_02328","uncharacterized protein",2.90562977863511,-3.4560991813629,-23.2742115346399,4.41059144486478e-13,1.49696722532781e-10,TRUE,"up_in_dark_light"
"FGSG_10656","FGSG_10656","uncharacterized protein",4.25704751009595,-3.00592016663755,-23.2054939095648,4.60313667826949e-13,1.49696722532781e-10,TRUE,"up_in_dark_light"
"FGSG_10224","FGSG_10224","uncharacterized protein",10.3969379235257,2.34536634457682,23.1720550075016,4.70005408266189e-13,1.49696722532781e-10,TRUE,"up_in_control"
"FGSG_07608","FGSG_07608","uncharacterized protein",5.92655969248209,2.38193804510546,23.0907481235035,4.9448980727775e-13,1.52722427750752e-10,TRUE,"up_in_control"
"FGSG_01823","FGSG_01823","uncharacterized protein",4.10797917653328,-4.46279723337923,-22.9227167030891,5.49503384395732e-13,1.62964621054396e-10,TRUE,"up_in_dark_light"
"FGSG_03548","FGSG_03548","uncharacterized protein",3.14887682652355,3.49660847236225,22.8937435541187,5.59631253620866e-13,1.62964621054396e-10,TRUE,"up_in_control"
