GO,go_name,namespace,padj,gene_id,role,GOI_category
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_09456,GOI,Metabolism
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_06055,GOI,Metabolism
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_02324,GOI,Pigment
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_02972,GOI,Photoreceptors
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_02321,GOI,Pigment
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_07075,GOI,Metabolism
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_07683,candidate_seed,
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_10947,GOI,Metabolism
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_12223,GOI,Pathogenicity
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_12180,GOI,Metabolism
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_04590,GOI,Pathogenicity
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_03546,GOI,Toxins
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_11206,GOI,Pathogenicity
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_13952,GOI,Effectors
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_08795,GOI,Metabolism
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_02326,GOI,Pigment
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_07896,GOI,Toxins
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_02030,GOI,Metabolism
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_03543,GOI,Toxins
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_02328,GOI,Pigment
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_04589,GOI,Pathogenicity
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_08081,GOI,Toxins
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_03600,GOI,Effectors
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_08425,candidate_seed,
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_03532,GOI,Toxins
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_09826,GOI,Effectors
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_05610,GOI,Metabolism
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_04458,GOI,Metabolism
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_00743,GOI,Metabolism
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_09834,GOI,Metabolism
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_02255,GOI,Effectors
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_02325,GOI,Pigment
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_08774,GOI,Metabolism
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_02329,GOI,Pigment
GO:0016491,oxidoreductase activity,MF,0.2323,FGSG_10922,GOI,Pathogenicity
GO:0008152,metabolic process,BP,0.2378,FGSG_03881,GOI,Pathogenicity
GO:0008152,metabolic process,BP,0.2378,FGSG_11326,GOI,Metabolism
GO:0008152,metabolic process,BP,0.2378,FGSG_11184,GOI,Metabolism
GO:0008152,metabolic process,BP,0.2378,FGSG_10670,GOI,Effectors
GO:0008152,metabolic process,BP,0.2378,FGSG_02326,GOI,Pigment
GO:0008152,metabolic process,BP,0.2378,FGSG_03535,GOI,Toxins
GO:0008152,metabolic process,BP,0.2378,FGSG_02323,GOI,Pigment
GO:0008152,metabolic process,BP,0.2378,FGSG_05919,GOI,Metabolism
GO:0008152,metabolic process,BP,0.2378,FGSG_07896,GOI,Toxins
GO:0008152,metabolic process,BP,0.2378,FGSG_08082,GOI,Toxins
GO:0008152,metabolic process,BP,0.2378,FGSG_03543,GOI,Toxins
GO:0008152,metabolic process,BP,0.2378,FGSG_02328,GOI,Pigment
GO:0008152,metabolic process,BP,0.2378,FGSG_08079,GOI,Toxins
GO:0008152,metabolic process,BP,0.2378,FGSG_03539,GOI,Toxins
GO:0008152,metabolic process,BP,0.2378,FGSG_08084,GOI,Toxins
GO:0008152,metabolic process,BP,0.2378,FGSG_08081,GOI,Toxins
GO:0008152,metabolic process,BP,0.2378,FGSG_08083,GOI,Toxins
GO:0008152,metabolic process,BP,0.2378,FGSG_09187,GOI,Pigment
GO:0008152,metabolic process,BP,0.2378,FGSG_00007,GOI,Toxins
GO:0008152,metabolic process,BP,0.2378,FGSG_03600,GOI,Effectors
GO:0008152,metabolic process,BP,0.2378,FGSG_02840,GOI,Effectors
GO:0008152,metabolic process,BP,0.2378,FGSG_03532,GOI,Toxins
GO:0008152,metabolic process,BP,0.2378,FGSG_01379,candidate_seed,
GO:0008152,metabolic process,BP,0.2378,FGSG_02324,GOI,Pigment
GO:0008152,metabolic process,BP,0.2378,FGSG_02327,GOI,Pigment
GO:0008152,metabolic process,BP,0.2378,FGSG_02321,GOI,Pigment
GO:0008152,metabolic process,BP,0.2378,FGSG_02903,GOI,Effectors
GO:0008152,metabolic process,BP,0.2378,FGSG_09064,GOI,Metabolism
GO:0008152,metabolic process,BP,0.2378,FGSG_03842,GOI,Metabolism
GO:0008152,metabolic process,BP,0.2378,FGSG_01823,candidate_seed,
GO:0008152,metabolic process,BP,0.2378,FGSG_02255,GOI,Effectors
GO:0008152,metabolic process,BP,0.2378,FGSG_02325,GOI,Pigment
GO:0008152,metabolic process,BP,0.2378,FGSG_01866,GOI,Metabolism
GO:0008152,metabolic process,BP,0.2378,FGSG_03541,GOI,Toxins
GO:0008152,metabolic process,BP,0.2378,FGSG_02329,GOI,Pigment
GO:0008152,metabolic process,BP,0.2378,FGSG_13952,GOI,Effectors
GO:0008152,metabolic process,BP,0.2378,FGSG_03599,GOI,Toxins
GO:0008152,metabolic process,BP,0.2378,FGSG_08795,GOI,Metabolism
GO:0008270,zinc ion binding,MF,0.8265,FGSG_03881,GOI,Pathogenicity
GO:0008270,zinc ion binding,MF,0.8265,FGSG_11184,GOI,Metabolism
GO:0008270,zinc ion binding,MF,0.8265,FGSG_10670,GOI,Effectors
GO:0008270,zinc ion binding,MF,0.8265,FGSG_11326,GOI,Metabolism
GO:0008270,zinc ion binding,MF,0.8265,FGSG_02326,GOI,Pigment
GO:0008270,zinc ion binding,MF,0.8265,FGSG_02323,GOI,Pigment
GO:0008270,zinc ion binding,MF,0.8265,FGSG_05919,GOI,Metabolism
GO:0008270,zinc ion binding,MF,0.8265,FGSG_07896,GOI,Toxins
GO:0008270,zinc ion binding,MF,0.8265,FGSG_08082,GOI,Toxins
GO:0008270,zinc ion binding,MF,0.8265,FGSG_03543,GOI,Toxins
GO:0008270,zinc ion binding,MF,0.8265,FGSG_02328,GOI,Pigment
GO:0008270,zinc ion binding,MF,0.8265,FGSG_07921,candidate_seed,
GO:0008270,zinc ion binding,MF,0.8265,FGSG_03539,GOI,Toxins
GO:0008270,zinc ion binding,MF,0.8265,FGSG_08081,GOI,Toxins
GO:0008270,zinc ion binding,MF,0.8265,FGSG_09187,GOI,Pigment
GO:0008270,zinc ion binding,MF,0.8265,FGSG_08083,GOI,Toxins
GO:0008270,zinc ion binding,MF,0.8265,FGSG_00007,GOI,Toxins
GO:0008270,zinc ion binding,MF,0.8265,FGSG_03600,GOI,Effectors
GO:0008270,zinc ion binding,MF,0.8265,FGSG_02840,GOI,Effectors
GO:0008270,zinc ion binding,MF,0.8265,FGSG_03532,GOI,Toxins
GO:0008270,zinc ion binding,MF,0.8265,FGSG_02324,GOI,Pigment
GO:0008270,zinc ion binding,MF,0.8265,FGSG_02327,GOI,Pigment
GO:0008270,zinc ion binding,MF,0.8265,FGSG_02321,GOI,Pigment
GO:0008270,zinc ion binding,MF,0.8265,FGSG_02903,GOI,Effectors
GO:0008270,zinc ion binding,MF,0.8265,FGSG_09064,GOI,Metabolism
GO:0008270,zinc ion binding,MF,0.8265,FGSG_03842,GOI,Metabolism
GO:0008270,zinc ion binding,MF,0.8265,FGSG_07683,candidate_seed,
GO:0008270,zinc ion binding,MF,0.8265,FGSG_02255,GOI,Effectors
GO:0008270,zinc ion binding,MF,0.8265,FGSG_12211,GOI,Metabolism
GO:0008270,zinc ion binding,MF,0.8265,FGSG_02325,GOI,Pigment
GO:0008270,zinc ion binding,MF,0.8265,FGSG_02320,GOI,Pigment
GO:0008270,zinc ion binding,MF,0.8265,FGSG_01866,GOI,Metabolism
GO:0008270,zinc ion binding,MF,0.8265,FGSG_03541,GOI,Toxins
GO:0008270,zinc ion binding,MF,0.8265,FGSG_02329,GOI,Pigment
GO:0008270,zinc ion binding,MF,0.8265,FGSG_13952,GOI,Effectors
GO:0008270,zinc ion binding,MF,0.8265,FGSG_03599,GOI,Toxins
GO:0008270,zinc ion binding,MF,0.8265,FGSG_08795,GOI,Metabolism
