gene_id,module
FGSG_11916,1
FGSG_01248,1
FGSG_01249,2
FGSG_01250,2
FGSG_01251,3
FGSG_01252,1
FGSG_01253,1
FGSG_11917,0
FGSG_11918,1
FGSG_01254,1
FGSG_01255,1
FGSG_01256,4
FGSG_01257,2
FGSG_01258,7
FGSG_11919,2
FGSG_11920,1
FGSG_01261,3
FGSG_11921,2
FGSG_11922,2
FGSG_01263,2
FGSG_01264,2
FGSG_01265,2
FGSG_01266,4
FGSG_01267,2
FGSG_01268,2
FGSG_01269,1
FGSG_01270,2
FGSG_01271,2
FGSG_01272,1
FGSG_01273,2
FGSG_11923,2
FGSG_01274,3
FGSG_01275,1
FGSG_01276,2
FGSG_01277,1
FGSG_01278,2
FGSG_01279,2
FGSG_01280,1
FGSG_01281,3
FGSG_01282,3
FGSG_01283,2
FGSG_01284,2
FGSG_01285,2
FGSG_11924,5
FGSG_01286,2
FGSG_01287,7
FGSG_01288,2
FGSG_01289,2
FGSG_01290,1
FGSG_01291,2
FGSG_01292,2
FGSG_01293,3
FGSG_20518,1
FGSG_01294,2
FGSG_01295,1
FGSG_01296,3
FGSG_11925,3
FGSG_11926,1
FGSG_11927,3
FGSG_01298,3
FGSG_11928,0
FGSG_01299,2
FGSG_01300,3
FGSG_01301,1
FGSG_01302,6
FGSG_01303,15
FGSG_20001,0
FGSG_01304,3
FGSG_01306,1
FGSG_01307,1
FGSG_01308,1
FGSG_01309,2
FGSG_11929,1
FGSG_01310,3
FGSG_01311,2
FGSG_01312,1
FGSG_01313,2
FGSG_01314,1
FGSG_01315,1
FGSG_01316,1
FGSG_01317,1
FGSG_01318,1
FGSG_01319,1
FGSG_01320,3
FGSG_01321,2
FGSG_01322,1
FGSG_11931,1
FGSG_01323,1
FGSG_01324,3
FGSG_01325,1
FGSG_01326,1
FGSG_01327,1
FGSG_01328,1
FGSG_01329,1
FGSG_01330,1
FGSG_01331,2
FGSG_01332,3
FGSG_01333,2
FGSG_01334,2
FGSG_01335,2
FGSG_01336,2
FGSG_01337,2
FGSG_01338,2
FGSG_01339,3
FGSG_11932,1
FGSG_11934,3
FGSG_01340,1
FGSG_01341,3
FGSG_01342,1
FGSG_01343,1
FGSG_01344,1
FGSG_01345,2
FGSG_11935,1
FGSG_01346,1
FGSG_01347,2
FGSG_01348,2
FGSG_01349,1
FGSG_01350,3
FGSG_01351,3
FGSG_01352,1
FGSG_01353,2
FGSG_01354,1
FGSG_01355,1
FGSG_01356,1
FGSG_01357,0
FGSG_01358,2
FGSG_01359,1
FGSG_01360,2
FGSG_01361,2
FGSG_11936,1
FGSG_01362,1
FGSG_11937,0
FGSG_11938,2
FGSG_01363,3
FGSG_11939,1
FGSG_01364,1
FGSG_01365,3
FGSG_01366,1
FGSG_11940,1
FGSG_11941,1
FGSG_01368,2
FGSG_11942,1
FGSG_01369,2
FGSG_01370,6
FGSG_01371,1
FGSG_01372,1
FGSG_01373,2
FGSG_01374,3
FGSG_01375,1
FGSG_01376,1
FGSG_01377,2
FGSG_01378,2
FGSG_01379,2
FGSG_01381,0
FGSG_01382,1
FGSG_01383,1
FGSG_01385,3
FGSG_20519,8
FGSG_20520,0
FGSG_01386,2
FGSG_01387,1
FGSG_01388,2
FGSG_01389,2
FGSG_01390,2
FGSG_01391,1
FGSG_01392,1
FGSG_01393,1
FGSG_01394,1
FGSG_01395,1
FGSG_01396,1
FGSG_01397,1
FGSG_01398,2
FGSG_01399,0
FGSG_01400,8
FGSG_01401,1
FGSG_01402,1
FGSG_11943,1
FGSG_01403,1
FGSG_01404,10
FGSG_01405,2
FGSG_01406,3
FGSG_01407,2
FGSG_01408,1
FGSG_11944,1
FGSG_01409,2
FGSG_01410,3
FGSG_01411,1
FGSG_01412,4
FGSG_11945,1
FGSG_01413,1
FGSG_01414,2
FGSG_01415,1
FGSG_11946,1
FGSG_11947,2
FGSG_01417,2
FGSG_11948,0
FGSG_01418,1
FGSG_11949,1
FGSG_01419,2
FGSG_01420,1
FGSG_01421,2
FGSG_01422,1
FGSG_01424,1
FGSG_11950,0
FGSG_11951,7
FGSG_01425,1
FGSG_01426,2
FGSG_01428,1
FGSG_01429,3
FGSG_01430,2
FGSG_01431,3
FGSG_01432,1
FGSG_20002,0
FGSG_01433,1
FGSG_11954,8
FGSG_01434,1
FGSG_01435,1
FGSG_01436,2
FGSG_01437,2
FGSG_01438,1
FGSG_01439,1
FGSG_01440,1
FGSG_11955,2
FGSG_11956,2
FGSG_01442,1
FGSG_01443,1
FGSG_01444,1
FGSG_01445,1
FGSG_01446,3
FGSG_01447,0
FGSG_01448,1
FGSG_01449,1
FGSG_01450,2
FGSG_01451,1
FGSG_01452,1
FGSG_01453,1
FGSG_01454,1
FGSG_01455,1
FGSG_11957,1
FGSG_01457,2
FGSG_01459,1
FGSG_01460,13
FGSG_01461,3
FGSG_01462,1
FGSG_01463,2
FGSG_01464,0
FGSG_01465,0
FGSG_01466,2
FGSG_01467,2
FGSG_01468,1
FGSG_01469,4
FGSG_01470,1
FGSG_11958,0
FGSG_11959,1
FGSG_01472,1
FGSG_01473,2
FGSG_01474,6
FGSG_11960,2
FGSG_11961,2
FGSG_01475,1
FGSG_01476,2
FGSG_01477,2
FGSG_20521,10
FGSG_01478,4
FGSG_01479,2
FGSG_01480,6
FGSG_20522,5
FGSG_01481,3
FGSG_01483,1
FGSG_01484,2
FGSG_01485,4
FGSG_01486,1
FGSG_01487,4
FGSG_01488,2
FGSG_01489,2
FGSG_01490,1
FGSG_01491,1
FGSG_01492,2
FGSG_01493,2
FGSG_01494,2
FGSG_01495,2
FGSG_01496,4
FGSG_01497,2
FGSG_01498,1
FGSG_01499,2
FGSG_01500,1
FGSG_01501,1
FGSG_01502,4
FGSG_01503,1
FGSG_01504,2
FGSG_01505,2
FGSG_01506,3
FGSG_01507,2
FGSG_01508,1
FGSG_01509,1
FGSG_01510,3
FGSG_01511,2
FGSG_01512,1
FGSG_01513,1
FGSG_01514,2
FGSG_01515,1
FGSG_01516,2
FGSG_01517,0
FGSG_01519,2
FGSG_01520,3
FGSG_01521,1
FGSG_01522,8
FGSG_01523,4
FGSG_11962,2
FGSG_11963,2
FGSG_01525,1
FGSG_01526,1
FGSG_01527,2
FGSG_01528,12
FGSG_01529,1
FGSG_01530,1
FGSG_20524,1
FGSG_01531,1
FGSG_01532,1
FGSG_01533,1
FGSG_01534,1
FGSG_01535,1
FGSG_01536,1
FGSG_01537,7
FGSG_01538,1
FGSG_01539,1
FGSG_01540,1
FGSG_01541,1
FGSG_01542,1
FGSG_01543,1
FGSG_01544,1
FGSG_11964,3
FGSG_01545,2
FGSG_01546,1
FGSG_01547,1
FGSG_01548,1
FGSG_01549,2
FGSG_01550,2
FGSG_01551,2
FGSG_01552,1
FGSG_01553,1
FGSG_01554,1
FGSG_11965,10
FGSG_01555,1
FGSG_01556,1
FGSG_01557,2
FGSG_01558,1
FGSG_01559,1
FGSG_01560,1
FGSG_01561,2
FGSG_01562,1
FGSG_01563,1
FGSG_01564,3
FGSG_01565,4
FGSG_01566,2
FGSG_01567,1
FGSG_11966,4
FGSG_11967,1
FGSG_01569,1
FGSG_01570,7
FGSG_20527,6
FGSG_01571,2
FGSG_01572,2
FGSG_01573,1
FGSG_01574,1
FGSG_11968,1
FGSG_11969,3
FGSG_11970,1
FGSG_01575,2
FGSG_01576,1
FGSG_01577,2
FGSG_01578,0
FGSG_01579,2
FGSG_01580,2
FGSG_20528,1
FGSG_01581,1
FGSG_01582,2
FGSG_01584,2
FGSG_01585,2
FGSG_01586,2
FGSG_01587,3
FGSG_11971,1
FGSG_01588,2
FGSG_01589,0
FGSG_01590,1
FGSG_01591,1
FGSG_11972,5
FGSG_01592,2
FGSG_01593,2
FGSG_11973,5
FGSG_01594,2
FGSG_01595,1
FGSG_01596,1
FGSG_01597,4
FGSG_20530,0
FGSG_01599,1
FGSG_11974,2
FGSG_11975,8
FGSG_11976,1
FGSG_11977,1
FGSG_01602,2
FGSG_01603,2
FGSG_20531,5
FGSG_01604,4
FGSG_11978,1
FGSG_11979,1
FGSG_01605,2
FGSG_01606,1
FGSG_01607,1
FGSG_01608,1
FGSG_01609,1
FGSG_01610,2
FGSG_01611,0
FGSG_01612,2
FGSG_01613,1
FGSG_01614,1
FGSG_01615,2
FGSG_01616,0
FGSG_01617,1
FGSG_20533,13
FGSG_11980,2
FGSG_11981,2
FGSG_01618,1
FGSG_01619,1
FGSG_01620,1
FGSG_01621,1
FGSG_01622,1
FGSG_01623,0
FGSG_01624,1
FGSG_01626,9
FGSG_01627,3
FGSG_01628,3
FGSG_01629,3
FGSG_01630,1
FGSG_01631,1
FGSG_20534,1
FGSG_01632,1
FGSG_01633,1
FGSG_01634,2
FGSG_01635,13
FGSG_01636,1
FGSG_11982,1
FGSG_01637,1
FGSG_01638,1
FGSG_01639,1
FGSG_01640,2
FGSG_01641,1
FGSG_01642,2
FGSG_01643,1
FGSG_01644,1
FGSG_01645,2
FGSG_01646,1
FGSG_01647,1
FGSG_01648,1
FGSG_01649,1
FGSG_01650,4
FGSG_01651,2
FGSG_01652,1
FGSG_01653,1
FGSG_01654,1
FGSG_01655,1
FGSG_01656,3
FGSG_01657,14
FGSG_01658,1
FGSG_01659,1
FGSG_01660,2
FGSG_01661,1
FGSG_01662,1
FGSG_01663,2
FGSG_01664,3
FGSG_20535,1
FGSG_01665,1
FGSG_01666,3
FGSG_01667,4
FGSG_01668,4
FGSG_01669,3
FGSG_01670,1
FGSG_01671,2
FGSG_11983,5
FGSG_01672,1
FGSG_01673,1
FGSG_01674,1
FGSG_01675,4
FGSG_01676,10
FGSG_01677,9
FGSG_01680,3
FGSG_01681,2
FGSG_11984,2
FGSG_11985,2
FGSG_11986,2
FGSG_11987,2
FGSG_11988,2
FGSG_11989,1
FGSG_01685,2
FGSG_01686,1
FGSG_01687,1
FGSG_01689,2
FGSG_01690,2
FGSG_01691,1
FGSG_01692,2
FGSG_01693,1
FGSG_01694,1
FGSG_01695,1
FGSG_01696,1
FGSG_11990,1
FGSG_11991,1
FGSG_01698,2
FGSG_01699,1
FGSG_01700,1
FGSG_01701,2
FGSG_01702,1
FGSG_01703,1
FGSG_11992,2
FGSG_11993,3
FGSG_01705,1
FGSG_01707,10
FGSG_01708,2
FGSG_11994,1
FGSG_11995,2
FGSG_01710,1
FGSG_01711,0
FGSG_01712,2
FGSG_01713,4
FGSG_01714,9
FGSG_11996,2
FGSG_11997,2
FGSG_01717,4
FGSG_11998,2
FGSG_11999,2
FGSG_12000,11
FGSG_01722,7
FGSG_01723,9
FGSG_01724,2
FGSG_01725,2
FGSG_01726,1
FGSG_01727,4
FGSG_01728,1
FGSG_01730,2
FGSG_01731,1
FGSG_12001,1
FGSG_12002,1
FGSG_12003,1
FGSG_01733,1
FGSG_01734,1
FGSG_01735,2
FGSG_01738,4
FGSG_01739,12
FGSG_01740,8
FGSG_01742,1
FGSG_01743,1
FGSG_01744,2
FGSG_01745,2
FGSG_01746,1
FGSG_01747,1
FGSG_01748,2
FGSG_01749,7
FGSG_12004,2
FGSG_12005,2
FGSG_01751,2
FGSG_01752,2
FGSG_12006,2
FGSG_01754,2
FGSG_01755,1
FGSG_01756,2
FGSG_01757,2
FGSG_01758,5
FGSG_01759,2
FGSG_01760,2
FGSG_01761,2
FGSG_01762,2
FGSG_12008,1
FGSG_01763,13
FGSG_01764,2
FGSG_01765,2
FGSG_01766,1
FGSG_01767,2
FGSG_12009,1
FGSG_12010,1
FGSG_01768,2
FGSG_01769,2
FGSG_01770,2
FGSG_01772,1
FGSG_01773,2
FGSG_12011,7
FGSG_12012,1
FGSG_01775,6
FGSG_01777,2
FGSG_01779,2
FGSG_01780,2
FGSG_01781,2
FGSG_01782,2
FGSG_01783,2
FGSG_01784,2
FGSG_01785,2
FGSG_01786,1
FGSG_01787,3
FGSG_01789,14
FGSG_01790,2
FGSG_01791,2
FGSG_01792,2
FGSG_01793,2
FGSG_01794,1
FGSG_01795,2
FGSG_01796,2
FGSG_01797,2
FGSG_01798,2
FGSG_01799,2
FGSG_01800,3
FGSG_01801,2
FGSG_01802,2
FGSG_01803,1
FGSG_12013,5
FGSG_01805,1
FGSG_01806,1
FGSG_01807,2
FGSG_01808,2
FGSG_01809,2
FGSG_01810,2
FGSG_01811,2
FGSG_01812,2
FGSG_01813,2
FGSG_01814,2
FGSG_01815,6
FGSG_01816,2
FGSG_01817,2
FGSG_01818,2
FGSG_01819,4
FGSG_01820,5
FGSG_12015,8
FGSG_01822,4
FGSG_01823,2
FGSG_01824,2
FGSG_12016,2
FGSG_01825,4
FGSG_01826,2
FGSG_01827,4
FGSG_01828,7
FGSG_01829,2
FGSG_01830,2
FGSG_01831,8
FGSG_01832,2
FGSG_01833,4
FGSG_12017,2
FGSG_12018,1
FGSG_01836,2
FGSG_01837,2
FGSG_12019,2
FGSG_01838,3
FGSG_01839,2
FGSG_01840,4
FGSG_01841,2
FGSG_20537,2
FGSG_12020,2
FGSG_01842,1
FGSG_01843,1
FGSG_01844,2
FGSG_12021,3
FGSG_01845,2
FGSG_01846,2
FGSG_01847,1
FGSG_01848,1
FGSG_01849,2
FGSG_01850,3
FGSG_01851,2
FGSG_01852,3
FGSG_01853,1
FGSG_01854,3
FGSG_01855,2
FGSG_01856,2
FGSG_01857,1
FGSG_12022,2
FGSG_01858,2
FGSG_01859,2
FGSG_12023,10
FGSG_01861,2
FGSG_01862,2
FGSG_12024,1
FGSG_01863,2
FGSG_12025,1
FGSG_01865,2
FGSG_01866,2
FGSG_01867,1
FGSG_01868,2
FGSG_01869,1
FGSG_01870,1
FGSG_01871,1
FGSG_12026,3
FGSG_01872,2
FGSG_01873,2
FGSG_01874,1
FGSG_01875,2
FGSG_01876,2
FGSG_01877,2
FGSG_01879,1
FGSG_01880,4
FGSG_01881,1
FGSG_01882,2
FGSG_01883,1
FGSG_01884,1
FGSG_01885,1
FGSG_01886,3
FGSG_01887,2
FGSG_01888,1
FGSG_01889,1
FGSG_01890,2
FGSG_01891,2
FGSG_01892,12
FGSG_01893,1
FGSG_01894,0
FGSG_01895,2
FGSG_01896,1
FGSG_01897,2
FGSG_01898,1
FGSG_01899,1
FGSG_01900,1
FGSG_01901,1
FGSG_01902,2
FGSG_01904,1
FGSG_01903,3
FGSG_01905,2
FGSG_01906,4
FGSG_01907,0
FGSG_01908,1
FGSG_01909,2
FGSG_01910,3
FGSG_01911,1
FGSG_01912,1
FGSG_01913,1
FGSG_01914,1
FGSG_01915,2
FGSG_12027,2
FGSG_01916,3
FGSG_12028,1
FGSG_01917,1
FGSG_01918,2
FGSG_01919,2
FGSG_01920,2
FGSG_01921,1
FGSG_01922,2
FGSG_01923,1
FGSG_01924,1
FGSG_01925,3
FGSG_01926,1
FGSG_01927,2
FGSG_01928,2
FGSG_01929,1
FGSG_12029,1
FGSG_01930,1
FGSG_01931,1
FGSG_01932,1
FGSG_01933,2
FGSG_01934,2
FGSG_01935,2
FGSG_01936,1
FGSG_12030,0
FGSG_12031,1
FGSG_01938,4
FGSG_01939,10
FGSG_01940,1
FGSG_01941,1
FGSG_01942,3
FGSG_12032,1
FGSG_01943,1
FGSG_01944,2
FGSG_12033,1
FGSG_12034,1
FGSG_01946,1
FGSG_01947,1
FGSG_01948,3
FGSG_01949,1
FGSG_01950,1
FGSG_12035,1
FGSG_12036,3
FGSG_01953,1
FGSG_01954,0
FGSG_01955,2
FGSG_12037,3
FGSG_01956,2
FGSG_01957,2
FGSG_01958,1
FGSG_01959,2
FGSG_01960,2
FGSG_12038,6
FGSG_01962,1
FGSG_01963,4
FGSG_12039,1
FGSG_01964,1
FGSG_12040,1
FGSG_12041,3
FGSG_01965,1
FGSG_12042,1
FGSG_12043,1
FGSG_01967,4
FGSG_01968,3
FGSG_01969,1
FGSG_01970,1
FGSG_12044,1
FGSG_12045,6
FGSG_12046,1
FGSG_01972,1
FGSG_01973,1
FGSG_01974,2
FGSG_01975,1
FGSG_01976,1
FGSG_01977,2
FGSG_01978,4
FGSG_20538,6
FGSG_12047,1
FGSG_01980,2
FGSG_01981,1
FGSG_01982,2
FGSG_01983,2
FGSG_01985,2
FGSG_01986,2
FGSG_12048,2
FGSG_12049,2
FGSG_01988,2
FGSG_01989,2
FGSG_01990,2
FGSG_01991,1
FGSG_01992,4
FGSG_01993,3
FGSG_01994,2
FGSG_01995,2
FGSG_12050,6
FGSG_01997,1
FGSG_02000,2
FGSG_02001,3
FGSG_02002,3
FGSG_02003,2
FGSG_12053,2
FGSG_12054,15
FGSG_02004,2
FGSG_12056,2
FGSG_12057,1
FGSG_02007,2
FGSG_02008,1
FGSG_02009,1
FGSG_02010,3
FGSG_02011,1
FGSG_02012,1
FGSG_02013,1
FGSG_02014,1
FGSG_02015,2
FGSG_02016,2
FGSG_12058,9
FGSG_12059,4
FGSG_12060,1
FGSG_12061,2
FGSG_20541,1
FGSG_02018,2
FGSG_02019,1
FGSG_20543,2
FGSG_02020,1
FGSG_02021,10
FGSG_02022,1
FGSG_02023,1
FGSG_02024,3
FGSG_02025,2
FGSG_02026,3
FGSG_20544,5
FGSG_02027,1
FGSG_02028,4
FGSG_02029,4
FGSG_02030,1
FGSG_02031,4
FGSG_02032,11
FGSG_02033,2
FGSG_02034,1
FGSG_12062,1
FGSG_02035,1
FGSG_02036,2
FGSG_02037,13
FGSG_02038,1
FGSG_02039,2
FGSG_02040,4
FGSG_02041,12
FGSG_02043,1
FGSG_02044,1
FGSG_02045,1
FGSG_02046,1
FGSG_02047,1
FGSG_02048,1
FGSG_02049,2
FGSG_02050,1
FGSG_02051,1
FGSG_02052,1
FGSG_02053,1
FGSG_02054,2
FGSG_02055,1
FGSG_02056,1
FGSG_12063,3
FGSG_12064,2
FGSG_02058,0
FGSG_02059,1
FGSG_02060,4
FGSG_02061,5
FGSG_02062,3
FGSG_02063,4
FGSG_02064,2
FGSG_02065,1
FGSG_02066,1
FGSG_02067,2
FGSG_02068,3
FGSG_12065,0
FGSG_02069,4
FGSG_02070,2
FGSG_02071,1
FGSG_02072,2
FGSG_02073,1
FGSG_02074,1
FGSG_02075,2
FGSG_02076,7
FGSG_02077,2
FGSG_02078,1
FGSG_02079,1
FGSG_02080,1
FGSG_02081,2
FGSG_02082,1
FGSG_02083,1
FGSG_02084,1
FGSG_02085,2
FGSG_02086,1
FGSG_02087,2
FGSG_02088,4
FGSG_02089,1
FGSG_02090,4
FGSG_02092,2
FGSG_02091,3
FGSG_02093,3
FGSG_02094,1
FGSG_02095,2
FGSG_02096,1
FGSG_02097,2
FGSG_02098,1
FGSG_02099,2
FGSG_02100,1
FGSG_02101,3
FGSG_02102,5
FGSG_02103,5
FGSG_02104,1
FGSG_02105,2
FGSG_02106,2
FGSG_12066,1
FGSG_12067,2
FGSG_02108,2
FGSG_02109,2
FGSG_02110,2
FGSG_02111,2
FGSG_02112,1
FGSG_02113,2
FGSG_02114,2
FGSG_02115,2
FGSG_02116,2
FGSG_02117,2
FGSG_02118,2
FGSG_02119,2
FGSG_02120,1
FGSG_02121,3
FGSG_12068,1
FGSG_12069,1
FGSG_02123,9
FGSG_20546,1
FGSG_02124,2
FGSG_02125,1
FGSG_02126,2
FGSG_02127,1
FGSG_02128,2
FGSG_02129,2
FGSG_02130,2
FGSG_02131,2
FGSG_12073,0
FGSG_02133,2
FGSG_02134,4
FGSG_02135,4
FGSG_02136,15
FGSG_02137,1
FGSG_02138,1
FGSG_02139,2
FGSG_02140,1
FGSG_02141,2
FGSG_02142,2
FGSG_02143,1
FGSG_02144,1
FGSG_12074,7
FGSG_02145,1
FGSG_02146,2
FGSG_02147,11
FGSG_02148,1
FGSG_02149,2
FGSG_02150,4
FGSG_02151,1
FGSG_02154,2
FGSG_02155,2
FGSG_12075,2
FGSG_12076,2
FGSG_02157,3
FGSG_02158,2
FGSG_02159,2
FGSG_02160,2
FGSG_02161,4
FGSG_02162,1
FGSG_12077,1
FGSG_02163,1
FGSG_02164,1
FGSG_02165,1
FGSG_12078,3
FGSG_12079,0
FGSG_12080,15
FGSG_02167,2
FGSG_02168,1
FGSG_02169,4
FGSG_02170,2
FGSG_02171,0
FGSG_02172,1
FGSG_02173,2
FGSG_02174,2
FGSG_12081,2
FGSG_12082,2
FGSG_02176,1
FGSG_02177,8
FGSG_02179,1
FGSG_02180,0
FGSG_02182,4
FGSG_02184,2
FGSG_02185,2
FGSG_02186,2
FGSG_02187,2
FGSG_02188,2
FGSG_02189,2
FGSG_02190,1
FGSG_02191,1
FGSG_02192,6
FGSG_02193,0
FGSG_02194,8
FGSG_02195,2
FGSG_02196,0
FGSG_12085,9
FGSG_14035,14
FGSG_02198,2
FGSG_02199,2
FGSG_02201,4
FGSG_02202,1
FGSG_02203,2
FGSG_02204,4
FGSG_12093,2
FGSG_12094,2
FGSG_02206,4
FGSG_02207,1
FGSG_02208,4
FGSG_02209,2
FGSG_02210,2
FGSG_02211,2
FGSG_02212,2
FGSG_02213,3
FGSG_02214,2
FGSG_02215,1
FGSG_02216,13
FGSG_02217,2
FGSG_02218,2
FGSG_12095,3
FGSG_02220,1
FGSG_02221,1
FGSG_12096,3
FGSG_12097,1
FGSG_02223,2
FGSG_02224,2
FGSG_02225,2
FGSG_12098,2
FGSG_12099,2
FGSG_02228,1
FGSG_02229,1
FGSG_02230,3
FGSG_02231,1
FGSG_02232,1
FGSG_02233,1
FGSG_02234,2
FGSG_02235,1
FGSG_02236,2
FGSG_02237,1
FGSG_02238,2
FGSG_02239,2
FGSG_12100,2
FGSG_02240,2
FGSG_02241,6
FGSG_02242,0
FGSG_02243,2
FGSG_12101,13
FGSG_12102,1
FGSG_02244,4
FGSG_02245,1
FGSG_02246,2
FGSG_02247,4
FGSG_02248,4
FGSG_02249,4
FGSG_02250,4
FGSG_02251,2
FGSG_12103,4
FGSG_02252,2
FGSG_20548,12
FGSG_02254,11
FGSG_02255,2
FGSG_12105,2
FGSG_12106,4
FGSG_02257,7
FGSG_02258,2
FGSG_02259,2
FGSG_02260,1
FGSG_12108,2
FGSG_12109,1
FGSG_12110,1
FGSG_02262,1
FGSG_02263,1
FGSG_02264,1
FGSG_12111,1
FGSG_12112,2
FGSG_02266,2
FGSG_02267,2
FGSG_02268,2
FGSG_02269,2
FGSG_12113,2
FGSG_02270,4
FGSG_02271,1
FGSG_02272,1
FGSG_02273,4
FGSG_02274,1
FGSG_02275,1
FGSG_02276,4
FGSG_12114,2
FGSG_02277,2
FGSG_02278,2
FGSG_02279,2
FGSG_02280,2
FGSG_12115,1
FGSG_02281,1
FGSG_02282,1
FGSG_02283,9
FGSG_02284,2
FGSG_02285,2
FGSG_02286,2
FGSG_02287,1
FGSG_02288,1
FGSG_02289,2
FGSG_02290,2
FGSG_02291,1
FGSG_02292,2
FGSG_02293,1
FGSG_02294,2
FGSG_12117,2
FGSG_02296,2
FGSG_02299,6
FGSG_02302,1
FGSG_02303,6
FGSG_02304,1
FGSG_02305,2
FGSG_02306,7
FGSG_02307,2
FGSG_02308,2
FGSG_02309,2
FGSG_02310,9
FGSG_02311,2
FGSG_02312,2
FGSG_02313,2
FGSG_02314,2
FGSG_02315,4
FGSG_02316,4
FGSG_02317,1
FGSG_02318,2
FGSG_02319,2
FGSG_02320,2
FGSG_02321,2
FGSG_02322,2
FGSG_02323,2
FGSG_02324,2
FGSG_02325,2
FGSG_02326,2
FGSG_02327,2
FGSG_02328,2
FGSG_02329,2
FGSG_02330,2
FGSG_02331,2
FGSG_02332,12
FGSG_02333,3
FGSG_02335,2
FGSG_02336,2
FGSG_02337,2
FGSG_02338,11
FGSG_02339,1
FGSG_02340,3
FGSG_02341,2
FGSG_02342,2
FGSG_02343,2
FGSG_02344,11
FGSG_02346,2
FGSG_02347,2
FGSG_12118,2
FGSG_02350,2
FGSG_02351,11
FGSG_02352,1
FGSG_02353,2
FGSG_02354,2
FGSG_02355,2
FGSG_12119,1
FGSG_12120,2
FGSG_02357,0
FGSG_02358,2
FGSG_02362,0
FGSG_02363,0
FGSG_02364,1
FGSG_12121,5
FGSG_02366,3
FGSG_02367,2
FGSG_02368,2
FGSG_02370,7
FGSG_02371,14
FGSG_02373,2
FGSG_02374,2
FGSG_02375,2
FGSG_02376,4
FGSG_02377,1
FGSG_02378,1
FGSG_02379,1
FGSG_02382,6
FGSG_02383,3
FGSG_02384,2
FGSG_02385,2
FGSG_02386,3
FGSG_02387,2
FGSG_12122,11
FGSG_12123,1
FGSG_02390,2
FGSG_02391,2
FGSG_02392,2
FGSG_02393,0
FGSG_02394,8
FGSG_12124,2
FGSG_12126,2
FGSG_02397,3
FGSG_02398,1
FGSG_02399,2
FGSG_02400,2
FGSG_12129,1
FGSG_02402,1
FGSG_02403,2
FGSG_02404,2
FGSG_02406,2
FGSG_02407,1
FGSG_02408,2
FGSG_02409,2
FGSG_02410,2
FGSG_02411,2
FGSG_02412,1
FGSG_12131,2
FGSG_02414,2
FGSG_12133,2
FGSG_02415,2
FGSG_02416,2
FGSG_02417,2
FGSG_02418,2
FGSG_12134,2
FGSG_02419,2
FGSG_02420,1
FGSG_02421,2
FGSG_02422,2
FGSG_02423,1
FGSG_12135,2
FGSG_02424,2
FGSG_02425,2
FGSG_02426,15
FGSG_02427,4
FGSG_02428,2
FGSG_02429,2
FGSG_02430,15
FGSG_02431,2
FGSG_02432,1
FGSG_02433,1
FGSG_02434,2
FGSG_02435,2
FGSG_02436,6
FGSG_02437,9
FGSG_02438,2
FGSG_02439,1
FGSG_20552,2
FGSG_02440,0
FGSG_02441,2
FGSG_02442,2
FGSG_02443,1
FGSG_02444,1
FGSG_02445,2
FGSG_02446,1
FGSG_02447,7
FGSG_02449,1
FGSG_02450,2
FGSG_02451,7
FGSG_02452,3
FGSG_12136,1
FGSG_12137,1
FGSG_02454,1
FGSG_02455,1
FGSG_12138,1
FGSG_12139,2
FGSG_12140,0
FGSG_12141,2
FGSG_02458,2
FGSG_02459,4
FGSG_02460,1
FGSG_02461,1
FGSG_02462,2
FGSG_02463,2
FGSG_02464,1
FGSG_02465,2
FGSG_12142,1
FGSG_12143,2
FGSG_12144,1
FGSG_02467,2
FGSG_02468,0
FGSG_02469,1
FGSG_02470,13
FGSG_02471,1
FGSG_12145,0
FGSG_12146,2
FGSG_02472,3
FGSG_02473,1
FGSG_02474,1
FGSG_02475,2
FGSG_02476,4
FGSG_02477,1
FGSG_02478,1
FGSG_02479,2
FGSG_02480,1
FGSG_02481,1
FGSG_02482,1
FGSG_02483,2
FGSG_02484,2
FGSG_02485,1
FGSG_02486,2
FGSG_02487,2
FGSG_02488,2
FGSG_02489,1
FGSG_12147,1
FGSG_12148,4
FGSG_02490,3
FGSG_12149,3
FGSG_02491,1
FGSG_02492,2
FGSG_02493,1
FGSG_02494,1
FGSG_02495,1
FGSG_02496,2
FGSG_02497,0
FGSG_02498,2
FGSG_02499,1
FGSG_02500,1
FGSG_02501,1
FGSG_12150,1
FGSG_02502,1
FGSG_12151,1
FGSG_02503,1
FGSG_02504,2
FGSG_02505,12
FGSG_02506,1
FGSG_02507,3
FGSG_02508,1
FGSG_02509,2
FGSG_02510,2
FGSG_02511,3
FGSG_02512,1
FGSG_02513,1
FGSG_02514,2
FGSG_12152,1
FGSG_02515,2
FGSG_02516,1
FGSG_02517,1
FGSG_02518,3
FGSG_02519,1
FGSG_02520,1
FGSG_02521,1
FGSG_02522,1
FGSG_02523,2
FGSG_02524,1
FGSG_02525,0
FGSG_12153,1
FGSG_12154,1
FGSG_02527,3
FGSG_02528,0
FGSG_02529,2
FGSG_02530,1
FGSG_02531,1
FGSG_12155,2
FGSG_02532,2
FGSG_02533,1
FGSG_02534,1
FGSG_02536,1
FGSG_12156,11
FGSG_02538,1
FGSG_02539,3
FGSG_02540,1
FGSG_02541,1
FGSG_02542,1
