candidate,n_goi_partners,max_TOM,sum_TOM,goi_partners,module,product,GO
FGSG_08760,30,0.49521922757462367,13.083553088417473,FGSG_00175;FGSG_00330;FGSG_00743;FGSG_01422;FGSG_02030;FGSG_02271;FGSG_02272;FGSG_02461;FGSG_02782;FGSG_03061;FGSG_03295;FGSG_03548;FGSG_03894;FGSG_03992;FGSG_04458;FGSG_04590;FGSG_05610;FGSG_05843;FGSG_06055;FGSG_06257;FGSG_07075;FGSG_07528;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_09280;FGSG_09456;FGSG_09834;FGSG_10347;FGSG_13136,1,cytochrome c oxidase assembly protein COX15,GO:0005739;GO:0006784;GO:0016021;GO:0016627;GO:0055114
FGSG_06105,30,0.4722354147807201,13.070347492523391,FGSG_00330;FGSG_00743;FGSG_01422;FGSG_02272;FGSG_02461;FGSG_03061;FGSG_03546;FGSG_03547;FGSG_03548;FGSG_03894;FGSG_03992;FGSG_04458;FGSG_04490;FGSG_04589;FGSG_04590;FGSG_04591;FGSG_04593;FGSG_04596;FGSG_05610;FGSG_06055;FGSG_08601;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_09280;FGSG_09456;FGSG_09826;FGSG_09834;FGSG_10347;FGSG_12180,1,uncharacterized protein,GO:0005506;GO:0031418;GO:0045329;GO:0050353;GO:0055114
FGSG_07517,30,0.49501261661429935,13.0591307652013,FGSG_00743;FGSG_00765;FGSG_01422;FGSG_01621;FGSG_02030;FGSG_02272;FGSG_02461;FGSG_02972;FGSG_03061;FGSG_03747;FGSG_03894;FGSG_04588;FGSG_04589;FGSG_04590;FGSG_04593;FGSG_05368;FGSG_05610;FGSG_08493;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_10347;FGSG_10444;FGSG_10922;FGSG_10947;FGSG_11206;FGSG_12180;FGSG_12222;FGSG_12223;FGSG_13136,1,uncharacterized protein,
FGSG_06482,30,0.4804845209737889,13.01860443308279,FGSG_00043;FGSG_00044;FGSG_00047;FGSG_00048;FGSG_00330;FGSG_01346;FGSG_01422;FGSG_01947;FGSG_02272;FGSG_03061;FGSG_03546;FGSG_03547;FGSG_03548;FGSG_03992;FGSG_04458;FGSG_04490;FGSG_04589;FGSG_04590;FGSG_04591;FGSG_04596;FGSG_04852;FGSG_05610;FGSG_05926;FGSG_08601;FGSG_08712;FGSG_09280;FGSG_09456;FGSG_09834;FGSG_10347;FGSG_11658,1,uncharacterized protein,
FGSG_12874,30,0.49673607858770175,13.012067715336883,FGSG_00330;FGSG_00743;FGSG_01422;FGSG_02030;FGSG_02272;FGSG_02461;FGSG_03061;FGSG_03546;FGSG_03547;FGSG_03548;FGSG_03894;FGSG_03992;FGSG_04458;FGSG_04589;FGSG_04590;FGSG_04591;FGSG_04593;FGSG_05610;FGSG_06055;FGSG_08601;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_09456;FGSG_09826;FGSG_09834;FGSG_10347;FGSG_10947;FGSG_12180;FGSG_12223,1,uncharacterized protein,GO:0000329;GO:0005794;GO:0006810;GO:0016021
FGSG_11566,30,0.4761375547659451,12.9459058181212,FGSG_00043;FGSG_00330;FGSG_00743;FGSG_01346;FGSG_01422;FGSG_01947;FGSG_02272;FGSG_02461;FGSG_03061;FGSG_03340;FGSG_03546;FGSG_03547;FGSG_03548;FGSG_03894;FGSG_03992;FGSG_04458;FGSG_04490;FGSG_04589;FGSG_04590;FGSG_04591;FGSG_04596;FGSG_05610;FGSG_05926;FGSG_08601;FGSG_08712;FGSG_09012;FGSG_09280;FGSG_09456;FGSG_09834;FGSG_10347,1,uncharacterized protein,GO:0008270;GO:0016491;GO:0055114
FGSG_02819,30,0.4549736130228809,12.943165970230176,FGSG_00007;FGSG_01866;FGSG_02255;FGSG_02320;FGSG_02321;FGSG_02323;FGSG_02324;FGSG_02325;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_03532;FGSG_03539;FGSG_03541;FGSG_03543;FGSG_03600;FGSG_03842;FGSG_03881;FGSG_08081;FGSG_08082;FGSG_08083;FGSG_08084;FGSG_08795;FGSG_09064;FGSG_09187;FGSG_10670;FGSG_11184;FGSG_11326;FGSG_13952,2,uncharacterized protein,
FGSG_12572,30,0.44296774791195437,12.64055033416253,FGSG_00007;FGSG_01866;FGSG_02255;FGSG_02320;FGSG_02321;FGSG_02323;FGSG_02324;FGSG_02325;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_03532;FGSG_03543;FGSG_03842;FGSG_03881;FGSG_08077;FGSG_08078;FGSG_08079;FGSG_08081;FGSG_08082;FGSG_08083;FGSG_08084;FGSG_08795;FGSG_09064;FGSG_09187;FGSG_10670;FGSG_11326;FGSG_12211;FGSG_13952,2,uncharacterized protein,GO:0000981;GO:0005634;GO:0006357;GO:0008270
FGSG_09863,29,0.48520655149493674,12.814340033263194,FGSG_00330;FGSG_00743;FGSG_01422;FGSG_02271;FGSG_02272;FGSG_02461;FGSG_03061;FGSG_03295;FGSG_03546;FGSG_03547;FGSG_03548;FGSG_03894;FGSG_03992;FGSG_04458;FGSG_04589;FGSG_04590;FGSG_05610;FGSG_05843;FGSG_06055;FGSG_06257;FGSG_07075;FGSG_07528;FGSG_08601;FGSG_08712;FGSG_09012;FGSG_09280;FGSG_09456;FGSG_09834;FGSG_10347,1,uncharacterized protein,GO:0005789;GO:0008374;GO:0016021
FGSG_02043,29,0.4888781113057544,12.793292366018862,FGSG_00330;FGSG_00743;FGSG_01422;FGSG_02030;FGSG_02271;FGSG_02272;FGSG_02461;FGSG_03061;FGSG_03295;FGSG_03546;FGSG_03548;FGSG_03894;FGSG_03992;FGSG_04458;FGSG_04589;FGSG_04590;FGSG_04591;FGSG_05610;FGSG_06055;FGSG_06257;FGSG_07075;FGSG_08601;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_09280;FGSG_09456;FGSG_09834;FGSG_10347,1,uncharacterized protein,GO:0004519;GO:0004527;GO:0005634;GO:0005829;GO:0090305
FGSG_12536,29,0.47422704377265096,12.761391924832331,FGSG_00007;FGSG_01866;FGSG_02255;FGSG_02321;FGSG_02323;FGSG_02324;FGSG_02325;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_02840;FGSG_02903;FGSG_03539;FGSG_03541;FGSG_03599;FGSG_03600;FGSG_03842;FGSG_03881;FGSG_05919;FGSG_08081;FGSG_08082;FGSG_08083;FGSG_08795;FGSG_09187;FGSG_10670;FGSG_11184;FGSG_11326;FGSG_13952,2,uncharacterized protein,
FGSG_11474,29,0.4737198396600717,12.752500032645626,FGSG_00007;FGSG_01866;FGSG_02255;FGSG_02321;FGSG_02323;FGSG_02324;FGSG_02325;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_02840;FGSG_02903;FGSG_03539;FGSG_03541;FGSG_03599;FGSG_03600;FGSG_03842;FGSG_03881;FGSG_05919;FGSG_08081;FGSG_08082;FGSG_08083;FGSG_08795;FGSG_09187;FGSG_10670;FGSG_11184;FGSG_11326;FGSG_13952,2,uncharacterized protein,
FGSG_12105,29,0.46914132761957045,12.678298663511965,FGSG_00007;FGSG_01866;FGSG_02255;FGSG_02321;FGSG_02323;FGSG_02324;FGSG_02325;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_02840;FGSG_02903;FGSG_03539;FGSG_03541;FGSG_03599;FGSG_03600;FGSG_03842;FGSG_03881;FGSG_05919;FGSG_08081;FGSG_08082;FGSG_08083;FGSG_08795;FGSG_09187;FGSG_10670;FGSG_11184;FGSG_11326;FGSG_13952,2,uncharacterized protein,GO:0003885;GO:0016020;GO:0050660;GO:0055114
FGSG_03375,29,0.4637052820043364,12.672804903262218,FGSG_00007;FGSG_01866;FGSG_02255;FGSG_02321;FGSG_02323;FGSG_02324;FGSG_02325;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_03532;FGSG_03535;FGSG_03539;FGSG_03541;FGSG_03543;FGSG_03600;FGSG_03842;FGSG_03881;FGSG_07896;FGSG_08081;FGSG_08082;FGSG_08083;FGSG_08084;FGSG_08795;FGSG_09187;FGSG_11184;FGSG_11326;FGSG_13952,2,uncharacterized protein,GO:0016021;GO:0016491;GO:0055114
FGSG_03026,29,0.4960436132989882,12.624528288932172,FGSG_00743;FGSG_00765;FGSG_01422;FGSG_02030;FGSG_02272;FGSG_02461;FGSG_02972;FGSG_03061;FGSG_03747;FGSG_03894;FGSG_04588;FGSG_04589;FGSG_04590;FGSG_04593;FGSG_05368;FGSG_05610;FGSG_08493;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_10347;FGSG_10444;FGSG_10922;FGSG_10947;FGSG_11206;FGSG_12180;FGSG_12222;FGSG_12223;FGSG_13136,1,uncharacterized protein,GO:0006260;GO:0008998;GO:0051536;GO:0055114
FGSG_07741,29,0.461718707677008,12.618898594974706,FGSG_00007;FGSG_01866;FGSG_02255;FGSG_02321;FGSG_02323;FGSG_02324;FGSG_02325;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_02840;FGSG_03532;FGSG_03539;FGSG_03541;FGSG_03543;FGSG_03600;FGSG_03842;FGSG_03881;FGSG_07896;FGSG_08081;FGSG_08082;FGSG_08083;FGSG_08795;FGSG_09187;FGSG_10670;FGSG_11184;FGSG_11326;FGSG_13952,2,uncharacterized protein,GO:0005576;GO:0009405
FGSG_01613,29,0.49242807908399017,12.61165365811096,FGSG_00743;FGSG_00765;FGSG_01422;FGSG_01621;FGSG_02030;FGSG_02271;FGSG_02272;FGSG_02461;FGSG_03061;FGSG_03894;FGSG_04309;FGSG_04588;FGSG_04589;FGSG_04590;FGSG_04593;FGSG_05368;FGSG_05610;FGSG_07075;FGSG_07528;FGSG_08493;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_09456;FGSG_10922;FGSG_10947;FGSG_11206;FGSG_12180;FGSG_13136,1,uncharacterized protein,GO:0005622;GO:0006886;GO:0008270;GO:0016192
FGSG_03079,29,0.46948282955961257,12.523603087897072,FGSG_00007;FGSG_01866;FGSG_02255;FGSG_02321;FGSG_02323;FGSG_02324;FGSG_02325;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_02840;FGSG_02903;FGSG_03539;FGSG_03541;FGSG_03599;FGSG_03600;FGSG_03842;FGSG_03881;FGSG_05919;FGSG_08081;FGSG_08082;FGSG_08083;FGSG_08795;FGSG_09187;FGSG_10670;FGSG_11184;FGSG_11326;FGSG_13952,2,uncharacterized protein,
FGSG_07263,29,0.4847527486493921,12.499788820494148,FGSG_00330;FGSG_00743;FGSG_01422;FGSG_02030;FGSG_02272;FGSG_02461;FGSG_02554;FGSG_03061;FGSG_03546;FGSG_03548;FGSG_03894;FGSG_03992;FGSG_04458;FGSG_04490;FGSG_04589;FGSG_04590;FGSG_04591;FGSG_04593;FGSG_05610;FGSG_06055;FGSG_08601;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_09456;FGSG_09834;FGSG_10347;FGSG_12180;FGSG_12223,1,uncharacterized protein,GO:0004417;GO:0004789;GO:0009228;GO:0016310;GO:0016491;GO:0055114
FGSG_12700,29,0.48125932469786525,12.496160702930673,FGSG_00330;FGSG_00743;FGSG_01422;FGSG_02030;FGSG_02271;FGSG_02272;FGSG_02461;FGSG_03061;FGSG_03295;FGSG_03546;FGSG_03548;FGSG_03894;FGSG_03992;FGSG_04458;FGSG_04589;FGSG_04590;FGSG_04593;FGSG_05610;FGSG_07075;FGSG_07528;FGSG_08601;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_09280;FGSG_09456;FGSG_09834;FGSG_10347;FGSG_10947,1,uncharacterized protein,GO:0016021;GO:0055085
FGSG_00773,29,0.474238050482383,12.494159925214655,FGSG_00175;FGSG_00330;FGSG_00500;FGSG_01422;FGSG_02271;FGSG_02272;FGSG_02461;FGSG_03061;FGSG_03295;FGSG_03546;FGSG_03548;FGSG_03558;FGSG_03894;FGSG_03992;FGSG_04458;FGSG_04590;FGSG_05610;FGSG_05843;FGSG_06257;FGSG_06702;FGSG_07075;FGSG_07528;FGSG_08601;FGSG_08712;FGSG_09012;FGSG_09280;FGSG_09456;FGSG_09834;FGSG_10347,1,uncharacterized protein,GO:0005375;GO:0016021;GO:0035434
FGSG_08337,29,0.4929916291763993,12.426129859422792,FGSG_00330;FGSG_00743;FGSG_00765;FGSG_01422;FGSG_02030;FGSG_02272;FGSG_02461;FGSG_02554;FGSG_02972;FGSG_03061;FGSG_03340;FGSG_03747;FGSG_03894;FGSG_04458;FGSG_04589;FGSG_04590;FGSG_04593;FGSG_05610;FGSG_08601;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_09826;FGSG_10347;FGSG_10444;FGSG_10922;FGSG_10947;FGSG_12180;FGSG_12223,1,uncharacterized protein,
FGSG_02908,29,0.45537129649503605,12.421166267269099,FGSG_00007;FGSG_01866;FGSG_02255;FGSG_02321;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_03532;FGSG_03535;FGSG_03539;FGSG_03541;FGSG_03543;FGSG_03600;FGSG_03842;FGSG_03881;FGSG_07896;FGSG_08077;FGSG_08078;FGSG_08079;FGSG_08081;FGSG_08082;FGSG_08083;FGSG_08084;FGSG_08795;FGSG_09064;FGSG_09187;FGSG_12211;FGSG_13952,2,uncharacterized protein,GO:0004497;GO:0005506;GO:0016708;GO:0019439;GO:0051537;GO:0055114
FGSG_07450,29,0.4863024358971249,12.345433354189193,FGSG_00330;FGSG_00743;FGSG_01422;FGSG_02030;FGSG_02272;FGSG_02461;FGSG_03061;FGSG_03546;FGSG_03547;FGSG_03548;FGSG_03894;FGSG_03992;FGSG_04458;FGSG_04589;FGSG_04590;FGSG_04592;FGSG_04593;FGSG_05610;FGSG_08601;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_09456;FGSG_09826;FGSG_09834;FGSG_10347;FGSG_10947;FGSG_12180;FGSG_12223,1,uncharacterized protein,GO:0000139;GO:0005789;GO:0008203;GO:0015485;GO:0016021;GO:0032936;GO:0035103;GO:0070452
FGSG_01352,28,0.4822109257712637,12.418184234705278,FGSG_00330;FGSG_00743;FGSG_01422;FGSG_02271;FGSG_02272;FGSG_02461;FGSG_03061;FGSG_03546;FGSG_03547;FGSG_03548;FGSG_03894;FGSG_03992;FGSG_04458;FGSG_04589;FGSG_04590;FGSG_04591;FGSG_04763;FGSG_05610;FGSG_06055;FGSG_06257;FGSG_07075;FGSG_08601;FGSG_08712;FGSG_09012;FGSG_09280;FGSG_09456;FGSG_09834;FGSG_10347,1,uncharacterized protein,GO:0016021;GO:0055085
FGSG_01162,28,0.49022962186181696,12.401147099720477,FGSG_00330;FGSG_00743;FGSG_01422;FGSG_02271;FGSG_02272;FGSG_02461;FGSG_03061;FGSG_03295;FGSG_03546;FGSG_03548;FGSG_03894;FGSG_03992;FGSG_04458;FGSG_04589;FGSG_04590;FGSG_05610;FGSG_06055;FGSG_06257;FGSG_07075;FGSG_07528;FGSG_08601;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_09280;FGSG_09456;FGSG_09834;FGSG_10347,1,uncharacterized protein,GO:0008324;GO:0016021;GO:0098655
FGSG_07588,28,0.4685451381836227,12.321297666261982,FGSG_00007;FGSG_01866;FGSG_02077;FGSG_02255;FGSG_02320;FGSG_02321;FGSG_02323;FGSG_02324;FGSG_02325;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_02840;FGSG_02903;FGSG_03599;FGSG_03600;FGSG_03842;FGSG_03881;FGSG_05919;FGSG_08082;FGSG_08083;FGSG_08795;FGSG_09187;FGSG_10670;FGSG_11184;FGSG_11326;FGSG_13952,2,uncharacterized protein,GO:0019867
FGSG_00483,28,0.4915522960903908,12.290032849288512,FGSG_00743;FGSG_00765;FGSG_01422;FGSG_02030;FGSG_02271;FGSG_02272;FGSG_02461;FGSG_03061;FGSG_03295;FGSG_03894;FGSG_04309;FGSG_04458;FGSG_04588;FGSG_04590;FGSG_04593;FGSG_05368;FGSG_05610;FGSG_07075;FGSG_07528;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_09456;FGSG_09834;FGSG_10347;FGSG_11206;FGSG_12180;FGSG_13136,1,uncharacterized protein,
FGSG_07530,28,0.46802520749731125,12.287459467327285,FGSG_01866;FGSG_02077;FGSG_02255;FGSG_02320;FGSG_02321;FGSG_02323;FGSG_02324;FGSG_02325;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_02840;FGSG_02903;FGSG_03574;FGSG_03599;FGSG_03600;FGSG_03842;FGSG_03881;FGSG_05919;FGSG_08082;FGSG_08083;FGSG_08795;FGSG_09187;FGSG_10670;FGSG_11184;FGSG_11326;FGSG_13952,2,alcohol oxidase,GO:0008812;GO:0047639;GO:0050660;GO:0055114
FGSG_00969,28,0.494000612975307,12.2493659313229,FGSG_00743;FGSG_00765;FGSG_01422;FGSG_02030;FGSG_02271;FGSG_02272;FGSG_02461;FGSG_03061;FGSG_03894;FGSG_04309;FGSG_04458;FGSG_04588;FGSG_04589;FGSG_04590;FGSG_04593;FGSG_05368;FGSG_05610;FGSG_07075;FGSG_07528;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_09456;FGSG_09834;FGSG_10347;FGSG_11206;FGSG_12180;FGSG_13136,1,bifunctional purine biosynthesis protein ADE17,GO:0003937;GO:0004643;GO:0005829;GO:0006189
FGSG_01283,28,0.46300093968044403,12.228289298344128,FGSG_00007;FGSG_01866;FGSG_02255;FGSG_02321;FGSG_02323;FGSG_02324;FGSG_02325;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_02840;FGSG_03532;FGSG_03539;FGSG_03541;FGSG_03600;FGSG_03842;FGSG_03881;FGSG_07896;FGSG_08081;FGSG_08082;FGSG_08083;FGSG_08795;FGSG_09187;FGSG_10670;FGSG_11184;FGSG_11326;FGSG_13952,2,uncharacterized protein,GO:0004563;GO:0005975
FGSG_13514,28,0.472997661338197,12.190646401916695,FGSG_00007;FGSG_01866;FGSG_02255;FGSG_02320;FGSG_02321;FGSG_02323;FGSG_02324;FGSG_02325;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_02840;FGSG_02903;FGSG_03541;FGSG_03599;FGSG_03600;FGSG_03842;FGSG_03881;FGSG_05919;FGSG_08082;FGSG_08083;FGSG_08795;FGSG_09187;FGSG_10670;FGSG_11184;FGSG_11326;FGSG_13952,2,uncharacterized protein,
FGSG_13196,28,0.46557763384647366,12.185895339194495,FGSG_01866;FGSG_02077;FGSG_02255;FGSG_02320;FGSG_02321;FGSG_02323;FGSG_02324;FGSG_02325;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_02840;FGSG_02903;FGSG_03574;FGSG_03599;FGSG_03600;FGSG_03842;FGSG_03881;FGSG_05919;FGSG_08082;FGSG_08083;FGSG_08795;FGSG_09187;FGSG_10670;FGSG_11184;FGSG_11326;FGSG_13952,2,uncharacterized protein,GO:0016491;GO:0055114
FGSG_04413,28,0.4968982630710582,12.113436976116978,FGSG_00743;FGSG_00765;FGSG_01422;FGSG_01621;FGSG_02030;FGSG_02271;FGSG_02272;FGSG_02461;FGSG_03061;FGSG_03747;FGSG_03894;FGSG_04588;FGSG_04589;FGSG_04590;FGSG_04593;FGSG_05368;FGSG_05610;FGSG_08493;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_10444;FGSG_10922;FGSG_10947;FGSG_11206;FGSG_12180;FGSG_12223;FGSG_13136,1,uncharacterized protein,GO:0006665;GO:0008117;GO:0009267;GO:0016831;GO:0019722;GO:0019752;GO:0030170;GO:0032541;GO:0097038
FGSG_04972,28,0.45976157452988475,12.105853964329892,FGSG_00007;FGSG_01866;FGSG_02255;FGSG_02321;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_03532;FGSG_03534;FGSG_03535;FGSG_03537;FGSG_03539;FGSG_03541;FGSG_03543;FGSG_03600;FGSG_03842;FGSG_03881;FGSG_06039;FGSG_07896;FGSG_08079;FGSG_08081;FGSG_08082;FGSG_08083;FGSG_08084;FGSG_09064;FGSG_09187;FGSG_13952,2,uncharacterized protein,
FGSG_10211,28,0.4997759930345201,12.087293362881603,FGSG_00743;FGSG_00765;FGSG_01422;FGSG_02030;FGSG_02272;FGSG_02461;FGSG_02972;FGSG_03061;FGSG_03747;FGSG_03894;FGSG_04588;FGSG_04589;FGSG_04590;FGSG_04593;FGSG_05368;FGSG_05610;FGSG_08493;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_10347;FGSG_10444;FGSG_10922;FGSG_10947;FGSG_11206;FGSG_12180;FGSG_12223;FGSG_13136,1,homoserine kinase,GO:0004413;GO:0005524;GO:0009088;GO:0009092;GO:0016310
FGSG_06468,28,0.46982152857355153,12.059915757791941,FGSG_00007;FGSG_01866;FGSG_02255;FGSG_02321;FGSG_02323;FGSG_02324;FGSG_02325;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_02840;FGSG_02903;FGSG_03539;FGSG_03541;FGSG_03599;FGSG_03600;FGSG_03842;FGSG_03881;FGSG_05919;FGSG_08081;FGSG_08082;FGSG_08083;FGSG_08795;FGSG_09187;FGSG_11184;FGSG_11326;FGSG_13952,2,uncharacterized protein,GO:0016021;GO:0055085
FGSG_00731,28,0.4979698727026886,12.045356801371572,FGSG_00743;FGSG_00765;FGSG_01422;FGSG_02030;FGSG_02271;FGSG_02272;FGSG_02461;FGSG_03061;FGSG_03894;FGSG_04458;FGSG_04588;FGSG_04589;FGSG_04590;FGSG_04593;FGSG_05368;FGSG_05610;FGSG_07075;FGSG_07528;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_09456;FGSG_09834;FGSG_10347;FGSG_10947;FGSG_11206;FGSG_12180;FGSG_13136,1,uncharacterized protein,GO:0016021
FGSG_10080,28,0.4809833194826486,12.044574346812647,FGSG_00175;FGSG_00743;FGSG_01422;FGSG_02030;FGSG_02271;FGSG_02272;FGSG_02461;FGSG_02782;FGSG_03061;FGSG_03295;FGSG_03546;FGSG_03548;FGSG_03894;FGSG_03992;FGSG_04458;FGSG_04590;FGSG_05610;FGSG_05843;FGSG_06257;FGSG_07075;FGSG_07528;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_09280;FGSG_09456;FGSG_09834;FGSG_10347,1,delta-aminolevulinic acid dehydratase,GO:0004655;GO:0006779;GO:0046872
FGSG_00186,28,0.4803176065061968,12.039823543180207,FGSG_00043;FGSG_00044;FGSG_00330;FGSG_00743;FGSG_01346;FGSG_01422;FGSG_02272;FGSG_03061;FGSG_03546;FGSG_03547;FGSG_03548;FGSG_03894;FGSG_03992;FGSG_04458;FGSG_04490;FGSG_04589;FGSG_04590;FGSG_04591;FGSG_04596;FGSG_05610;FGSG_05926;FGSG_08601;FGSG_08712;FGSG_09012;FGSG_09280;FGSG_09456;FGSG_09834;FGSG_10347,1,uncharacterized protein,GO:0004414;GO:0005737;GO:0009086
FGSG_08191,28,0.45859889199822707,12.010006343018164,FGSG_00007;FGSG_01866;FGSG_02077;FGSG_02255;FGSG_02320;FGSG_02321;FGSG_02323;FGSG_02324;FGSG_02325;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_02840;FGSG_02903;FGSG_03532;FGSG_03574;FGSG_03600;FGSG_03842;FGSG_03881;FGSG_08082;FGSG_08083;FGSG_08795;FGSG_09187;FGSG_10670;FGSG_11326;FGSG_12211;FGSG_13952,2,uncharacterized protein,GO:0004497;GO:0005506;GO:0016021;GO:0016705;GO:0020037;GO:0055114
FGSG_02698,28,0.48786997113399305,12.006954082460158,FGSG_00330;FGSG_00743;FGSG_01422;FGSG_02030;FGSG_02272;FGSG_02461;FGSG_02554;FGSG_02972;FGSG_03061;FGSG_03340;FGSG_03747;FGSG_03894;FGSG_04458;FGSG_04589;FGSG_04593;FGSG_05610;FGSG_08493;FGSG_08601;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_09826;FGSG_10347;FGSG_10444;FGSG_10922;FGSG_10947;FGSG_12180;FGSG_12223,1,uncharacterized protein,GO:0016020;GO:0016740
FGSG_11990,28,0.4756418702315393,11.989584684190937,FGSG_00330;FGSG_00743;FGSG_01422;FGSG_02272;FGSG_02461;FGSG_02554;FGSG_03061;FGSG_03340;FGSG_03546;FGSG_03548;FGSG_03894;FGSG_04458;FGSG_04490;FGSG_04589;FGSG_04590;FGSG_04591;FGSG_04593;FGSG_04596;FGSG_05610;FGSG_08601;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_09826;FGSG_09834;FGSG_10347;FGSG_12180;FGSG_12223,1,uncharacterized protein,
FGSG_08308,28,0.45673824465104135,11.83944576330313,FGSG_00007;FGSG_01866;FGSG_02255;FGSG_02320;FGSG_02321;FGSG_02323;FGSG_02324;FGSG_02325;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_02903;FGSG_03532;FGSG_03541;FGSG_03543;FGSG_03600;FGSG_03842;FGSG_03881;FGSG_08081;FGSG_08082;FGSG_08083;FGSG_08795;FGSG_09187;FGSG_10670;FGSG_11326;FGSG_12211;FGSG_13952,2,uncharacterized protein,GO:0005524;GO:0016021;GO:0042626;GO:0055085
FGSG_08338,27,0.4941045728861775,11.763975976742511,FGSG_00743;FGSG_00765;FGSG_01422;FGSG_01621;FGSG_02030;FGSG_02271;FGSG_02272;FGSG_02461;FGSG_03061;FGSG_03894;FGSG_04309;FGSG_04588;FGSG_04589;FGSG_04590;FGSG_04593;FGSG_05368;FGSG_05610;FGSG_07075;FGSG_08493;FGSG_08712;FGSG_08774;FGSG_09012;FGSG_10922;FGSG_10947;FGSG_11206;FGSG_12180;FGSG_13136,1,phospho-2-dehydro-3-deoxyheptonate aldolase,GO:0003849;GO:0005634;GO:0005737;GO:0009073;GO:0009423
FGSG_07683,27,0.46213397897663816,11.729741256829337,FGSG_00007;FGSG_01866;FGSG_02255;FGSG_02321;FGSG_02323;FGSG_02324;FGSG_02325;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_03532;FGSG_03539;FGSG_03541;FGSG_03543;FGSG_03600;FGSG_03842;FGSG_03881;FGSG_07896;FGSG_08081;FGSG_08082;FGSG_08083;FGSG_08795;FGSG_09187;FGSG_11184;FGSG_11326;FGSG_13952,2,uncharacterized protein,GO:0008270;GO:0016491;GO:0055114
FGSG_07467,27,0.47500557390612735,11.720620994980324,FGSG_00175;FGSG_00330;FGSG_00500;FGSG_01422;FGSG_02271;FGSG_02272;FGSG_02461;FGSG_03061;FGSG_03295;FGSG_03546;FGSG_03548;FGSG_03894;FGSG_03992;FGSG_04458;FGSG_04590;FGSG_05610;FGSG_05843;FGSG_06257;FGSG_07075;FGSG_07528;FGSG_08601;FGSG_08712;FGSG_09012;FGSG_09280;FGSG_09456;FGSG_09834;FGSG_10347,1,uncharacterized protein,GO:0000788;GO:0005737;GO:0006334;GO:0006337;GO:0006606;GO:0007117;GO:0031116;GO:0032968;GO:0042393
FGSG_08357,27,0.46195865473732983,11.673598052271215,FGSG_00007;FGSG_01866;FGSG_02255;FGSG_02321;FGSG_02323;FGSG_02324;FGSG_02325;FGSG_02326;FGSG_02327;FGSG_02328;FGSG_02329;FGSG_02840;FGSG_03539;FGSG_03541;FGSG_03599;FGSG_03600;FGSG_03842;FGSG_03881;FGSG_07896;FGSG_08081;FGSG_08082;FGSG_08083;FGSG_08795;FGSG_09187;FGSG_11184;FGSG_11326;FGSG_13952,2,uncharacterized protein,GO:0008080
