gene_id,DEG_black,l2fc_black,DEG_dark,l2fc_dark,DEG_low,l2fc_low
FGSG_03065,1,2.06787680366376,1,3.77167789062201,1,-4.75375638810371
FGSG_03066,1,1.87148924134606,1,3.30317997970765,1,-2.1078605400733
FGSG_03067,1,3.17850648046941,1,4.00198231114542,1,-2.11472295765454
FGSG_03096,0,-0.0890477261539954,0,0.0298134351334152,0,0.0709967528155259
FGSG_03122,0,0.0017968621507052,0,0.0298887265583223,0,-0.0051071791690046
FGSG_03295,0,-0.119779064480893,0,-0.536522018697488,0,-0.842725952046987
FGSG_03334,0,,0,,0,
FGSG_03340,0,0.384070995171517,1,-3.06658981049118,1,-1.96052328426891
FGSG_03381,0,,0,,0,
FGSG_03526,0,0.0207622732741741,0,0.0033139976740161,0,-0.0054942410565101
FGSG_03530,0,-0.0483681180265673,0,-0.0877718337383489,0,-0.0785555840279101
FGSG_03531,0,0.0899982609087151,1,-1.79488679884099,0,-0.462214420415409
FGSG_03532,0,-0.65327985023107,0,0.270366175659136,0,0.397729654509396
FGSG_03533,0,-0.47983894771634,0,0.178417834428875,0,-0.0118410172255898
FGSG_03534,0,-0.708877222626897,0,0.165918718638911,0,-0.0447048433573654
FGSG_03535,0,-0.740294204260621,0,0.171473244616932,0,0.0713733086521329
FGSG_03536,0,-0.525734354828856,0,-0.267340192408217,0,-0.186794608866584
FGSG_03537,0,-0.54056277973676,0,0.122137841519423,0,-0.0430470927740235
FGSG_03538,0,-0.292863457954467,0,-0.474982339524755,0,-0.60335555370575
FGSG_03539,0,-0.652776996751183,0,0.581683559398135,0,0.378522929353459
FGSG_03540,0,-0.75538710267893,0,-0.527123227103922,0,-0.683420354827568
FGSG_03541,0,-0.747213769659086,0,0.751945319715833,0,0.50645673070333
FGSG_03542,0,-0.962799399779735,0,-0.206257998272598,0,-0.579566534888132
FGSG_03543,1,-1.12115192761235,0,0.539226476787501,0,0.677453466159182
FGSG_03544,0,0.462151067484763,0,0.312153066382794,0,-0.697661512083877
FGSG_03546,0,-0.0599829807398606,1,-7.23952191169072,1,-8.31630268780254
FGSG_03547,0,-0.437877654504404,1,-8.07366561464969,1,-8.04576349635917
FGSG_03548,0,-0.0222620013795672,1,-4.16407982852514,1,-4.90146702354295
FGSG_03558,0,-0.347833731759367,0,-0.642453127610229,0,-0.936347969901146
FGSG_03566,0,0.516070773795151,0,0.594532589778957,0,0.759728461929453
FGSG_03574,0,-0.17477616925388,0,0.552036376570293,0,0.91596294461289
FGSG_03581,0,-0.168851044524961,0,-0.2833099620305,0,0.0749384336743912
FGSG_03599,0,-0.044306948511467,1,6.37908726811777,1,5.34400924561992
FGSG_03600,0,-0.624834463856242,1,1.28981610671572,1,1.0477097629927
FGSG_03659,0,-0.47997135936834,0,-0.298687545137588,0,-0.704369651599821
FGSG_03747,1,1.88497878380218,1,-1.76074803271482,1,-1.72997794870813
FGSG_03768,1,3.92829957143635,1,2.17715818318654,0,-0.143393824590881
FGSG_03842,1,-1.02319301554599,1,1.33117054794242,1,1.08226837769408
FGSG_03881,1,-1.2542480508474,0,0.916334651927358,0,0.977762659089294
FGSG_03894,0,0.757081840346378,1,-1.10196296593782,1,-1.56952763302216
FGSG_03929,0,-0.0772536708434843,0,-0.168886801448569,0,-0.204467601004519
FGSG_03992,0,-0.0723995910534501,1,-1.12852889494961,1,-1.37782734714028
FGSG_04077,1,-1.12837803898465,1,-1.26255419373302,0,-0.607279683779178
FGSG_04171,0,0.12832303378084,0,-0.0323935295449925,0,0.0017082224231307
FGSG_04309,0,0.289124316143416,0,-0.0883966853390589,0,-0.748567439861857
FGSG_04458,0,0.175893891169785,1,-2.97621713787538,1,-3.44346544813461
FGSG_04490,0,-0.0689367232774901,1,-1.37520957512931,1,-1.2453497279634
FGSG_04588,0,0.136098938001661,0,-1.01478990474293,1,-4.47709876780698
FGSG_04589,0,0.208325333971386,1,-4.78653430398371,1,-5.09177642702675
FGSG_04590,0,0.127084274591881,1,-3.14848176738928,1,-7.57022963272514
FGSG_04591,0,-0.0193078230250899,1,-6.1924987458242,1,-6.4824480628481
FGSG_04592,0,0.0222449654643306,1,-4.5492547413862,1,-4.00808747225238
FGSG_04593,0,0.448754164865086,1,-4.05387445856194,1,-4.22289976549959
