gene_id,product,black,dark,low,black_dir,dark_dir,low_dir,n_treatments,region
FGSG_03717,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03719,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_03720,uncharacterized protein,0,1,1,,up,down,2,DL
FGSG_03721,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03723,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03727,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03733,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03735,uncharacterized protein,1,0,0,up,,,1,B
FGSG_03736,uncharacterized protein,1,0,0,up,,,1,B
FGSG_03737,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03741,uncharacterized protein,1,1,1,down,down,down,3,BDL
FGSG_03743,uncharacterized protein,0,1,0,,down,,1,D
FGSG_03744,siderophore iron transporter mirB,0,1,0,,down,,1,D
FGSG_03745,uncharacterized protein,0,1,0,,down,,1,D
FGSG_03747,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_03748,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03749,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_03750,uncharacterized protein,0,1,0,,down,,1,D
FGSG_03754,uncharacterized protein,0,1,0,,down,,1,D
FGSG_03761,uncharacterized protein,0,1,0,,down,,1,D
FGSG_03767,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_03768,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_03775,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_03776,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03778,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03780,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03784,uncharacterized protein,1,1,0,down,down,,2,BD
FGSG_03785,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03789,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03798,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03799,general amino-acid permease GAP1,0,0,1,,,down,1,L
FGSG_03802,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_03808,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03810,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_03813,alpha-N-arabinofuranosidase precursor,0,1,1,,up,up,2,DL
FGSG_03816,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03818,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03821,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_03824,uncharacterized protein,1,1,1,up,up,up,3,BDL
FGSG_03826,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03828,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03830,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03831,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03832,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03833,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03834,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03842,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_03845,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03846,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03851,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_03853,uncharacterized protein,1,0,1,down,,down,2,BL
FGSG_03854,uncharacterized protein,1,0,0,up,,,1,B
FGSG_03860,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03862,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03880,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03881,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03882,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_03891,uncharacterized protein,0,0,1,,,down,1,L
FGSG_03894,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03897,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03898,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_03911,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03913,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03915,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03916,rds1 protein,0,0,1,,,down,1,L
FGSG_03920,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03922,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_03925,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03928,uncharacterized protein,0,0,1,,,down,1,L
FGSG_03932,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03942,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03951,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03952,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03954,uncharacterized protein,0,1,0,,down,,1,D
FGSG_03955,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03956,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03960,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03963,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03964,uncharacterized protein,0,0,1,,,up,1,L
FGSG_03965,uncharacterized protein,0,1,0,,down,,1,D
FGSG_03969,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03970,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03971,uncharacterized protein,1,0,0,up,,,1,B
FGSG_03975,uncharacterized protein,1,0,0,up,,,1,B
FGSG_03981,uncharacterized protein,0,1,0,,up,,1,D
FGSG_03984,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_03985,uncharacterized protein,0,1,0,,down,,1,D
FGSG_03986,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03987,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03988,uncharacterized protein,1,0,0,down,,,1,B
FGSG_03990,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_03992,phosphoglycerate kinase,0,1,1,,down,down,2,DL
FGSG_04000,uncharacterized protein,1,1,1,up,up,down,3,BDL
FGSG_04001,uncharacterized protein,1,0,0,up,,,1,B
FGSG_04008,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04012,uncharacterized protein,0,1,0,,down,,1,D
FGSG_04018,uncharacterized protein,1,0,0,down,,,1,B
FGSG_04035,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_04058,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_04064,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_04071,uncharacterized protein,0,1,0,,up,,1,D
FGSG_04077,uncharacterized protein,1,1,0,down,down,,2,BD
FGSG_04085,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04086,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04087,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04089,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04092,cytochrome P450 51,1,1,0,up,down,,2,BD
FGSG_04094,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_04097,carboxypeptidase S1,0,1,0,,up,,1,D
FGSG_04117,NAD-specific glutamate dehydrogenase,1,0,1,up,,down,2,BL
FGSG_04126,uricase,1,1,1,down,down,down,3,BDL
FGSG_04129,uncharacterized protein,0,1,0,,down,,1,D
FGSG_04143,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04153,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04159,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04160,uncharacterized protein,1,0,0,up,,,1,B
FGSG_04162,uncharacterized protein,1,0,0,up,,,1,B
FGSG_04172,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04182,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04183,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04188,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_04194,aldehyde dehydrogenase,0,0,1,,,down,1,L
FGSG_04196,succinate-semialdehyde dehydrogenase,0,0,1,,,down,1,L
FGSG_04211,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04214,glutathione-independent formaldehyde dehydrogenase,1,0,0,up,,,1,B
FGSG_04217,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04223,aldehyde reductase 1,0,1,1,,down,down,2,DL
FGSG_04225,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04233,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_04234,uncharacterized protein,0,1,0,,down,,1,D
FGSG_04236,uncharacterized protein,0,1,0,,down,,1,D
FGSG_04245,calcium-transporting ATPase 3,0,1,1,,down,down,2,DL
FGSG_04248,uncharacterized protein,1,0,0,down,,,1,B
FGSG_04252,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04283,uncharacterized protein,0,1,0,,up,,1,D
FGSG_04288,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04299,uncharacterized protein,0,1,0,,down,,1,D
FGSG_04312,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04321,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04333,uncharacterized protein,0,1,0,,down,,1,D
FGSG_04340,uncharacterized protein,0,1,0,,down,,1,D
FGSG_04346,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_04349,uncharacterized protein,1,0,0,up,,,1,B
FGSG_04353,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04357,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04360,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04368,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04370,uncharacterized protein,0,1,0,,down,,1,D
FGSG_04375,uncharacterized protein,1,0,1,up,,down,2,BL
FGSG_04376,uncharacterized protein,1,0,0,down,,,1,B
FGSG_04377,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04378,uncharacterized protein,1,0,1,up,,down,2,BL
FGSG_04383,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_04431,uncharacterized protein,1,0,0,down,,,1,B
FGSG_04438,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_04439,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04440,uncharacterized protein,0,1,1,,down,up,2,DL
FGSG_04446,uncharacterized protein,1,1,1,up,up,up,3,BDL
FGSG_04455,uncharacterized protein,1,0,1,up,,down,2,BL
FGSG_04456,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04457,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04458,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04459,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_04460,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04463,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04475,uncharacterized protein,1,1,1,up,up,down,3,BDL
FGSG_04480,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04490,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04492,uncharacterized protein,1,0,0,up,,,1,B
FGSG_04494,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04499,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04500,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04504,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04507,uncharacterized protein,0,1,0,,up,,1,D
FGSG_04510,uncharacterized protein,1,0,1,up,,up,2,BL
FGSG_04512,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04514,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04515,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04518,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04525,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04528,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04533,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04537,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04539,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04542,uncharacterized protein,0,1,0,,up,,1,D
FGSG_04546,uncharacterized protein,0,1,0,,down,,1,D
FGSG_04548,uncharacterized protein,1,1,1,up,up,up,3,BDL
FGSG_04554,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04563,uncharacterized protein,0,1,0,,up,,1,D
FGSG_04567,monothiol glutaredoxin-5,0,0,1,,,down,1,L
FGSG_04570,uncharacterized protein,1,0,1,down,,down,2,BL
FGSG_04582,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04583,uncharacterized protein,0,1,0,,down,,1,D
FGSG_04584,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04587,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04588,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04589,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04590,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04591,geranylgeranyl pyrophosphate synthetase,0,1,1,,down,down,2,DL
FGSG_04592,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04593,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04595,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04596,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04610,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04615,uncharacterized protein,0,1,0,,down,,1,D
FGSG_04616,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04628,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04633,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04637,amino-acid permease inda1,0,0,1,,,up,1,L
FGSG_04644,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04655,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04657,uncharacterized protein,1,0,0,down,,,1,B
FGSG_04658,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_04661,uncharacterized protein,1,0,0,down,,,1,B
FGSG_04662,uncharacterized protein,1,1,0,down,down,,2,BD
FGSG_04663,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_04667,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04671,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04676,uncharacterized protein,1,0,0,down,,,1,B
FGSG_04677,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04692,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04693,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04694,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04695,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04696,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_04708,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04709,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04725,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04727,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04728,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04729,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04735,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_04739,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04744,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04745,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_04746,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_04763,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04768,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_04780,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04782,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04784,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04788,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04793,uncharacterized protein,1,1,1,up,up,up,3,BDL
FGSG_04794,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04798,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_04804,uncharacterized protein,0,1,0,,down,,1,D
FGSG_04806,uncharacterized protein,0,1,0,,up,,1,D
FGSG_04825,uncharacterized protein,1,1,0,down,down,,2,BD
FGSG_04826,L-xylulose reductase,0,0,1,,,down,1,L
FGSG_04827,uncharacterized protein,0,1,0,,up,,1,D
FGSG_04828,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04829,uncharacterized protein,1,0,0,down,,,1,B
FGSG_04841,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04845,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04852,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04854,vacuolar ATP synthase 16 kDa proteolipid subunit 2,0,1,1,,up,up,2,DL
FGSG_04858,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04866,uncharacterized protein,0,1,0,,down,,1,D
FGSG_04874,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04876,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04879,uncharacterized protein,1,0,0,down,,,1,B
FGSG_04886,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04888,uncharacterized protein,1,0,0,up,,,1,B
FGSG_04894,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_04897,uncharacterized protein,1,0,0,down,,,1,B
FGSG_04899,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04901,uncharacterized protein,0,1,0,,up,,1,D
FGSG_04902,uncharacterized protein,0,1,0,,up,,1,D
FGSG_04911,endoplasmic oxidoreductin-1 precursor,0,0,1,,,down,1,L
FGSG_04913,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04917,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04922,uncharacterized protein,0,0,1,,,down,1,L
FGSG_04928,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04930,uncharacterized protein,1,0,0,down,,,1,B
FGSG_04932,uncharacterized protein,0,0,1,,,up,1,L
FGSG_04934,aspartyl-tRNA synthetase,1,0,0,down,,,1,B
FGSG_04935,uncharacterized protein,1,0,0,down,,,1,B
FGSG_04943,amino-acid permease inda1,0,1,1,,down,down,2,DL
FGSG_04950,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_04953,uncharacterized protein,0,1,0,,up,,1,D
FGSG_04969,uncharacterized protein,1,0,0,down,,,1,B
FGSG_04970,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_04971,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_04972,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_04974,uncharacterized protein,1,0,0,down,,,1,B
FGSG_04975,uncharacterized protein,1,0,0,down,,,1,B
FGSG_04987,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_04993,uncharacterized protein,1,0,0,down,,,1,B
FGSG_04998,uncharacterized protein,1,0,0,up,,,1,B
FGSG_05011,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_05021,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05031,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_05032,uncharacterized protein,1,0,0,up,,,1,B
FGSG_05035,pyridoxine biosynthesis protein PDX1,0,0,1,,,down,1,L
FGSG_05036,glutamine amidotransferase subunit pdxT,0,0,1,,,down,1,L
FGSG_05039,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_05040,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_05042,uncharacterized protein,1,0,0,down,,,1,B
FGSG_05044,uncharacterized protein,1,1,1,up,up,up,3,BDL
FGSG_05045,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05046,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05048,uncharacterized protein,1,0,1,up,,up,2,BL
FGSG_05067,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05068,uncharacterized protein,0,1,0,,up,,1,D
FGSG_05084,uncharacterized protein,1,0,0,up,,,1,B
FGSG_05085,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05087,acetyl-CoA acetyltransferase,0,0,1,,,down,1,L
FGSG_05105,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05128,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_05130,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05136,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05159,iron transport multicopper oxidase FET3 precursor,1,1,1,down,down,down,3,BDL
FGSG_05160,uncharacterized protein,0,1,0,,down,,1,D
FGSG_05164,inositolphosphorylceramide-B C-26 hydroxylase,0,1,1,,down,down,2,DL
FGSG_05166,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_05170,uncharacterized protein,0,1,0,,down,,1,D
FGSG_05176,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_05186,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05203,meiotic coiled-coil protein 2,0,1,1,,down,down,2,DL
FGSG_05238,uncharacterized protein,1,0,0,down,,,1,B
FGSG_05246,uncharacterized protein,0,1,0,,up,,1,D
FGSG_05253,uncharacterized protein,0,1,0,,down,,1,D
FGSG_05260,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_05283,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05284,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05285,uncharacterized protein,0,1,0,,up,,1,D
FGSG_05292,uncharacterized protein,1,0,0,up,,,1,B
FGSG_05294,uncharacterized protein,1,1,1,up,down,down,3,BDL
FGSG_05295,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05296,uncharacterized protein,0,1,0,,up,,1,D
FGSG_05309,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_05322,fatty acid synthase subunit beta dehydratase,0,0,1,,,down,1,L
FGSG_05323,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_05324,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_05326,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05330,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05333,uncharacterized protein,1,0,0,up,,,1,B
FGSG_05334,uncharacterized protein,0,1,0,,down,,1,D
FGSG_05338,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_05342,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05348,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_05349,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05351,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05353,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05354,uncharacterized protein,0,1,0,,down,,1,D
FGSG_05357,uncharacterized protein,1,0,0,down,,,1,B
FGSG_05368,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05373,uncharacterized protein,1,0,0,down,,,1,B
FGSG_05396,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05397,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_05401,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_05408,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05410,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05416,uncharacterized protein,0,1,0,,up,,1,D
FGSG_05439,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_05440,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_05446,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05450,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_05471,uncharacterized protein,0,1,0,,up,,1,D
FGSG_05476,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05486,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_05521,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05526,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05532,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_05546,ornithine aminotransferase,1,0,1,down,,down,2,BL
FGSG_05554,4-aminobutyrate aminotransferase,0,0,1,,,down,1,L
FGSG_05567,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05568,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05582,uncharacterized protein,1,0,0,up,,,1,B
FGSG_05584,uncharacterized protein,0,1,0,,up,,1,D
FGSG_05589,uncharacterized protein,0,1,0,,up,,1,D
FGSG_05594,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05609,uncharacterized protein,1,0,0,up,,,1,B
FGSG_05610,succinate dehydrogenase iron-sulfur protein,0,0,1,,,down,1,L
FGSG_05634,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05660,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_05663,uncharacterized protein,0,1,0,,down,,1,D
FGSG_05678,uncharacterized protein,1,0,0,up,,,1,B
FGSG_05679,uncharacterized protein,1,0,0,down,,,1,B
FGSG_05680,uncharacterized protein,1,0,0,down,,,1,B
FGSG_05683,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_05684,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05685,uncharacterized protein,1,0,0,up,,,1,B
FGSG_05687,ATP-dependent RNA helicase DBP4,1,0,0,up,,,1,B
FGSG_05692,uncharacterized protein,1,1,1,down,up,up,3,BDL
FGSG_05695,uncharacterized protein,1,1,0,up,up,,2,BD
FGSG_05701,qutG protein,1,0,0,down,,,1,B
FGSG_05705,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_05706,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_05717,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05719,uncharacterized protein,1,1,0,down,up,,2,BD
FGSG_05723,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05724,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05730,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_05731,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_05738,uncharacterized protein,1,0,0,down,,,1,B
FGSG_05740,sterol 24-C-methyltransferase,1,0,0,up,,,1,B
FGSG_05754,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_05757,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05762,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_05793,uncharacterized protein,1,0,0,down,,,1,B
FGSG_05800,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05803,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_05805,cyanide hydratase,0,0,1,,,down,1,L
FGSG_05808,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05809,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_05811,uncharacterized protein,1,0,0,up,,,1,B
FGSG_05821,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05822,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05827,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_05829,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_05831,aldehyde dehydrogenase,0,1,1,,down,down,2,DL
FGSG_05838,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05839,uncharacterized protein,1,1,1,down,down,down,3,BDL
FGSG_05842,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_05852,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05859,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05871,uncharacterized protein,1,0,1,down,,up,2,BL
FGSG_05882,uncharacterized protein,1,0,0,down,,,1,B
FGSG_05906,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_05908,uncharacterized protein,1,1,0,down,down,,2,BD
FGSG_05919,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_05922,uncharacterized protein,0,1,1,,up,up,2,DL
FGSG_05926,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_05928,uncharacterized protein,0,1,1,,down,down,2,DL
FGSG_05933,uncharacterized protein,0,0,1,,,down,1,L
FGSG_05949,uncharacterized protein,0,0,1,,,up,1,L
FGSG_05962,uncharacterized protein,0,1,0,,up,,1,D
