gene_id,FGSG_id,product,baseMean,log2FoldChange,lfcSE,pvalue,padj,significant,direction,contrast
FGSG_12471,FGSG_12471,uncharacterized protein,748.091382244317,-1.14094551318389,0.126694791149255,2.1717382192311002e-20,7.955801009783271e-19,True,up_in_dark_light,low_light_vs_dark_light
FGSG_12760,FGSG_12760,uncharacterized protein,1863.52644431994,-1.31757394725278,0.147020387297101,2.94179761283162e-20,1.07054158162316e-18,True,up_in_dark_light,low_light_vs_dark_light
FGSG_03288,FGSG_03288,uncharacterized protein,468.18882173989,-1.15814512345421,0.129598125659195,3.93431956951024e-20,1.4223082917407099e-18,True,up_in_dark_light,low_light_vs_dark_light
FGSG_02368,FGSG_02368,uncharacterized protein,386.708340798876,1.16013151649113,0.129947360819888,4.7317643723207806e-20,1.69387916781125e-18,True,up_in_low_light,low_light_vs_dark_light
FGSG_01108,FGSG_01108,uncharacterized protein,214.525758570709,-1.31376001153611,0.149600221742737,1.64931952019666e-19,5.77261832068831e-18,True,up_in_dark_light,low_light_vs_dark_light
FGSG_06538,FGSG_06538,uncharacterized protein,305.01574270507,-1.27143166601871,0.14583240159487,2.63912769164743e-19,9.12075890918404e-18,True,up_in_dark_light,low_light_vs_dark_light
FGSG_04746,FGSG_04746,uncharacterized protein,137.863649893281,1.24533610273345,0.143701735338454,4.67052894179333e-19,1.59407183448164e-17,True,up_in_low_light,low_light_vs_dark_light
FGSG_11577,FGSG_11577,uncharacterized protein,30.039509371124,3.62203230754857,0.417822234884061,6.19053557320164e-19,2.09335341383034e-17,True,up_in_low_light,low_light_vs_dark_light
FGSG_07672,FGSG_07672,uncharacterized protein,41.1613826366412,2.91693841201826,0.339216323050557,7.75010581967527e-19,2.60469917303459e-17,True,up_in_low_light,low_light_vs_dark_light
FGSG_03448,FGSG_03448,uncharacterized protein,300.910903794932,-1.11488854563042,0.129956643881177,1.09466894739211e-18,3.65666010086301e-17,True,up_in_dark_light,low_light_vs_dark_light
FGSG_08695,FGSG_08695,uncharacterized protein,2189.1244452317,-1.15767321094483,0.13524585615037,1.1450143707483e-18,3.8132448286435903e-17,True,up_in_dark_light,low_light_vs_dark_light
FGSG_04950,FGSG_04950,uncharacterized protein,1875.65386827763,-1.05566914648607,0.123408387810909,1.34183617645347e-18,4.45522041668387e-17,True,up_in_dark_light,low_light_vs_dark_light
FGSG_11112,FGSG_11112,uncharacterized protein,670.176499493869,-1.64593421499453,0.193826664184538,1.45587737807611e-18,4.804832548065e-17,True,up_in_dark_light,low_light_vs_dark_light
FGSG_01571,FGSG_01571,uncharacterized protein,322.30375593573,-1.07126993801448,0.126051278865152,2.15379336302175e-18,7.065728077495241e-17,True,up_in_dark_light,low_light_vs_dark_light
FGSG_02984,FGSG_02984,uncharacterized protein,175.985370777042,1.34116838463611,0.15841216599818,2.3853857221537698e-18,7.77904720666763e-17,True,up_in_low_light,low_light_vs_dark_light
